Order 0	number of articles 19
0	Aisle 16	Location 7
1	Aisle 19	Location 9
2	Aisle 6	Location 5
3	Aisle 0	Location 29
4	Aisle 1	Location 21
5	Aisle 14	Location 22
6	Aisle 0	Location 18
7	Aisle 6	Location 42
8	Aisle 1	Location 18
9	Aisle 12	Location 7
10	Aisle 8	Location 40
11	Aisle 1	Location 42
12	Aisle 0	Location 35
13	Aisle 1	Location 33
14	Aisle 11	Location 30
15	Aisle 0	Location 25
16	Aisle 13	Location 43
17	Aisle 6	Location 14
18	Aisle 19	Location 7
Order 1	number of articles 10
0	Aisle 1	Location 4
1	Aisle 0	Location 10
2	Aisle 15	Location 12
3	Aisle 17	Location 39
4	Aisle 1	Location 13
5	Aisle 6	Location 27
6	Aisle 11	Location 31
7	Aisle 0	Location 33
8	Aisle 11	Location 22
9	Aisle 19	Location 9
Order 2	number of articles 10
0	Aisle 0	Location 42
1	Aisle 1	Location 1
2	Aisle 1	Location 13
3	Aisle 0	Location 14
4	Aisle 16	Location 13
5	Aisle 1	Location 29
6	Aisle 1	Location 3
7	Aisle 7	Location 39
8	Aisle 0	Location 8
9	Aisle 16	Location 22
Order 3	number of articles 21
0	Aisle 0	Location 24
1	Aisle 10	Location 10
2	Aisle 12	Location 23
3	Aisle 1	Location 39
4	Aisle 0	Location 42
5	Aisle 0	Location 41
6	Aisle 0	Location 27
7	Aisle 1	Location 7
8	Aisle 0	Location 15
9	Aisle 1	Location 19
10	Aisle 0	Location 0
11	Aisle 16	Location 14
12	Aisle 11	Location 3
13	Aisle 10	Location 39
14	Aisle 1	Location 9
15	Aisle 16	Location 42
16	Aisle 0	Location 13
17	Aisle 6	Location 38
18	Aisle 9	Location 19
19	Aisle 1	Location 15
20	Aisle 11	Location 35
Order 4	number of articles 10
0	Aisle 0	Location 42
1	Aisle 19	Location 27
2	Aisle 19	Location 33
3	Aisle 11	Location 3
4	Aisle 1	Location 27
5	Aisle 18	Location 32
6	Aisle 1	Location 33
7	Aisle 0	Location 4
8	Aisle 10	Location 43
9	Aisle 15	Location 36
Order 5	number of articles 22
0	Aisle 1	Location 31
1	Aisle 0	Location 1
2	Aisle 7	Location 21
3	Aisle 14	Location 44
4	Aisle 0	Location 27
5	Aisle 13	Location 11
6	Aisle 1	Location 26
7	Aisle 0	Location 35
8	Aisle 8	Location 44
9	Aisle 1	Location 12
10	Aisle 9	Location 23
11	Aisle 0	Location 8
12	Aisle 0	Location 4
13	Aisle 0	Location 21
14	Aisle 0	Location 6
15	Aisle 0	Location 31
16	Aisle 1	Location 23
17	Aisle 17	Location 39
18	Aisle 18	Location 7
19	Aisle 1	Location 39
20	Aisle 1	Location 27
21	Aisle 9	Location 1
Order 6	number of articles 9
0	Aisle 1	Location 17
1	Aisle 0	Location 2
2	Aisle 17	Location 17
3	Aisle 0	Location 17
4	Aisle 19	Location 33
5	Aisle 9	Location 37
6	Aisle 10	Location 42
7	Aisle 1	Location 32
8	Aisle 19	Location 10
Order 7	number of articles 16
0	Aisle 8	Location 29
1	Aisle 0	Location 35
2	Aisle 6	Location 24
3	Aisle 0	Location 12
4	Aisle 15	Location 23
5	Aisle 10	Location 14
6	Aisle 11	Location 24
7	Aisle 19	Location 42
8	Aisle 0	Location 42
9	Aisle 0	Location 28
10	Aisle 1	Location 21
11	Aisle 1	Location 15
12	Aisle 19	Location 3
13	Aisle 7	Location 36
14	Aisle 0	Location 38
15	Aisle 16	Location 29
Order 8	number of articles 16
0	Aisle 1	Location 20
1	Aisle 13	Location 17
2	Aisle 0	Location 17
3	Aisle 1	Location 24
4	Aisle 1	Location 1
5	Aisle 0	Location 5
6	Aisle 0	Location 42
7	Aisle 1	Location 30
8	Aisle 0	Location 7
9	Aisle 0	Location 19
10	Aisle 0	Location 43
11	Aisle 14	Location 31
12	Aisle 0	Location 30
13	Aisle 12	Location 26
14	Aisle 17	Location 5
15	Aisle 16	Location 25
Order 9	number of articles 20
0	Aisle 19	Location 17
1	Aisle 17	Location 19
2	Aisle 1	Location 37
3	Aisle 8	Location 40
4	Aisle 1	Location 2
5	Aisle 1	Location 32
6	Aisle 0	Location 6
7	Aisle 17	Location 31
8	Aisle 19	Location 9
9	Aisle 12	Location 42
10	Aisle 0	Location 43
11	Aisle 0	Location 28
12	Aisle 0	Location 44
13	Aisle 6	Location 0
14	Aisle 18	Location 26
15	Aisle 10	Location 13
16	Aisle 8	Location 19
17	Aisle 1	Location 19
18	Aisle 7	Location 40
19	Aisle 0	Location 20
Order 10	number of articles 21
0	Aisle 12	Location 23
1	Aisle 0	Location 11
2	Aisle 1	Location 43
3	Aisle 17	Location 32
4	Aisle 17	Location 4
5	Aisle 0	Location 6
6	Aisle 13	Location 22
7	Aisle 0	Location 31
8	Aisle 0	Location 13
9	Aisle 1	Location 21
10	Aisle 0	Location 34
11	Aisle 15	Location 39
12	Aisle 15	Location 38
13	Aisle 10	Location 18
14	Aisle 1	Location 5
15	Aisle 9	Location 20
16	Aisle 1	Location 34
17	Aisle 16	Location 27
18	Aisle 11	Location 40
19	Aisle 1	Location 26
20	Aisle 0	Location 20
Order 11	number of articles 14
0	Aisle 1	Location 37
1	Aisle 12	Location 42
2	Aisle 1	Location 0
3	Aisle 0	Location 22
4	Aisle 0	Location 11
5	Aisle 16	Location 35
6	Aisle 9	Location 6
7	Aisle 13	Location 40
8	Aisle 8	Location 43
9	Aisle 12	Location 8
10	Aisle 12	Location 22
