Order 0	number of articles 9
0	Aisle 0	Location 31
1	Aisle 17	Location 16
2	Aisle 1	Location 18
3	Aisle 1	Location 9
4	Aisle 1	Location 23
5	Aisle 0	Location 18
6	Aisle 0	Location 38
7	Aisle 16	Location 7
8	Aisle 8	Location 41
Order 1	number of articles 8
0	Aisle 0	Location 32
1	Aisle 0	Location 33
2	Aisle 10	Location 6
3	Aisle 8	Location 8
4	Aisle 1	Location 23
5	Aisle 19	Location 44
6	Aisle 13	Location 19
7	Aisle 12	Location 43
Order 2	number of articles 23
0	Aisle 1	Location 34
1	Aisle 1	Location 10
2	Aisle 6	Location 23
3	Aisle 1	Location 30
4	Aisle 0	Location 19
5	Aisle 7	Location 39
6	Aisle 1	Location 33
7	Aisle 16	Location 40
8	Aisle 0	Location 18
9	Aisle 0	Location 17
10	Aisle 18	Location 25
11	Aisle 12	Location 18
12	Aisle 16	Location 10
13	Aisle 1	Location 16
14	Aisle 15	Location 42
15	Aisle 1	Location 27
16	Aisle 13	Location 40
17	Aisle 1	Location 29
18	Aisle 17	Location 18
19	Aisle 13	Location 17
20	Aisle 6	Location 18
21	Aisle 6	Location 38
22	Aisle 0	Location 7
Order 3	number of articles 16
0	Aisle 1	Location 33
1	Aisle 12	Location 43
2	Aisle 1	Location 12
3	Aisle 11	Location 19
4	Aisle 6	Location 34
5	Aisle 8	Location 23
6	Aisle 0	Location 9
7	Aisle 17	Location 37
8	Aisle 10	Location 19
9	Aisle 1	Location 7
10	Aisle 10	Location 1
11	Aisle 1	Location 18
12	Aisle 0	Location 10
13	Aisle 1	Location 9
14	Aisle 0	Location 28
15	Aisle 6	Location 8
Order 4	number of articles 8
0	Aisle 19	Location 7
1	Aisle 0	Location 19
2	Aisle 0	Location 14
3	Aisle 1	Location 19
4	Aisle 0	Location 7
5	Aisle 6	Location 36
6	Aisle 1	Location 41
7	Aisle 1	Location 1
Order 5	number of articles 16
0	Aisle 1	Location 0
1	Aisle 1	Location 7
2	Aisle 0	Location 2
3	Aisle 17	Location 5
4	Aisle 9	Location 18
5	Aisle 14	Location 33
6	Aisle 0	Location 33
7	Aisle 7	Location 6
8	Aisle 16	Location 39
9	Aisle 10	Location 5
10	Aisle 0	Location 37
11	Aisle 7	Location 23
12	Aisle 16	Location 20
13	Aisle 0	Location 27
14	Aisle 11	Location 27
15	Aisle 18	Location 37
Order 6	number of articles 20
0	Aisle 1	Location 3
1	Aisle 13	Location 11
2	Aisle 15	Location 38
3	Aisle 9	Location 33
4	Aisle 6	Location 24
5	Aisle 15	Location 41
6	Aisle 16	Location 8
7	Aisle 12	Location 27
8	Aisle 13	Location 6
9	Aisle 10	Location 20
10	Aisle 12	Location 17
11	Aisle 0	Location 8
12	Aisle 0	Location 13
13	Aisle 1	Location 41
14	Aisle 0	Location 40
15	Aisle 0	Location 16
16	Aisle 1	Location 43
17	Aisle 0	Location 31
18	Aisle 0	Location 39
19	Aisle 7	Location 2
Order 7	number of articles 15
0	Aisle 1	Location 25
1	Aisle 1	Location 27
2	Aisle 1	Location 0
3	Aisle 10	Location 39
4	Aisle 17	Location 5
5	Aisle 15	Location 11
6	Aisle 0	Location 11
7	Aisle 13	Location 32
8	Aisle 18	Location 18
9	Aisle 0	Location 39
10	Aisle 0	Location 43
11	Aisle 18	Location 27
12	Aisle 16	Location 2
13	Aisle 1	Location 16
14	Aisle 0	Location 23
Order 8	number of articles 14
0	Aisle 16	Location 21
1	Aisle 16	Location 33
2	Aisle 15	Location 20
3	Aisle 1	Location 8
4	Aisle 11	Location 34
5	Aisle 17	Location 8
6	Aisle 14	Location 11
7	Aisle 8	Location 3
8	Aisle 13	Location 17
9	Aisle 0	Location 7
10	Aisle 1	Location 34
11	Aisle 1	Location 1
12	Aisle 1	Location 2
13	Aisle 14	Location 39
Order 9	number of articles 18
0	Aisle 7	Location 20
1	Aisle 9	Location 22
2	Aisle 19	Location 31
3	Aisle 1	Location 37
4	Aisle 11	Location 16
5	Aisle 1	Location 0
6	Aisle 0	Location 11
7	Aisle 1	Location 5
8	Aisle 12	Location 13
9	Aisle 1	Location 35
10	Aisle 1	Location 20
11	Aisle 0	Location 23
12	Aisle 15	Location 17
13	Aisle 12	Location 32
14	Aisle 0	Location 24
15	Aisle 0	Location 15
16	Aisle 17	Location 19
17	Aisle 13	Location 40
Order 10	number of articles 17
0	Aisle 12	Location 38
1	Aisle 14	Location 36
2	Aisle 6	Location 39
3	Aisle 1	Location 15
4	Aisle 1	Location 39
5	Aisle 0	Location 5
6	Aisle 1	Location 22
7	Aisle 0	Location 28
8	Aisle 0	Location 33
9	Aisle 0	Location 29
10	Aisle 19	Location 32
11	Aisle 9	Location 32
12	Aisle 12	Location 1
13	Aisle 1	Location 33
14	Aisle 0	Location 18
15	Aisle 16	Location 14
16	Aisle 0	Location 16
Order 11	number of articles 22
0	Aisle 0	Location 3
1	Aisle 0	Location 32
2	Aisle 0	Location 9
3	Aisle 19	Location 19
4	Aisle 0	Location 30
5	Aisle 13	Location 12
6	Aisle 1	Location 19
7	Aisle 14	Location 10
8	Aisle 8	Location 17
9	Aisle 0	Location 21
10	Aisle 0	Location 8
11	Aisle 7	Location 38
12	Aisle 18	Location 23
13	Aisle 0	Location 27
14	Aisle 1	Location 7
15	Aisle 13	Location 3
16	Aisle 11	Location 2
17	Aisle 13	Location 7
18	Aisle 1	Location 29
19	Aisle 16	Location 30
20	Aisle 0	Location 39
21	Aisle 17	Location 5
Order 12	number of articles 23
0	Aisle 15	Location 10
1	Aisle 0	Location 5
2	Aisle 17	Location 25
3	Aisle 14	Location 38
4	Aisle 0	Location 35
5	Aisle 0	Location 23
6	Aisle 7	Location 40
7	Aisle 0	Location 19
8	Aisle 0	Location 6
9	Aisle 16	Location 25
10	Aisle 8	Location 32
11	Aisle 0	Location 27
