Order 0	number of articles 15
0	Aisle 6	Location 35
1	Aisle 15	Location 3
2	Aisle 6	Location 7
3	Aisle 1	Location 20
4	Aisle 12	Location 7
5	Aisle 1	Location 26
6	Aisle 1	Location 43
7	Aisle 13	Location 14
8	Aisle 1	Location 0
9	Aisle 1	Location 16
10	Aisle 10	Location 2
11	Aisle 0	Location 25
12	Aisle 16	Location 10
13	Aisle 14	Location 4
14	Aisle 1	Location 21
Order 1	number of articles 13
0	Aisle 0	Location 9
1	Aisle 18	Location 0
2	Aisle 9	Location 18
3	Aisle 18	Location 40
4	Aisle 6	Location 41
5	Aisle 13	Location 6
6	Aisle 1	Location 22
7	Aisle 6	Location 23
8	Aisle 0	Location 27
9	Aisle 0	Location 4
10	Aisle 14	Location 33
11	Aisle 1	Location 26
12	Aisle 10	Location 37
Order 2	number of articles 13
0	Aisle 0	Location 30
1	Aisle 1	Location 20
2	Aisle 1	Location 24
3	Aisle 9	Location 16
4	Aisle 10	Location 39
5	Aisle 0	Location 11
6	Aisle 16	Location 43
7	Aisle 1	Location 32
8	Aisle 12	Location 14
9	Aisle 18	Location 10
10	Aisle 8	Location 31
11	Aisle 1	Location 16
12	Aisle 9	Location 5
Order 3	number of articles 8
0	Aisle 10	Location 36
1	Aisle 0	Location 33
2	Aisle 9	Location 34
3	Aisle 8	Location 34
4	Aisle 1	Location 19
5	Aisle 1	Location 39
6	Aisle 1	Location 9
7	Aisle 0	Location 22
Order 4	number of articles 15
0	Aisle 14	Location 11
1	Aisle 1	Location 17
2	Aisle 13	Location 6
3	Aisle 0	Location 10
4	Aisle 12	Location 16
5	Aisle 17	Location 22
6	Aisle 9	Location 32
7	Aisle 12	Location 29
8	Aisle 0	Location 11
9	Aisle 1	Location 4
10	Aisle 1	Location 27
11	Aisle 6	Location 7
12	Aisle 16	Location 10
13	Aisle 7	Location 8
14	Aisle 7	Location 18
Order 5	number of articles 16
0	Aisle 1	Location 41
1	Aisle 0	Location 12
2	Aisle 8	Location 38
3	Aisle 0	Location 15
4	Aisle 15	Location 19
5	Aisle 13	Location 13
6	Aisle 1	Location 27
7	Aisle 1	Location 40
8	Aisle 10	Location 36
9	Aisle 11	Location 44
10	Aisle 15	Location 4
11	Aisle 0	Location 6
12	Aisle 0	Location 43
13	Aisle 0	Location 2
14	Aisle 17	Location 17
15	Aisle 1	Location 13
Order 6	number of articles 17
0	Aisle 14	Location 44
1	Aisle 19	Location 13
2	Aisle 12	Location 34
3	Aisle 0	Location 32
4	Aisle 0	Location 21
5	Aisle 0	Location 28
6	Aisle 0	Location 34
7	Aisle 0	Location 20
8	Aisle 0	Location 40
9	Aisle 1	Location 17
10	Aisle 0	Location 13
11	Aisle 8	Location 34
12	Aisle 10	Location 14
13	Aisle 1	Location 7
14	Aisle 14	Location 15
15	Aisle 0	Location 8
16	Aisle 14	Location 21
Order 7	number of articles 6
0	Aisle 1	Location 15
1	Aisle 16	Location 6
2	Aisle 1	Location 44
3	Aisle 0	Location 37
4	Aisle 7	Location 24
5	Aisle 7	Location 16
Order 8	number of articles 17
0	Aisle 0	Location 31
1	Aisle 1	Location 5
2	Aisle 0	Location 26
3	Aisle 1	Location 26
4	Aisle 7	Location 8
5	Aisle 6	Location 22
6	Aisle 0	Location 35
7	Aisle 16	Location 15
8	Aisle 18	Location 26
9	Aisle 0	Location 28
10	Aisle 18	Location 34
11	Aisle 19	Location 6
12	Aisle 18	Location 4
13	Aisle 1	Location 20
14	Aisle 17	Location 41
15	Aisle 1	Location 2
16	Aisle 1	Location 22
Order 9	number of articles 5
0	Aisle 0	Location 9
1	Aisle 19	Location 20
2	Aisle 18	Location 26
3	Aisle 18	Location 34
4	Aisle 11	Location 21
Order 10	number of articles 12
0	Aisle 18	Location 36
1	Aisle 6	Location 27
2	Aisle 7	Location 13
3	Aisle 0	Location 40
4	Aisle 18	Location 22
5	Aisle 1	Location 19
6	Aisle 0	Location 22
7	Aisle 0	Location 8
8	Aisle 0	Location 10
9	Aisle 15	Location 22
10	Aisle 1	Location 22
11	Aisle 1	Location 40
Order 11	number of articles 18
0	Aisle 1	Location 21
1	Aisle 17	Location 24
2	Aisle 1	Location 37
3	Aisle 19	Location 7
4	Aisle 1	Location 8
5	Aisle 6	Location 2
6	Aisle 18	Location 26
7	Aisle 12	Location 8
8	Aisle 19	Location 41
9	Aisle 1	Location 31
10	Aisle 15	Location 19
11	Aisle 1	Location 32
12	Aisle 1	Location 25
13	Aisle 0	Location 15
14	Aisle 15	Location 39
15	Aisle 1	Location 5
16	Aisle 0	Location 43
17	Aisle 1	Location 38
Order 12	number of articles 11
0	Aisle 0	Location 1
1	Aisle 12	Location 12
2	Aisle 6	Location 31
3	Aisle 14	Location 10
4	Aisle 1	Location 44
5	Aisle 11	Location 41
6	Aisle 0	Location 31
7	Aisle 1	Location 41
8	Aisle 1	Location 28
9	Aisle 0	Location 35
10	Aisle 13	Location 31
Order 13	number of articles 6
0	Aisle 0	Location 14
1	Aisle 6	Location 42
2	Aisle 16	Location 14
3	Aisle 8	Location 7
4	Aisle 12	Location 41
5	Aisle 1	Location 32
Order 14	number of articles 21
0	Aisle 1	Location 17
1	Aisle 8	Location 38
2	Aisle 0	Location 0
3	Aisle 1	Location 13
4	Aisle 1	Location 40
5	Aisle 18	Location 6
6	Aisle 9	Location 33
7	Aisle 0	Location 25
8	Aisle 13	Location 3
9	Aisle 17	Location 18
10	Aisle 1	Location 20
11	Aisle 1	Location 4
12	Aisle 15	Location 24
13	Aisle 18	Location 1
14	Aisle 0	Location 17
15	Aisle 15	Location 39
16	Aisle 0	Location 33
17	Aisle 1	Location 7
18	Aisle 8	Location 29
19	Aisle 1	Location 34
20	Aisle 1	Location 11
Order 15	number of articles 8
0	Aisle 19	Location 34
1	Aisle 11	Location 24
2	Aisle 14	Location 42
3	Aisle 18	Location 13
4	Aisle 1	Location 6
5	Aisle 6	Location 16
6	Aisle 0	Location 10
7	Aisle 11	Location 38
Order 16	number of articles 16
0	Aisle 0	Location 9
1	Aisle 12	Location 33
2	Aisle 0	Location 25
3	Aisle 16	Location 34
4	Aisle 13	Location 29
5	Aisle 0	Location 8
6	Aisle 11	Location 24
7	Aisle 18	Location 3
8	Aisle 18	Location 20
9	Aisle 1	Location 29
10	Aisle 1	Location 43
11	Aisle 7	Location 43
12	Aisle 12	Location 13
13	Aisle 0	Location 2
14	Aisle 0	Location 4
15	Aisle 10	Location 33
Order 17	number of articles 14
0	Aisle 15	Location 0
1	Aisle 13	Location 37
2	Aisle 16	Location 3
3	Aisle 6	Location 7
4	Aisle 17	Location 12
5	Aisle 1	Location 32
6	Aisle 0	Location 39
7	Aisle 11	Location 6
8	Aisle 18	Location 12
9	Aisle 11	Location 13
10	Aisle 11	Location 31
11	Aisle 0	Location 44
12	Aisle 13	Location 36
13	Aisle 8	Location 40
Order 18	number of articles 21
0	Aisle 1	Location 40
1	Aisle 0	Location 28
2	Aisle 0	Location 36
3	Aisle 0	Location 43
4	Aisle 1	Location 21
5	Aisle 17	Location 27
6	Aisle 1	Location 2
7	Aisle 9	Location 30
8	Aisle 0	Location 44
9	Aisle 16	Location 3
10	Aisle 8	Location 11
11	Aisle 7	Location 35
12	Aisle 18	Location 38
13	Aisle 0	Location 27
14	Aisle 7	Location 22
15	Aisle 16	Location 21
16	Aisle 0	Location 1
17	Aisle 11	Location 36
18	Aisle 1	Location 24
19	Aisle 7	Location 16
20	Aisle 1	Location 38
Order 19	number of articles 4
0	Aisle 1	Location 13
1	Aisle 7	Location 20
2	Aisle 12	Location 13
3	Aisle 0	Location 2
Order 20	number of articles 16
0	Aisle 0	Location 15
1	Aisle 18	Location 38
2	Aisle 17	Location 3
3	Aisle 0	Location 32
4	Aisle 13	Location 27
5	Aisle 7	Location 42
6	Aisle 0	Location 44
7	Aisle 1	Location 3
8	Aisle 6	Location 24
9	Aisle 16	Location 42
10	Aisle 8	Location 6
11	Aisle 1	Location 15
12	Aisle 1	Location 29
13	Aisle 1	Location 35
14	Aisle 18	Location 37
15	Aisle 11	Location 11
Order 21	number of articles 9
0	Aisle 0	Location 18
1	Aisle 14	Location 7
2	Aisle 1	Location 37
3	Aisle 1	Location 33
4	Aisle 15	Location 15
5	Aisle 1	Location 10
6	Aisle 8	Location 32
7	Aisle 0	Location 37
8	Aisle 12	Location 32
Order 22	number of articles 9
0	Aisle 10	Location 33
1	Aisle 7	Location 39
2	Aisle 19	Location 33
3	Aisle 0	Location 4
4	Aisle 17	Location 24
5	Aisle 1	Location 1
6	Aisle 18	Location 7
7	Aisle 14	Location 37
8	Aisle 0	Location 28
Order 23	number of articles 5
0	Aisle 1	Location 5
1	Aisle 0	Location 10
