Order 0	number of articles 13
0	Aisle 0	Location 43
1	Aisle 6	Location 35
2	Aisle 14	Location 40
3	Aisle 16	Location 38
4	Aisle 1	Location 21
5	Aisle 8	Location 37
6	Aisle 0	Location 27
7	Aisle 0	Location 4
8	Aisle 17	Location 28
9	Aisle 19	Location 4
10	Aisle 0	Location 8
11	Aisle 0	Location 26
12	Aisle 1	Location 11
Order 1	number of articles 15
0	Aisle 0	Location 24
1	Aisle 1	Location 5
2	Aisle 0	Location 29
3	Aisle 1	Location 3
4	Aisle 0	Location 2
5	Aisle 0	Location 44
6	Aisle 0	Location 6
7	Aisle 0	Location 14
8	Aisle 1	Location 0
9	Aisle 1	Location 42
10	Aisle 10	Location 14
11	Aisle 13	Location 34
12	Aisle 0	Location 38
13	Aisle 1	Location 41
14	Aisle 14	Location 0
Order 2	number of articles 20
0	Aisle 1	Location 39
1	Aisle 19	Location 13
2	Aisle 1	Location 31
3	Aisle 1	Location 25
4	Aisle 1	Location 42
5	Aisle 15	Location 38
6	Aisle 17	Location 24
7	Aisle 14	Location 31
8	Aisle 13	Location 38
9	Aisle 0	Location 39
10	Aisle 0	Location 15
11	Aisle 8	Location 28
12	Aisle 1	Location 43
13	Aisle 1	Location 36
14	Aisle 1	Location 16
15	Aisle 0	Location 3
16	Aisle 12	Location 4
17	Aisle 16	Location 38
18	Aisle 16	Location 40
19	Aisle 0	Location 7
Order 3	number of articles 15
0	Aisle 0	Location 19
1	Aisle 1	Location 28
2	Aisle 1	Location 27
3	Aisle 12	Location 2
4	Aisle 12	Location 39
5	Aisle 16	Location 28
6	Aisle 8	Location 4
7	Aisle 7	Location 40
8	Aisle 7	Location 43
9	Aisle 18	Location 32
10	Aisle 15	Location 18
11	Aisle 18	Location 7
12	Aisle 1	Location 23
13	Aisle 12	Location 40
14	Aisle 0	Location 8
Order 4	number of articles 14
0	Aisle 0	Location 22
1	Aisle 16	Location 22
2	Aisle 14	Location 25
3	Aisle 18	Location 10
4	Aisle 1	Location 17
5	Aisle 1	Location 40
6	Aisle 1	Location 9
7	Aisle 7	Location 34
8	Aisle 1	Location 20
9	Aisle 1	Location 26
10	Aisle 14	Location 11
11	Aisle 1	Location 11
12	Aisle 1	Location 35
13	Aisle 19	Location 36
Order 5	number of articles 21
0	Aisle 12	Location 11
1	Aisle 19	Location 18
2	Aisle 1	Location 3
3	Aisle 0	Location 38
4	Aisle 0	Location 36
5	Aisle 12	Location 13
6	Aisle 9	Location 32
7	Aisle 1	Location 15
8	Aisle 0	Location 42
9	Aisle 1	Location 13
10	Aisle 0	Location 5
11	Aisle 1	Location 14
12	Aisle 11	Location 43
13	Aisle 9	Location 39
14	Aisle 0	Location 16
15	Aisle 1	Location 44
16	Aisle 12	Location 32
17	Aisle 1	Location 30
18	Aisle 10	Location 0
19	Aisle 8	Location 18
20	Aisle 18	Location 44
Order 6	number of articles 16
0	Aisle 10	Location 11
1	Aisle 1	Location 39
2	Aisle 8	Location 34
3	Aisle 1	Location 29
4	Aisle 7	Location 27
5	Aisle 0	Location 8
6	Aisle 14	Location 8
7	Aisle 1	Location 38
8	Aisle 17	Location 25
9	Aisle 1	Location 13
10	Aisle 7	Location 40
11	Aisle 1	Location 10
12	Aisle 6	Location 21
13	Aisle 17	Location 39
14	Aisle 1	Location 32
15	Aisle 15	Location 18
Order 7	number of articles 9
0	Aisle 1	Location 24
1	Aisle 15	Location 8
2	Aisle 18	Location 7
