Order 0	number of articles 18
0	Aisle 1	Location 34
1	Aisle 0	Location 36
2	Aisle 1	Location 29
3	Aisle 9	Location 7
4	Aisle 0	Location 21
5	Aisle 1	Location 14
6	Aisle 15	Location 19
7	Aisle 0	Location 6
8	Aisle 1	Location 31
9	Aisle 11	Location 7
10	Aisle 0	Location 25
11	Aisle 8	Location 10
12	Aisle 13	Location 13
13	Aisle 1	Location 1
14	Aisle 15	Location 40
15	Aisle 0	Location 7
16	Aisle 0	Location 26
17	Aisle 17	Location 41
Order 1	number of articles 9
0	Aisle 1	Location 9
1	Aisle 0	Location 33
2	Aisle 1	Location 13
3	Aisle 0	Location 34
4	Aisle 16	Location 3
5	Aisle 0	Location 5
6	Aisle 11	Location 8
7	Aisle 6	Location 44
8	Aisle 1	Location 4
Order 2	number of articles 19
0	Aisle 1	Location 15
1	Aisle 1	Location 10
2	Aisle 10	Location 25
3	Aisle 1	Location 16
4	Aisle 1	Location 11
5	Aisle 1	Location 17
6	Aisle 0	Location 40
7	Aisle 0	Location 13
8	Aisle 19	Location 26
9	Aisle 0	Location 31
10	Aisle 13	Location 9
11	Aisle 10	Location 0
12	Aisle 12	Location 41
13	Aisle 14	Location 2
14	Aisle 15	Location 34
15	Aisle 19	Location 15
16	Aisle 0	Location 44
17	Aisle 0	Location 23
18	Aisle 13	Location 10
Order 3	number of articles 22
0	Aisle 0	Location 3
1	Aisle 0	Location 30
2	Aisle 16	Location 29
3	Aisle 1	Location 30
4	Aisle 12	Location 5
5	Aisle 18	Location 21
6	Aisle 10	Location 39
7	Aisle 0	Location 39
8	Aisle 10	Location 20
9	Aisle 1	Location 19
10	Aisle 1	Location 36
11	Aisle 10	Location 35
12	Aisle 16	Location 15
13	Aisle 1	Location 32
14	Aisle 17	Location 44
15	Aisle 1	Location 35
16	Aisle 0	Location 21
17	Aisle 17	Location 4
18	Aisle 14	Location 21
19	Aisle 1	Location 9
20	Aisle 0	Location 15
21	Aisle 1	Location 21
Order 4	number of articles 6
0	Aisle 12	Location 41
1	Aisle 0	Location 12
2	Aisle 13	Location 16
3	Aisle 9	Location 13
4	Aisle 0	Location 4
5	Aisle 6	Location 28
Order 5	number of articles 11
0	Aisle 0	Location 23
1	Aisle 9	Location 43
2	Aisle 0	Location 43
3	Aisle 1	Location 38
4	Aisle 17	Location 42
5	Aisle 6	Location 3
6	Aisle 1	Location 9
7	Aisle 18	Location 25
8	Aisle 0	Location 24
9	Aisle 0	Location 18
10	Aisle 11	Location 6
Order 6	number of articles 22
0	Aisle 0	Location 27
1	Aisle 19	Location 5
2	Aisle 0	Location 23
3	Aisle 1	Location 24
4	Aisle 8	Location 39
5	Aisle 0	Location 28
6	Aisle 0	Location 42
7	Aisle 0	Location 18
8	Aisle 9	Location 18
9	Aisle 0	Location 2
10	Aisle 11	Location 41
11	Aisle 15	Location 35
12	Aisle 18	Location 10
13	Aisle 0	Location 21
14	Aisle 1	Location 31
15	Aisle 0	Location 19
16	Aisle 1	Location 43
17	Aisle 15	Location 9
18	Aisle 0	Location 39
19	Aisle 0	Location 43
20	Aisle 11	Location 29
21	Aisle 14	Location 19
Order 7	number of articles 12
0	Aisle 0	Location 32
1	Aisle 8	Location 1
2	Aisle 0	Location 43
3	Aisle 14	Location 7
4	Aisle 0	Location 41
5	Aisle 12	Location 40
6	Aisle 0	Location 33
7	Aisle 15	Location 7
8	Aisle 0	Location 37
9	Aisle 18	Location 24
10	Aisle 17	Location 29
11	Aisle 0	Location 36
Order 8	number of articles 19
0	Aisle 1	Location 41
1	Aisle 1	Location 37
2	Aisle 0	Location 31
3	Aisle 1	Location 38
4	Aisle 18	Location 2
5	Aisle 14	Location 16
6	Aisle 12	Location 12
