Order 0	number of articles 13
0	Aisle 13	Location 41
1	Aisle 16	Location 11
2	Aisle 8	Location 37
3	Aisle 16	Location 30
4	Aisle 19	Location 22
5	Aisle 7	Location 17
6	Aisle 1	Location 0
7	Aisle 2	Location 0
8	Aisle 1	Location 40
9	Aisle 6	Location 14
10	Aisle 15	Location 13
11	Aisle 11	Location 32
12	Aisle 10	Location 44
Order 1	number of articles 10
0	Aisle 11	Location 20
1	Aisle 0	Location 12
2	Aisle 16	Location 27
3	Aisle 15	Location 40
4	Aisle 1	Location 17
5	Aisle 8	Location 35
6	Aisle 1	Location 12
7	Aisle 17	Location 3
8	Aisle 7	Location 17
9	Aisle 12	Location 39
Order 2	number of articles 22
0	Aisle 16	Location 5
1	Aisle 8	Location 38
2	Aisle 4	Location 35
3	Aisle 16	Location 12
4	Aisle 9	Location 2
5	Aisle 18	Location 23
6	Aisle 13	Location 34
7	Aisle 14	Location 19
8	Aisle 13	Location 28
9	Aisle 12	Location 39
10	Aisle 11	Location 14
11	Aisle 6	Location 18
12	Aisle 1	Location 22
13	Aisle 11	Location 42
14	Aisle 19	Location 5
15	Aisle 12	Location 3
16	Aisle 9	Location 34
17	Aisle 17	Location 3
18	Aisle 2	Location 27
19	Aisle 8	Location 20
20	Aisle 17	Location 29
21	Aisle 17	Location 7
Order 3	number of articles 19
0	Aisle 14	Location 8
1	Aisle 6	Location 41
2	Aisle 15	Location 44
3	Aisle 18	Location 25
4	Aisle 4	Location 2
5	Aisle 10	Location 17
6	Aisle 8	Location 13
7	Aisle 11	Location 28
8	Aisle 18	Location 0
9	Aisle 6	Location 17
10	Aisle 14	Location 24
11	Aisle 0	Location 21
12	Aisle 4	Location 39
13	Aisle 3	Location 15
14	Aisle 10	Location 10
15	Aisle 8	Location 10
16	Aisle 11	Location 13
17	Aisle 5	Location 14
18	Aisle 19	Location 8
Order 4	number of articles 11
0	Aisle 19	Location 33
1	Aisle 14	Location 24
2	Aisle 2	Location 42
3	Aisle 2	Location 1
4	Aisle 16	Location 44
5	Aisle 14	Location 41
6	Aisle 1	Location 26
7	Aisle 10	Location 10
8	Aisle 8	Location 22
9	Aisle 8	Location 39
10	Aisle 17	Location 6
Order 5	number of articles 9
0	Aisle 3	Location 4
1	Aisle 2	Location 5
2	Aisle 1	Location 14
3	Aisle 2	Location 3
4	Aisle 11	Location 44
5	Aisle 10	Location 20
6	Aisle 4	Location 43
7	Aisle 4	Location 8
8	Aisle 16	Location 8
Order 6	number of articles 7
0	Aisle 9	Location 1
1	Aisle 7	Location 1
2	Aisle 16	Location 27
3	Aisle 16	Location 37
4	Aisle 19	Location 9
5	Aisle 13	Location 40
6	Aisle 7	Location 28
Order 7	number of articles 21
0	Aisle 4	Location 39
1	Aisle 5	Location 32
2	Aisle 17	Location 34
