Order 0	number of articles 7
0	Aisle 9	Location 16
1	Aisle 17	Location 21
2	Aisle 5	Location 44
3	Aisle 14	Location 35
4	Aisle 17	Location 20
5	Aisle 1	Location 17
6	Aisle 9	Location 4
Order 1	number of articles 15
0	Aisle 18	Location 29
1	Aisle 12	Location 29
2	Aisle 13	Location 29
3	Aisle 4	Location 36
4	Aisle 15	Location 26
5	Aisle 9	Location 41
6	Aisle 2	Location 31
7	Aisle 3	Location 4
8	Aisle 9	Location 18
9	Aisle 6	Location 18
10	Aisle 1	Location 9
11	Aisle 15	Location 42
12	Aisle 13	Location 30
13	Aisle 5	Location 24
14	Aisle 5	Location 17
Order 2	number of articles 8
0	Aisle 16	Location 35
1	Aisle 2	Location 38
2	Aisle 5	Location 26
3	Aisle 0	Location 22
4	Aisle 18	Location 29
5	Aisle 3	Location 41
6	Aisle 1	Location 43
7	Aisle 1	Location 1
Order 3	number of articles 24
0	Aisle 8	Location 17
1	Aisle 3	Location 5
2	Aisle 12	Location 35
3	Aisle 10	Location 10
4	Aisle 15	Location 33
5	Aisle 12	Location 23
6	Aisle 11	Location 35
7	Aisle 19	Location 2
8	Aisle 10	Location 43
9	Aisle 4	Location 15
10	Aisle 18	Location 13
11	Aisle 3	Location 29
12	Aisle 10	Location 37
13	Aisle 19	Location 19
14	Aisle 2	Location 16
15	Aisle 11	Location 13
16	Aisle 8	Location 36
17	Aisle 1	Location 8
18	Aisle 6	Location 32
19	Aisle 14	Location 3
20	Aisle 4	Location 26
21	Aisle 5	Location 24
22	Aisle 14	Location 32
23	Aisle 3	Location 9
Order 4	number of articles 12
0	Aisle 17	Location 4
1	Aisle 15	Location 35
2	Aisle 11	Location 8
3	Aisle 2	Location 12
4	Aisle 19	Location 16
5	Aisle 4	Location 44
6	Aisle 8	Location 0
7	Aisle 2	Location 4
8	Aisle 13	Location 40
9	Aisle 19	Location 33
10	Aisle 13	Location 41
11	Aisle 13	Location 42
Order 5	number of articles 10
0	Aisle 6	Location 13
1	Aisle 14	Location 23
2	Aisle 3	Location 43
3	Aisle 6	Location 35
4	Aisle 5	Location 21
5	Aisle 7	Location 16
6	Aisle 16	Location 15
7	Aisle 4	Location 27
8	Aisle 16	Location 21
9	Aisle 8	Location 29
Order 6	number of articles 14
0	Aisle 18	Location 41
1	Aisle 13	Location 29
2	Aisle 10	Location 34
3	Aisle 11	Location 4
4	Aisle 19	Location 38
5	Aisle 17	Location 17
6	Aisle 3	Location 22
7	Aisle 2	Location 18
8	Aisle 15	Location 29
9	Aisle 10	Location 16
10	Aisle 1	Location 5
11	Aisle 12	Location 41
12	Aisle 12	Location 11
13	Aisle 3	Location 0
Order 7	number of articles 19
0	Aisle 14	Location 40
1	Aisle 4	Location 32
2	Aisle 18	Location 12
3	Aisle 10	Location 2
4	Aisle 1	Location 5
5	Aisle 6	Location 9
6	Aisle 12	Location 41
7	Aisle 2	Location 24
8	Aisle 6	Location 2
9	Aisle 19	Location 13
10	Aisle 1	Location 40
11	Aisle 11	Location 10
12	Aisle 10	Location 10
13	Aisle 5	Location 34
14	Aisle 14	Location 25
15	Aisle 17	Location 43
16	Aisle 8	Location 32
17	Aisle 19	Location 19
18	Aisle 18	Location 1
Order 8	number of articles 8
0	Aisle 18	Location 20
1	Aisle 11	Location 21
2	Aisle 17	Location 6
3	Aisle 2	Location 22
4	Aisle 16	Location 30
5	Aisle 7	Location 31
6	Aisle 17	Location 31
7	Aisle 13	Location 25
Order 9	number of articles 18
0	Aisle 6	Location 14
1	Aisle 16	Location 26
2	Aisle 6	Location 5
3	Aisle 1	Location 42
4	Aisle 19	Location 31
5	Aisle 2	Location 16
6	Aisle 9	Location 9
7	Aisle 8	Location 23
8	Aisle 18	Location 32
9	Aisle 13	Location 4
10	Aisle 5	Location 27
11	Aisle 16	Location 44
12	Aisle 3	Location 23
13	Aisle 4	Location 31
14	Aisle 15	Location 10
15	Aisle 14	Location 7
16	Aisle 11	Location 11
17	Aisle 14	Location 21
Order 10	number of articles 9
0	Aisle 18	Location 19
1	Aisle 2	Location 14
2	Aisle 5	Location 35
3	Aisle 10	Location 17
4	Aisle 2	Location 2
5	Aisle 13	Location 26
6	Aisle 16	Location 31
7	Aisle 11	Location 37
8	Aisle 18	Location 12
Order 11	number of articles 6
0	Aisle 1	Location 9
1	Aisle 1	Location 41
2	Aisle 7	Location 37
3	Aisle 12	Location 0
4	Aisle 16	Location 44
5	Aisle 16	Location 18
Order 12	number of articles 9
0	Aisle 17	Location 26
1	Aisle 13	Location 7
2	Aisle 16	Location 32
3	Aisle 18	Location 28
4	Aisle 4	Location 43
5	Aisle 9	Location 16
6	Aisle 14	Location 36
7	Aisle 2	Location 19
8	Aisle 9	Location 10
Order 13	number of articles 18
0	Aisle 19	Location 24
1	Aisle 16	Location 7
2	Aisle 11	Location 19
3	Aisle 1	Location 40
4	Aisle 18	Location 14
5	Aisle 16	Location 31
6	Aisle 14	Location 44
7	Aisle 17	Location 4
8	Aisle 4	Location 12
9	Aisle 7	Location 0
10	Aisle 5	Location 17
11	Aisle 17	Location 12
12	Aisle 19	Location 2
13	Aisle 13	Location 23
14	Aisle 7	Location 32
15	Aisle 13	Location 5
16	Aisle 7	Location 30
17	Aisle 17	Location 31
Order 14	number of articles 18
0	Aisle 7	Location 29
1	Aisle 9	Location 26
2	Aisle 7	Location 39
3	Aisle 16	Location 37
4	Aisle 16	Location 21
5	Aisle 11	Location 36
6	Aisle 11	Location 20
7	Aisle 1	Location 19
8	Aisle 15	Location 22
9	Aisle 4	Location 2
10	Aisle 2	Location 31
11	Aisle 2	Location 34
12	Aisle 11	Location 12
13	Aisle 6	Location 44
14	Aisle 2	Location 25
15	Aisle 10	Location 21
16	Aisle 14	Location 40
