Order 0	number of articles 12
0	Aisle 11	Location 1
1	Aisle 16	Location 20
2	Aisle 3	Location 22
3	Aisle 1	Location 31
4	Aisle 10	Location 37
5	Aisle 19	Location 20
6	Aisle 16	Location 18
7	Aisle 7	Location 35
8	Aisle 2	Location 44
9	Aisle 8	Location 24
10	Aisle 5	Location 19
11	Aisle 1	Location 0
Order 1	number of articles 18
0	Aisle 7	Location 29
1	Aisle 1	Location 26
2	Aisle 8	Location 27
3	Aisle 8	Location 2
4	Aisle 11	Location 25
5	Aisle 6	Location 3
6	Aisle 18	Location 28
7	Aisle 16	Location 7
8	Aisle 17	Location 18
9	Aisle 11	Location 32
10	Aisle 9	Location 34
11	Aisle 5	Location 19
12	Aisle 5	Location 27
13	Aisle 17	Location 26
14	Aisle 16	Location 3
15	Aisle 19	Location 19
16	Aisle 3	Location 23
17	Aisle 0	Location 12
Order 2	number of articles 11
0	Aisle 14	Location 31
1	Aisle 9	Location 24
2	Aisle 7	Location 31
3	Aisle 13	Location 40
4	Aisle 9	Location 29
5	Aisle 4	Location 34
6	Aisle 13	Location 6
7	Aisle 0	Location 25
8	Aisle 19	Location 4
9	Aisle 14	Location 11
10	Aisle 16	Location 35
Order 3	number of articles 24
0	Aisle 7	Location 30
1	Aisle 14	Location 24
2	Aisle 10	Location 17
3	Aisle 0	Location 0
4	Aisle 2	Location 39
5	Aisle 6	Location 39
6	Aisle 10	Location 11
7	Aisle 7	Location 22
8	Aisle 2	Location 20
9	Aisle 16	Location 1
10	Aisle 8	Location 20
11	Aisle 16	Location 18
12	Aisle 7	Location 14
13	Aisle 10	Location 37
14	Aisle 6	Location 24
15	Aisle 5	Location 27
16	Aisle 6	Location 38
17	Aisle 16	Location 9
18	Aisle 10	Location 42
19	Aisle 15	Location 26
20	Aisle 19	Location 10
21	Aisle 2	Location 17
22	Aisle 6	Location 8
23	Aisle 17	Location 11
Order 4	number of articles 22
0	Aisle 9	Location 23
1	Aisle 16	Location 20
2	Aisle 10	Location 16
3	Aisle 10	Location 9
4	Aisle 18	Location 9
5	Aisle 16	Location 26
6	Aisle 8	Location 15
7	Aisle 1	Location 33
8	Aisle 3	Location 23
9	Aisle 10	Location 20
10	Aisle 8	Location 6
11	Aisle 17	Location 5
12	Aisle 7	Location 6
13	Aisle 9	Location 38
14	Aisle 15	Location 38
15	Aisle 11	Location 27
16	Aisle 6	Location 16
17	Aisle 14	Location 39
18	Aisle 16	Location 27
19	Aisle 14	Location 13
20	Aisle 17	Location 22
21	Aisle 15	Location 3
Order 5	number of articles 15
0	Aisle 9	Location 37
1	Aisle 2	Location 28
2	Aisle 16	Location 8
3	Aisle 3	Location 44
4	Aisle 8	Location 22
5	Aisle 11	Location 24
6	Aisle 3	Location 20
7	Aisle 2	Location 3
8	Aisle 12	Location 24
9	Aisle 6	Location 18
10	Aisle 13	Location 10
11	Aisle 14	Location 26
12	Aisle 13	Location 17
13	Aisle 14	Location 29
14	Aisle 5	Location 39
Order 6	number of articles 21
0	Aisle 15	Location 42
1	Aisle 15	Location 43
2	Aisle 15	Location 35
3	Aisle 18	Location 42
4	Aisle 5	Location 33
5	Aisle 14	Location 30
6	Aisle 7	Location 33
7	Aisle 1	Location 10
8	Aisle 12	Location 35
9	Aisle 0	Location 9
10	Aisle 2	Location 22
11	Aisle 9	Location 17
12	Aisle 14	Location 12
13	Aisle 6	Location 23
14	Aisle 2	Location 5
15	Aisle 19	Location 14
16	Aisle 5	Location 28
17	Aisle 2	Location 23
18	Aisle 1	Location 36
19	Aisle 4	Location 37
20	Aisle 19	Location 30
Order 7	number of articles 8
0	Aisle 1	Location 26
1	Aisle 11	Location 0
2	Aisle 13	Location 1
3	Aisle 9	Location 23
4	Aisle 13	Location 3
5	Aisle 18	Location 28
6	Aisle 4	Location 8
7	Aisle 6	Location 43
Order 8	number of articles 9
0	Aisle 11	Location 13
1	Aisle 8	Location 29
2	Aisle 9	Location 41
3	Aisle 16	Location 21
4	Aisle 0	Location 31
5	Aisle 0	Location 4
6	Aisle 19	Location 3
7	Aisle 14	Location 5
8	Aisle 10	Location 36
Order 9	number of articles 7
0	Aisle 18	Location 29
1	Aisle 10	Location 35
2	Aisle 12	Location 4
3	Aisle 19	Location 44
4	Aisle 7	Location 22
5	Aisle 8	Location 32
6	Aisle 5	Location 38
Order 10	number of articles 15
0	Aisle 7	Location 21
1	Aisle 8	Location 33
2	Aisle 14	Location 29
3	Aisle 6	Location 11
4	Aisle 13	Location 18
5	Aisle 17	Location 17
6	Aisle 8	Location 1
7	Aisle 9	Location 33
8	Aisle 16	Location 16
