Order 0	number of articles 6
0	Aisle 0	Location 24
1	Aisle 2	Location 0
2	Aisle 6	Location 36
3	Aisle 1	Location 13
4	Aisle 3	Location 21
5	Aisle 12	Location 37
Order 1	number of articles 24
0	Aisle 4	Location 10
1	Aisle 3	Location 18
2	Aisle 11	Location 1
3	Aisle 3	Location 39
4	Aisle 17	Location 36
5	Aisle 4	Location 11
6	Aisle 9	Location 25
7	Aisle 14	Location 18
8	Aisle 4	Location 24
9	Aisle 12	Location 18
10	Aisle 6	Location 9
11	Aisle 12	Location 23
12	Aisle 17	Location 8
13	Aisle 9	Location 35
14	Aisle 2	Location 33
15	Aisle 5	Location 29
16	Aisle 16	Location 39
17	Aisle 9	Location 21
18	Aisle 3	Location 5
19	Aisle 16	Location 35
20	Aisle 18	Location 25
21	Aisle 9	Location 16
22	Aisle 0	Location 44
23	Aisle 13	Location 14
Order 2	number of articles 14
0	Aisle 4	Location 8
1	Aisle 6	Location 13
2	Aisle 11	Location 11
3	Aisle 1	Location 21
4	Aisle 2	Location 44
5	Aisle 17	Location 11
6	Aisle 5	Location 33
7	Aisle 15	Location 40
8	Aisle 0	Location 27
9	Aisle 0	Location 29
10	Aisle 6	Location 17
11	Aisle 11	Location 4
12	Aisle 14	Location 6
13	Aisle 15	Location 10
Order 3	number of articles 20
0	Aisle 8	Location 17
1	Aisle 7	Location 31
2	Aisle 16	Location 18
3	Aisle 2	Location 30
4	Aisle 4	Location 31
5	Aisle 5	Location 33
6	Aisle 1	Location 7
7	Aisle 6	Location 27
8	Aisle 12	Location 16
9	Aisle 16	Location 10
10	Aisle 9	Location 13
11	Aisle 15	Location 19
12	Aisle 17	Location 7
13	Aisle 12	Location 35
14	Aisle 18	Location 29
15	Aisle 4	Location 26
16	Aisle 14	Location 36
17	Aisle 2	Location 27
18	Aisle 15	Location 20
19	Aisle 19	Location 18
Order 4	number of articles 21
0	Aisle 7	Location 2
1	Aisle 1	Location 7
2	Aisle 11	Location 15
3	Aisle 11	Location 20
4	Aisle 15	Location 16
5	Aisle 5	Location 26
6	Aisle 12	Location 36
7	Aisle 13	Location 40
8	Aisle 16	Location 11
9	Aisle 12	Location 39
10	Aisle 2	Location 21
11	Aisle 14	Location 40
12	Aisle 4	Location 2
13	Aisle 13	Location 41
14	Aisle 5	Location 2
15	Aisle 12	Location 26
16	Aisle 1	Location 26
17	Aisle 11	Location 2
18	Aisle 11	Location 1
19	Aisle 10	Location 41
20	Aisle 9	Location 44
Order 5	number of articles 12
0	Aisle 8	Location 44
1	Aisle 8	Location 6
2	Aisle 11	Location 0
3	Aisle 1	Location 5
4	Aisle 10	Location 20
5	Aisle 0	Location 25
6	Aisle 6	Location 21
7	Aisle 7	Location 2
8	Aisle 18	Location 18
9	Aisle 18	Location 1
10	Aisle 3	Location 5
11	Aisle 13	Location 10
Order 6	number of articles 15
0	Aisle 2	Location 40
1	Aisle 7	Location 4
2	Aisle 6	Location 22
3	Aisle 0	Location 8
4	Aisle 7	Location 32
5	Aisle 10	Location 6
6	Aisle 18	Location 29
7	Aisle 18	Location 24
8	Aisle 12	Location 29
9	Aisle 16	Location 3
10	Aisle 8	Location 7
11	Aisle 14	Location 16
12	Aisle 13	Location 41
13	Aisle 5	Location 29
14	Aisle 1	Location 25
Order 7	number of articles 6
0	Aisle 8	Location 44
1	Aisle 3	Location 26
2	Aisle 7	Location 21
3	Aisle 2	Location 3
4	Aisle 18	Location 13
5	Aisle 19	Location 1
Order 8	number of articles 13
0	Aisle 10	Location 9
1	Aisle 7	Location 27
2	Aisle 5	Location 40
3	Aisle 5	Location 27
4	Aisle 16	Location 0
5	Aisle 17	Location 27
6	Aisle 7	Location 24
7	Aisle 16	Location 43
8	Aisle 17	Location 15
9	Aisle 13	Location 38
10	Aisle 19	Location 4
11	Aisle 0	Location 4
12	Aisle 18	Location 13
Order 9	number of articles 9
0	Aisle 7	Location 3
1	Aisle 18	Location 28
2	Aisle 0	Location 28
3	Aisle 19	Location 2
4	Aisle 4	Location 10
5	Aisle 1	Location 44
6	Aisle 5	Location 19
7	Aisle 8	Location 19
8	Aisle 10	Location 5
Order 10	number of articles 23
0	Aisle 15	Location 34
1	Aisle 1	Location 2
2	Aisle 4	Location 8
3	Aisle 0	Location 29
4	Aisle 1	Location 1
5	Aisle 1	Location 36
6	Aisle 4	Location 40
7	Aisle 6	Location 19
8	Aisle 12	Location 34
9	Aisle 16	Location 39
10	Aisle 15	Location 7
11	Aisle 17	Location 44
12	Aisle 16	Location 3
13	Aisle 16	Location 13
14	Aisle 17	Location 41
15	Aisle 4	Location 33
16	Aisle 11	Location 26
17	Aisle 10	Location 25
18	Aisle 12	Location 2
19	Aisle 13	Location 9
20	Aisle 11	Location 31
21	Aisle 3	Location 17
22	Aisle 13	Location 39
Order 11	number of articles 8
0	Aisle 1	Location 17
1	Aisle 4	Location 13
2	Aisle 16	Location 31
3	Aisle 13	Location 30
4	Aisle 1	Location 42
5	Aisle 2	Location 44
6	Aisle 9	Location 18
7	Aisle 0	Location 25
Order 12	number of articles 5
0	Aisle 3	Location 8
1	Aisle 9	Location 35
2	Aisle 1	Location 44
3	Aisle 15	Location 28
4	Aisle 15	Location 8
Order 13	number of articles 14
0	Aisle 3	Location 42
1	Aisle 11	Location 30
2	Aisle 14	Location 34
3	Aisle 13	Location 39
4	Aisle 17	Location 42
5	Aisle 6	Location 4
6	Aisle 17	Location 36
7	Aisle 9	Location 16
8	Aisle 11	Location 3
9	Aisle 12	Location 41
10	Aisle 16	Location 33
11	Aisle 3	Location 44
12	Aisle 7	Location 27
13	Aisle 14	Location 15
Order 14	number of articles 8
0	Aisle 14	Location 16
1	Aisle 9	Location 2
2	Aisle 12	Location 8
3	Aisle 1	Location 42
4	Aisle 19	Location 27
5	Aisle 15	Location 3
6	Aisle 4	Location 19
7	Aisle 12	Location 6
Order 15	number of articles 13
0	Aisle 4	Location 43
1	Aisle 14	Location 36
2	Aisle 13	Location 6
3	Aisle 14	Location 9
4	Aisle 10	Location 21
5	Aisle 16	Location 14
6	Aisle 2	Location 32
7	Aisle 13	Location 35
8	Aisle 1	Location 29
9	Aisle 2	Location 34
10	Aisle 13	Location 27
11	Aisle 11	Location 16
12	Aisle 6	Location 14
Order 16	number of articles 9
0	Aisle 4	Location 29
1	Aisle 13	Location 41
2	Aisle 11	Location 0
3	Aisle 7	Location 25
4	Aisle 9	Location 6
5	Aisle 10	Location 18
6	Aisle 2	Location 20
7	Aisle 9	Location 3
8	Aisle 12	Location 7
Order 17	number of articles 17
0	Aisle 15	Location 42
1	Aisle 8	Location 17
2	Aisle 16	Location 23
3	Aisle 8	Location 44
4	Aisle 17	Location 5
5	Aisle 4	Location 0
6	Aisle 8	Location 11
7	Aisle 6	Location 40
8	Aisle 9	Location 12
9	Aisle 14	Location 10
10	Aisle 7	Location 38
11	Aisle 3	Location 38
12	Aisle 16	Location 31
13	Aisle 6	Location 43
14	Aisle 10	Location 10
15	Aisle 3	Location 42
16	Aisle 15	Location 31
Order 18	number of articles 21
0	Aisle 3	Location 0
1	Aisle 15	Location 43
2	Aisle 2	Location 27
3	Aisle 19	Location 30
4	Aisle 7	Location 24
5	Aisle 18	Location 30
6	Aisle 14	Location 17
7	Aisle 19	Location 40
8	Aisle 4	Location 6
9	Aisle 15	Location 29
10	Aisle 16	Location 19
11	Aisle 0	Location 11
12	Aisle 4	Location 44
13	Aisle 8	Location 6
14	Aisle 1	Location 1
15	Aisle 13	Location 26
16	Aisle 2	Location 20
17	Aisle 4	Location 28
18	Aisle 5	Location 23
19	Aisle 15	Location 22
20	Aisle 8	Location 23
Order 19	number of articles 24
0	Aisle 4	Location 17
1	Aisle 11	Location 10
2	Aisle 4	Location 0
3	Aisle 4	Location 32
4	Aisle 12	Location 14
5	Aisle 14	Location 40
6	Aisle 0	Location 41
7	Aisle 0	Location 1
8	Aisle 8	Location 18
9	Aisle 17	Location 21
10	Aisle 15	Location 34
11	Aisle 3	Location 19
12	Aisle 9	Location 44
13	Aisle 3	Location 1
14	Aisle 4	Location 40
15	Aisle 8	Location 9
16	Aisle 10	Location 37
17	Aisle 10	Location 2
18	Aisle 14	Location 1
19	Aisle 17	Location 20
20	Aisle 0	Location 24
21	Aisle 9	Location 15
22	Aisle 4	Location 36
23	Aisle 11	Location 8
Order 20	number of articles 21
0	Aisle 11	Location 10
1	Aisle 5	Location 2
2	Aisle 2	Location 26
3	Aisle 7	Location 19
4	Aisle 10	Location 27
5	Aisle 8	Location 2
6	Aisle 2	Location 36
7	Aisle 1	Location 27
8	Aisle 5	Location 12
9	Aisle 12	Location 40
10	Aisle 7	Location 17
11	Aisle 14	Location 26
12	Aisle 2	Location 39
13	Aisle 14	Location 31
14	Aisle 18	Location 33
15	Aisle 10	Location 7
16	Aisle 4	Location 40
17	Aisle 13	Location 40
18	Aisle 8	Location 7
19	Aisle 13	Location 13
20	Aisle 10	Location 39
Order 21	number of articles 22
0	Aisle 2	Location 31
1	Aisle 11	Location 29
2	Aisle 11	Location 2
3	Aisle 3	Location 2
4	Aisle 4	Location 9
5	Aisle 16	Location 6
6	Aisle 0	Location 31
7	Aisle 12	Location 0
8	Aisle 16	Location 1
9	Aisle 8	Location 19
10	Aisle 18	Location 35
11	Aisle 0	Location 37
12	Aisle 19	Location 39
13	Aisle 0	Location 11
14	Aisle 11	Location 36
15	Aisle 12	Location 21
16	Aisle 12	Location 40
17	Aisle 14	Location 22
18	Aisle 6	Location 33
19	Aisle 17	Location 19
20	Aisle 10	Location 25
21	Aisle 6	Location 3
Order 22	number of articles 14
0	Aisle 8	Location 32
1	Aisle 4	Location 12
2	Aisle 19	Location 22
3	Aisle 18	Location 1
4	Aisle 8	Location 4
5	Aisle 10	Location 42
6	Aisle 18	Location 41
7	Aisle 14	Location 0
8	Aisle 18	Location 16
9	Aisle 6	Location 42
10	Aisle 1	Location 32
11	Aisle 3	Location 43
12	Aisle 8	Location 6
13	Aisle 17	Location 35
Order 23	number of articles 7
0	Aisle 7	Location 44
1	Aisle 11	Location 22
2	Aisle 14	Location 15
3	Aisle 16	Location 39
4	Aisle 3	Location 36
5	Aisle 15	Location 31
6	Aisle 17	Location 22
Order 24	number of articles 16
0	Aisle 9	Location 0
1	Aisle 13	Location 17
2	Aisle 1	Location 14
3	Aisle 7	Location 39
4	Aisle 17	Location 41
5	Aisle 1	Location 11
6	Aisle 0	Location 3
7	Aisle 0	Location 10
8	Aisle 9	Location 37
9	Aisle 16	Location 11
10	Aisle 19	Location 15
11	Aisle 2	Location 31
12	Aisle 3	Location 12
13	Aisle 14	Location 29
14	Aisle 4	Location 17
15	Aisle 7	Location 13
Order 25	number of articles 23
0	Aisle 14	Location 22
1	Aisle 10	Location 23
2	Aisle 2	Location 17
3	Aisle 16	Location 3
4	Aisle 9	Location 15
5	Aisle 9	Location 24
6	Aisle 16	Location 14
7	Aisle 0	Location 16
8	Aisle 12	Location 44
9	Aisle 0	Location 42
10	Aisle 8	Location 27
11	Aisle 19	Location 40
12	Aisle 3	Location 44
13	Aisle 3	Location 13
14	Aisle 2	Location 38
15	Aisle 16	Location 24
16	Aisle 0	Location 36
17	Aisle 6	Location 11
18	Aisle 5	Location 19
19	Aisle 18	Location 24
20	Aisle 0	Location 18
21	Aisle 4	Location 5
22	Aisle 10	Location 4
Order 26	number of articles 18
0	Aisle 13	Location 11
1	Aisle 13	Location 5
2	Aisle 12	Location 0
3	Aisle 3	Location 3
4	Aisle 0	Location 32
5	Aisle 14	Location 19
6	Aisle 9	Location 22
7	Aisle 18	Location 7
8	Aisle 7	Location 38
9	Aisle 9	Location 6
10	Aisle 5	Location 19
11	Aisle 17	Location 13
12	Aisle 3	Location 41
13	Aisle 13	Location 18
14	Aisle 16	Location 26
15	Aisle 3	Location 11
16	Aisle 6	Location 9
17	Aisle 10	Location 44
Order 27	number of articles 12
0	Aisle 16	Location 21
1	Aisle 5	Location 0
2	Aisle 3	Location 2
3	Aisle 4	Location 1
4	Aisle 2	Location 27
5	Aisle 1	Location 31
6	Aisle 18	Location 33
7	Aisle 12	Location 31
8	Aisle 0	Location 37
9	Aisle 10	Location 42
10	Aisle 11	Location 9
11	Aisle 1	Location 2
Order 28	number of articles 12
0	Aisle 11	Location 44
1	Aisle 5	Location 19
2	Aisle 18	Location 2
3	Aisle 10	Location 38
4	Aisle 14	Location 22
5	Aisle 14	Location 17
6	Aisle 7	Location 9
7	Aisle 7	Location 16
8	Aisle 2	Location 13
9	Aisle 0	Location 19
10	Aisle 3	Location 14
11	Aisle 8	Location 16
Order 29	number of articles 15
0	Aisle 5	Location 11
1	Aisle 2	Location 33
2	Aisle 5	Location 15
3	Aisle 11	Location 2
4	Aisle 16	Location 27
5	Aisle 17	Location 6
6	Aisle 2	Location 31
7	Aisle 16	Location 17
8	Aisle 9	Location 17
9	Aisle 6	Location 21
10	Aisle 13	Location 39
11	Aisle 14	Location 29
12	Aisle 0	Location 0
13	Aisle 8	Location 37
14	Aisle 6	Location 16
