Order 0	number of articles 19
0	Aisle 0	Location 8
1	Aisle 12	Location 18
2	Aisle 7	Location 38
3	Aisle 0	Location 11
4	Aisle 9	Location 26
5	Aisle 1	Location 19
6	Aisle 0	Location 14
7	Aisle 14	Location 17
8	Aisle 1	Location 30
9	Aisle 0	Location 22
10	Aisle 11	Location 20
11	Aisle 0	Location 27
12	Aisle 13	Location 37
13	Aisle 0	Location 40
14	Aisle 17	Location 2
15	Aisle 0	Location 44
16	Aisle 1	Location 25
17	Aisle 0	Location 32
18	Aisle 11	Location 24
Order 1	number of articles 9
0	Aisle 0	Location 13
1	Aisle 1	Location 19
2	Aisle 13	Location 13
3	Aisle 10	Location 27
4	Aisle 1	Location 6
5	Aisle 1	Location 15
6	Aisle 17	Location 34
7	Aisle 11	Location 3
8	Aisle 13	Location 20
Order 2	number of articles 15
0	Aisle 15	Location 43
1	Aisle 0	Location 38
2	Aisle 0	Location 21
3	Aisle 8	Location 19
4	Aisle 0	Location 18
5	Aisle 0	Location 4
6	Aisle 10	Location 1
7	Aisle 1	Location 39
8	Aisle 18	Location 30
9	Aisle 1	Location 17
10	Aisle 18	Location 19
11	Aisle 1	Location 19
12	Aisle 15	Location 20
13	Aisle 0	Location 24
14	Aisle 15	Location 21
Order 3	number of articles 10
0	Aisle 16	Location 10
1	Aisle 1	Location 4
2	Aisle 0	Location 42
3	Aisle 1	Location 18
4	Aisle 1	Location 8
5	Aisle 1	Location 24
6	Aisle 0	Location 25
7	Aisle 1	Location 6
8	Aisle 12	Location 35
9	Aisle 0	Location 23
Order 4	number of articles 15
0	Aisle 0	Location 24
1	Aisle 16	Location 32
2	Aisle 0	Location 44
3	Aisle 12	Location 28
4	Aisle 1	Location 21
5	Aisle 15	Location 40
6	Aisle 1	Location 7
7	Aisle 1	Location 35
8	Aisle 0	Location 6
9	Aisle 14	Location 5
10	Aisle 1	Location 6
11	Aisle 0	Location 33
12	Aisle 0	Location 25
13	Aisle 1	Location 40
14	Aisle 0	Location 21
Order 5	number of articles 19
0	Aisle 1	Location 15
1	Aisle 0	Location 9
2	Aisle 7	Location 24
3	Aisle 10	Location 12
4	Aisle 9	Location 14
5	Aisle 13	Location 0
6	Aisle 14	Location 17
7	Aisle 0	Location 3
8	Aisle 0	Location 22
9	Aisle 9	Location 17
10	Aisle 1	Location 12
11	Aisle 12	Location 37
12	Aisle 14	Location 20
13	Aisle 0	Location 29
