Order 0	number of articles 6
0	Aisle 0	Location 28
1	Aisle 17	Location 17
2	Aisle 1	Location 25
3	Aisle 9	Location 39
4	Aisle 0	Location 41
5	Aisle 13	Location 3
Order 1	number of articles 22
0	Aisle 17	Location 19
1	Aisle 0	Location 23
2	Aisle 8	Location 34
3	Aisle 0	Location 30
4	Aisle 1	Location 23
5	Aisle 1	Location 39
6	Aisle 0	Location 15
7	Aisle 19	Location 6
8	Aisle 12	Location 5
9	Aisle 0	Location 35
10	Aisle 1	Location 29
11	Aisle 1	Location 4
12	Aisle 1	Location 13
13	Aisle 15	Location 4
14	Aisle 1	Location 14
15	Aisle 19	Location 39
16	Aisle 14	Location 11
17	Aisle 1	Location 32
18	Aisle 18	Location 11
19	Aisle 13	Location 27
20	Aisle 1	Location 3
21	Aisle 12	Location 24
Order 2	number of articles 5
0	Aisle 0	Location 34
1	Aisle 14	Location 20
2	Aisle 0	Location 1
3	Aisle 0	Location 41
4	Aisle 9	Location 5
Order 3	number of articles 23
0	Aisle 0	Location 37
1	Aisle 1	Location 22
2	Aisle 1	Location 17
3	Aisle 14	Location 17
4	Aisle 1	Location 21
5	Aisle 6	Location 42
6	Aisle 17	Location 31
7	Aisle 8	Location 14
8	Aisle 0	Location 31
9	Aisle 1	Location 43
10	Aisle 0	Location 24
11	Aisle 14	Location 43
12	Aisle 0	Location 27
13	Aisle 17	Location 23
14	Aisle 0	Location 39
15	Aisle 16	Location 32
16	Aisle 0	Location 43
17	Aisle 0	Location 42
18	Aisle 14	Location 6
19	Aisle 6	Location 43
20	Aisle 13	Location 34
21	Aisle 1	Location 3
22	Aisle 7	Location 27
Order 4	number of articles 6
0	Aisle 11	Location 34
1	Aisle 0	Location 43
2	Aisle 11	Location 36
3	Aisle 12	Location 25
4	Aisle 9	Location 44
5	Aisle 15	Location 41
Order 5	number of articles 7
0	Aisle 1	Location 24
1	Aisle 17	Location 3
2	Aisle 14	Location 37
3	Aisle 7	Location 19
4	Aisle 0	Location 29
5	Aisle 11	Location 12
6	Aisle 1	Location 17
Order 6	number of articles 8
0	Aisle 9	Location 2
1	Aisle 1	Location 16
2	Aisle 14	Location 27
3	Aisle 0	Location 23
4	Aisle 15	Location 35
5	Aisle 0	Location 2
6	Aisle 0	Location 4
7	Aisle 0	Location 6
Order 7	number of articles 6
0	Aisle 11	Location 42
1	Aisle 1	Location 24
2	Aisle 0	Location 28
3	Aisle 10	Location 22
4	Aisle 13	Location 44
5	Aisle 0	Location 44
Order 8	number of articles 20
0	Aisle 16	Location 29
1	Aisle 11	Location 36
2	Aisle 13	Location 39
3	Aisle 0	Location 30
4	Aisle 1	Location 21
5	Aisle 1	Location 39
6	Aisle 18	Location 39
7	Aisle 0	Location 38
8	Aisle 19	Location 15
9	Aisle 0	Location 14
10	Aisle 6	Location 41
11	Aisle 0	Location 26
12	Aisle 1	Location 11
13	Aisle 0	Location 23
14	Aisle 11	Location 15
15	Aisle 0	Location 16
16	Aisle 9	Location 17
17	Aisle 16	Location 40
18	Aisle 0	Location 40
19	Aisle 17	Location 11
Order 9	number of articles 19
0	Aisle 0	Location 17
1	Aisle 1	Location 27
2	Aisle 1	Location 29
3	Aisle 0	Location 6
4	Aisle 0	Location 41
5	Aisle 1	Location 10
6	Aisle 1	Location 1
7	Aisle 19	Location 15
8	Aisle 19	Location 36
9	Aisle 0	Location 36
10	Aisle 1	Location 20
11	Aisle 1	Location 26
12	Aisle 14	Location 24
13	Aisle 8	Location 1
14	Aisle 12	Location 23
15	Aisle 1	Location 14
16	Aisle 0	Location 16
17	Aisle 17	Location 17
18	Aisle 1	Location 36
Order 10	number of articles 8
0	Aisle 16	Location 4
1	Aisle 14	Location 37
2	Aisle 1	Location 28
3	Aisle 18	Location 43
4	Aisle 11	Location 42
5	Aisle 0	Location 2
6	Aisle 0	Location 30
7	Aisle 7	Location 9
Order 11	number of articles 19
0	Aisle 0	Location 33
1	Aisle 16	Location 15
2	Aisle 1	Location 3
3	Aisle 1	Location 35
4	Aisle 1	Location 43
5	Aisle 15	Location 7
6	Aisle 8	Location 26
7	Aisle 11	Location 30
8	Aisle 1	Location 5
9	Aisle 0	Location 2
10	Aisle 17	Location 5
11	Aisle 1	Location 16
12	Aisle 1	Location 28
13	Aisle 19	Location 7
14	Aisle 1	Location 13
15	Aisle 0	Location 31
16	Aisle 1	Location 10
17	Aisle 17	Location 16
18	Aisle 1	Location 27
Order 12	number of articles 22
0	Aisle 0	Location 2
1	Aisle 0	Location 24
2	Aisle 0	Location 0
3	Aisle 10	Location 2
4	Aisle 8	Location 30
5	Aisle 1	Location 27
6	Aisle 0	Location 7
7	Aisle 9	Location 34
8	Aisle 17	Location 19
9	Aisle 10	Location 5
10	Aisle 1	Location 10
11	Aisle 9	Location 27
12	Aisle 1	Location 20
13	Aisle 1	Location 31
14	Aisle 0	Location 21
15	Aisle 16	Location 42
16	Aisle 1	Location 37
17	Aisle 0	Location 10
18	Aisle 0	Location 1
19	Aisle 7	Location 41
20	Aisle 1	Location 3
21	Aisle 0	Location 6
Order 13	number of articles 16
0	Aisle 9	Location 39
1	Aisle 9	Location 36
2	Aisle 1	Location 26
3	Aisle 17	Location 9
4	Aisle 10	Location 9
5	Aisle 12	Location 22
6	Aisle 9	Location 29
7	Aisle 0	Location 33
8	Aisle 6	Location 34
9	Aisle 11	Location 28
10	Aisle 12	Location 20
11	Aisle 7	Location 36
12	Aisle 1	Location 6
13	Aisle 1	Location 29
14	Aisle 0	Location 11
15	Aisle 1	Location 17
Order 14	number of articles 6
0	Aisle 14	Location 8
1	Aisle 9	Location 7
2	Aisle 0	Location 44
3	Aisle 0	Location 39
4	Aisle 1	Location 44
5	Aisle 0	Location 3
Order 15	number of articles 9
0	Aisle 1	Location 0
1	Aisle 0	Location 6
2	Aisle 1	Location 20
3	Aisle 11	Location 23
4	Aisle 12	Location 16
5	Aisle 1	Location 31
6	Aisle 0	Location 34
7	Aisle 0	Location 17
8	Aisle 6	Location 26
Order 16	number of articles 14
0	Aisle 0	Location 14
1	Aisle 1	Location 39
2	Aisle 1	Location 15
3	Aisle 0	Location 5
4	Aisle 1	Location 2
5	Aisle 1	Location 4
6	Aisle 0	Location 43
7	Aisle 0	Location 30
8	Aisle 11	Location 11
9	Aisle 1	Location 3
10	Aisle 0	Location 44
