Order 0	number of articles 17
0	Aisle 1	Location 36
1	Aisle 12	Location 15
2	Aisle 18	Location 16
3	Aisle 1	Location 5
4	Aisle 18	Location 18
5	Aisle 1	Location 0
6	Aisle 0	Location 39
7	Aisle 8	Location 42
8	Aisle 0	Location 14
9	Aisle 0	Location 44
10	Aisle 17	Location 8
11	Aisle 1	Location 6
12	Aisle 1	Location 39
13	Aisle 10	Location 27
14	Aisle 0	Location 10
15	Aisle 1	Location 4
16	Aisle 1	Location 9
Order 1	number of articles 18
0	Aisle 0	Location 32
1	Aisle 12	Location 13
2	Aisle 0	Location 8
3	Aisle 6	Location 42
4	Aisle 0	Location 30
5	Aisle 0	Location 11
6	Aisle 14	Location 36
7	Aisle 9	Location 11
8	Aisle 0	Location 6
9	Aisle 1	Location 36
10	Aisle 0	Location 12
11	Aisle 11	Location 23
12	Aisle 17	Location 6
13	Aisle 1	Location 43
14	Aisle 1	Location 3
15	Aisle 1	Location 9
16	Aisle 1	Location 7
17	Aisle 8	Location 23
Order 2	number of articles 11
0	Aisle 0	Location 34
1	Aisle 1	Location 23
2	Aisle 1	Location 42
3	Aisle 17	Location 8
4	Aisle 1	Location 33
5	Aisle 1	Location 20
6	Aisle 0	Location 44
7	Aisle 0	Location 26
8	Aisle 8	Location 14
9	Aisle 1	Location 0
10	Aisle 1	Location 36
Order 3	number of articles 10
0	Aisle 0	Location 8
1	Aisle 1	Location 39
2	Aisle 6	Location 5
3	Aisle 1	Location 2
4	Aisle 0	Location 28
5	Aisle 10	Location 14
6	Aisle 1	Location 22
7	Aisle 0	Location 20
8	Aisle 1	Location 43
9	Aisle 9	Location 20
Order 4	number of articles 20
0	Aisle 0	Location 38
1	Aisle 0	Location 34
2	Aisle 8	Location 38
3	Aisle 0	Location 6
4	Aisle 0	Location 39
5	Aisle 1	Location 4
6	Aisle 12	Location 10
7	Aisle 1	Location 28
8	Aisle 8	Location 40
9	Aisle 7	Location 26
10	Aisle 1	Location 26
11	Aisle 14	Location 39
12	Aisle 14	Location 19
13	Aisle 1	Location 41
14	Aisle 8	Location 20
15	Aisle 1	Location 38
16	Aisle 0	Location 36
17	Aisle 0	Location 35
18	Aisle 12	Location 32
19	Aisle 0	Location 12
Order 5	number of articles 11
0	Aisle 9	Location 28
1	Aisle 0	Location 26
2	Aisle 1	Location 14
3	Aisle 7	Location 4
4	Aisle 0	Location 41
5	Aisle 1	Location 42
6	Aisle 0	Location 20
7	Aisle 0	Location 23
8	Aisle 8	Location 39
9	Aisle 1	Location 26
10	Aisle 8	Location 36
Order 6	number of articles 7
0	Aisle 15	Location 4
1	Aisle 0	Location 31
2	Aisle 0	Location 43
3	Aisle 7	Location 43
4	Aisle 1	Location 34
5	Aisle 10	Location 28
6	Aisle 14	Location 14
Order 7	number of articles 20
0	Aisle 15	Location 39
1	Aisle 18	Location 11
2	Aisle 7	Location 32
3	Aisle 0	Location 8
4	Aisle 16	Location 31
5	Aisle 12	Location 3
6	Aisle 10	Location 9
7	Aisle 0	Location 27
8	Aisle 16	Location 18
9	Aisle 1	Location 13
10	Aisle 10	Location 23
11	Aisle 0	Location 29
12	Aisle 18	Location 2
13	Aisle 18	Location 27
14	Aisle 1	Location 35
15	Aisle 0	Location 43
16	Aisle 0	Location 12
17	Aisle 0	Location 36
18	Aisle 0	Location 20
19	Aisle 0	Location 24
Order 8	number of articles 10
0	Aisle 6	Location 31
1	Aisle 1	Location 31
2	Aisle 18	Location 26
3	Aisle 1	Location 14
4	Aisle 1	Location 28
5	Aisle 6	Location 24
6	Aisle 1	Location 1
7	Aisle 0	Location 42
8	Aisle 1	Location 24
9	Aisle 12	Location 16
Order 9	number of articles 11
0	Aisle 9	Location 35
1	Aisle 13	Location 17
2	Aisle 0	Location 39
3	Aisle 19	Location 5
4	Aisle 0	Location 9
5	Aisle 0	Location 26
6	Aisle 12	Location 0
7	Aisle 1	Location 33
8	Aisle 1	Location 25
9	Aisle 17	Location 6
10	Aisle 1	Location 14
Order 10	number of articles 14
0	Aisle 6	Location 5
1	Aisle 0	Location 3
2	Aisle 0	Location 10
3	Aisle 1	Location 24
4	Aisle 18	Location 3
5	Aisle 1	Location 12
6	Aisle 7	Location 28
7	Aisle 11	Location 11
8	Aisle 0	Location 5
9	Aisle 19	Location 16
10	Aisle 13	Location 8
11	Aisle 9	Location 34
12	Aisle 12	Location 33
13	Aisle 11	Location 22
Order 11	number of articles 16
0	Aisle 0	Location 40
1	Aisle 1	Location 43
2	Aisle 18	Location 26
3	Aisle 0	Location 0
4	Aisle 17	Location 39
5	Aisle 1	Location 34
6	Aisle 6	Location 20
7	Aisle 1	Location 30
8	Aisle 1	Location 40
9	Aisle 13	Location 39
10	Aisle 0	Location 3
11	Aisle 9	Location 12
12	Aisle 1	Location 11
13	Aisle 0	Location 34
14	Aisle 1	Location 38
15	Aisle 1	Location 42
Order 12	number of articles 16
0	Aisle 13	Location 3
1	Aisle 18	Location 24
2	Aisle 1	Location 0
3	Aisle 7	Location 8
4	Aisle 7	Location 13
5	Aisle 0	Location 8
6	Aisle 0	Location 7
7	Aisle 1	Location 4
8	Aisle 0	Location 3
9	Aisle 7	Location 30
10	Aisle 11	Location 6
11	Aisle 0	Location 11
12	Aisle 15	Location 41
13	Aisle 0	Location 16
14	Aisle 1	Location 10
15	Aisle 0	Location 30
Order 13	number of articles 17
0	Aisle 0	Location 37
1	Aisle 0	Location 13
2	Aisle 11	Location 10
3	Aisle 0	Location 1
4	Aisle 1	Location 31
5	Aisle 1	Location 34
6	Aisle 1	Location 42
7	Aisle 9	Location 39
8	Aisle 1	Location 33
9	Aisle 1	Location 32
10	Aisle 17	Location 35
11	Aisle 1	Location 4
12	Aisle 0	Location 10
13	Aisle 12	Location 13
14	Aisle 1	Location 15
15	Aisle 6	Location 2
16	Aisle 9	Location 26
Order 14	number of articles 17
0	Aisle 8	Location 23
1	Aisle 12	Location 32
2	Aisle 6	Location 40
3	Aisle 1	Location 26
4	Aisle 1	Location 5
5	Aisle 0	Location 25
6	Aisle 1	Location 3
7	Aisle 11	Location 34
8	Aisle 12	Location 10
9	Aisle 0	Location 42
10	Aisle 19	Location 0
11	Aisle 1	Location 22
12	Aisle 1	Location 43
13	Aisle 10	Location 28
14	Aisle 0	Location 36
15	Aisle 14	Location 5
16	Aisle 1	Location 23
Order 15	number of articles 6
0	Aisle 1	Location 31
1	Aisle 0	Location 27
2	Aisle 18	Location 14
3	Aisle 0	Location 9
