Order 0	number of articles 18
0	Aisle 1	Location 16
1	Aisle 1	Location 30
2	Aisle 0	Location 3
3	Aisle 6	Location 24
4	Aisle 16	Location 0
5	Aisle 18	Location 44
6	Aisle 14	Location 33
7	Aisle 18	Location 34
8	Aisle 0	Location 10
9	Aisle 10	Location 10
10	Aisle 1	Location 44
11	Aisle 15	Location 11
12	Aisle 0	Location 29
13	Aisle 0	Location 13
14	Aisle 0	Location 22
15	Aisle 1	Location 34
16	Aisle 1	Location 23
17	Aisle 12	Location 4
Order 1	number of articles 13
0	Aisle 1	Location 17
1	Aisle 1	Location 23
2	Aisle 0	Location 25
3	Aisle 11	Location 5
4	Aisle 9	Location 14
5	Aisle 1	Location 33
6	Aisle 15	Location 29
7	Aisle 0	Location 2
8	Aisle 1	Location 13
9	Aisle 1	Location 22
10	Aisle 18	Location 13
11	Aisle 11	Location 27
12	Aisle 19	Location 33
Order 2	number of articles 11
0	Aisle 1	Location 7
1	Aisle 1	Location 2
2	Aisle 18	Location 39
3	Aisle 0	Location 32
4	Aisle 15	Location 14
5	Aisle 0	Location 15
6	Aisle 1	Location 40
7	Aisle 19	Location 12
8	Aisle 0	Location 17
9	Aisle 12	Location 1
10	Aisle 14	Location 26
Order 3	number of articles 6
0	Aisle 14	Location 8
1	Aisle 11	Location 44
2	Aisle 8	Location 24
3	Aisle 15	Location 44
4	Aisle 1	Location 25
5	Aisle 0	Location 19
Order 4	number of articles 11
0	Aisle 14	Location 0
1	Aisle 1	Location 9
2	Aisle 9	Location 27
3	Aisle 14	Location 30
4	Aisle 1	Location 38
5	Aisle 6	Location 32
6	Aisle 1	Location 2
7	Aisle 10	Location 4
8	Aisle 0	Location 12
9	Aisle 1	Location 5
10	Aisle 0	Location 0
Order 5	number of articles 19
0	Aisle 0	Location 28
1	Aisle 7	Location 26
2	Aisle 18	Location 38
3	Aisle 0	Location 35
4	Aisle 6	Location 5
5	Aisle 14	Location 10
6	Aisle 12	Location 30
7	Aisle 0	Location 42
8	Aisle 0	Location 41
9	Aisle 0	Location 2
10	Aisle 14	Location 6
11	Aisle 0	Location 21
12	Aisle 8	Location 38
13	Aisle 9	Location 36
14	Aisle 1	Location 19
15	Aisle 19	Location 12
16	Aisle 17	Location 37
17	Aisle 1	Location 2
18	Aisle 7	Location 2
Order 6	number of articles 18
0	Aisle 1	Location 15
1	Aisle 1	Location 24
2	Aisle 0	Location 8
3	Aisle 0	Location 6
4	Aisle 0	Location 27
5	Aisle 16	Location 12
6	Aisle 9	Location 4
7	Aisle 1	Location 20
8	Aisle 6	Location 29
9	Aisle 14	Location 13
10	Aisle 0	Location 32
11	Aisle 0	Location 1
12	Aisle 6	Location 20
13	Aisle 7	Location 0
14	Aisle 1	Location 36
15	Aisle 1	Location 3
16	Aisle 0	Location 23
17	Aisle 1	Location 17
Order 7	number of articles 13
0	Aisle 7	Location 43
1	Aisle 1	Location 32
2	Aisle 0	Location 27
3	Aisle 0	Location 17
4	Aisle 18	Location 8
5	Aisle 1	Location 34
6	Aisle 1	Location 7
7	Aisle 1	Location 35
8	Aisle 0	Location 11
9	Aisle 16	Location 27
10	Aisle 0	Location 23
11	Aisle 11	Location 40
12	Aisle 14	Location 29
Order 8	number of articles 7
0	Aisle 19	Location 0
1	Aisle 1	Location 6
2	Aisle 18	Location 26
3	Aisle 1	Location 35
4	Aisle 18	Location 40
5	Aisle 13	Location 15
6	Aisle 0	Location 11
Order 9	number of articles 15
0	Aisle 13	Location 3
1	Aisle 0	Location 5
2	Aisle 7	Location 16
3	Aisle 7	Location 26
4	Aisle 1	Location 1
5	Aisle 11	Location 27
6	Aisle 1	Location 28
7	Aisle 0	Location 20
8	Aisle 1	Location 24
9	Aisle 6	Location 25
10	Aisle 9	Location 27
11	Aisle 1	Location 2
12	Aisle 1	Location 26
13	Aisle 18	Location 41
14	Aisle 0	Location 28
Order 10	number of articles 17
0	Aisle 1	Location 20
1	Aisle 0	Location 41
2	Aisle 9	Location 35
3	Aisle 0	Location 21
4	Aisle 9	Location 28
5	Aisle 1	Location 15
6	Aisle 6	Location 15
7	Aisle 1	Location 34
8	Aisle 8	Location 37
9	Aisle 1	Location 24
10	Aisle 15	Location 12
11	Aisle 11	Location 17
12	Aisle 0	Location 44
13	Aisle 12	Location 25
14	Aisle 11	Location 16
15	Aisle 1	Location 36
16	Aisle 19	Location 4
Order 11	number of articles 7
0	Aisle 0	Location 20
1	Aisle 16	Location 6
2	Aisle 0	Location 2
3	Aisle 0	Location 28
4	Aisle 1	Location 1
5	Aisle 0	Location 6
6	Aisle 14	Location 20
Order 12	number of articles 23
0	Aisle 13	Location 12
1	Aisle 19	Location 15
2	Aisle 0	Location 5
3	Aisle 1	Location 24
4	Aisle 0	Location 25
5	Aisle 1	Location 5
6	Aisle 0	Location 8
7	Aisle 6	Location 27
8	Aisle 0	Location 29
9	Aisle 1	Location 3
10	Aisle 1	Location 25
11	Aisle 1	Location 19
12	Aisle 1	Location 1
13	Aisle 11	Location 34
14	Aisle 0	Location 14
15	Aisle 18	Location 19
16	Aisle 0	Location 38
17	Aisle 12	Location 29
18	Aisle 1	Location 11
19	Aisle 1	Location 30
20	Aisle 8	Location 25
21	Aisle 8	Location 2
22	Aisle 8	Location 36
Order 13	number of articles 23
0	Aisle 19	Location 11
1	Aisle 1	Location 38
2	Aisle 7	Location 2
3	Aisle 1	Location 6
4	Aisle 15	Location 30
5	Aisle 0	Location 40
6	Aisle 0	Location 29
7	Aisle 13	Location 18
8	Aisle 1	Location 34
9	Aisle 1	Location 1
10	Aisle 15	Location 24
11	Aisle 0	Location 19
12	Aisle 10	Location 14
13	Aisle 0	Location 24
14	Aisle 10	Location 13
15	Aisle 6	Location 27
16	Aisle 1	Location 33
17	Aisle 8	Location 12
18	Aisle 11	Location 10
19	Aisle 0	Location 27
20	Aisle 9	Location 2
21	Aisle 15	Location 36
22	Aisle 15	Location 12
Order 14	number of articles 20
0	Aisle 14	Location 41
1	Aisle 1	Location 17
2	Aisle 18	Location 26
3	Aisle 10	Location 22
4	Aisle 0	Location 25
5	Aisle 1	Location 28
6	Aisle 6	Location 20
7	Aisle 1	Location 6
8	Aisle 0	Location 44
9	Aisle 0	Location 28
10	Aisle 1	Location 40
11	Aisle 1	Location 25
12	Aisle 1	Location 9
13	Aisle 7	Location 17
14	Aisle 0	Location 0
15	Aisle 1	Location 32
16	Aisle 1	Location 19
17	Aisle 1	Location 3
18	Aisle 1	Location 39
19	Aisle 1	Location 8
Order 15	number of articles 16
0	Aisle 6	Location 43
1	Aisle 1	Location 37
2	Aisle 8	Location 25
3	Aisle 16	Location 10
4	Aisle 15	Location 0
5	Aisle 0	Location 14
6	Aisle 0	Location 8
7	Aisle 1	Location 32
8	Aisle 8	Location 22
9	Aisle 0	Location 23
10	Aisle 7	Location 39
11	Aisle 0	Location 12
12	Aisle 1	Location 11
13	Aisle 17	Location 14
14	Aisle 1	Location 17
15	Aisle 17	Location 44
Order 16	number of articles 19
0	Aisle 0	Location 26
1	Aisle 1	Location 34
2	Aisle 10	Location 24
3	Aisle 1	Location 25
4	Aisle 1	Location 43
5	Aisle 0	Location 7
6	Aisle 0	Location 38
7	Aisle 14	Location 24
8	Aisle 0	Location 19
9	Aisle 7	Location 0
10	Aisle 16	Location 20
11	Aisle 0	Location 27
12	Aisle 15	Location 41
13	Aisle 10	Location 5
14	Aisle 19	Location 12
15	Aisle 1	Location 19
16	Aisle 0	Location 20
17	Aisle 0	Location 30
18	Aisle 0	Location 29
Order 17	number of articles 8
0	Aisle 1	Location 4
1	Aisle 0	Location 7
2	Aisle 0	Location 12
3	Aisle 1	Location 29
4	Aisle 1	Location 33
5	Aisle 14	Location 36
6	Aisle 1	Location 9
7	Aisle 9	Location 6
Order 18	number of articles 17
0	Aisle 1	Location 13
1	Aisle 1	Location 7
2	Aisle 13	Location 44
3	Aisle 14	Location 29
4	Aisle 16	Location 30
