Order 0	number of articles 23
0	Aisle 9	Location 12
1	Aisle 11	Location 33
2	Aisle 1	Location 18
3	Aisle 17	Location 30
4	Aisle 0	Location 20
5	Aisle 8	Location 34
6	Aisle 1	Location 13
7	Aisle 0	Location 11
8	Aisle 1	Location 4
9	Aisle 17	Location 37
10	Aisle 10	Location 27
11	Aisle 17	Location 41
12	Aisle 12	Location 12
13	Aisle 0	Location 30
14	Aisle 8	Location 2
15	Aisle 1	Location 40
16	Aisle 0	Location 10
17	Aisle 17	Location 33
18	Aisle 0	Location 35
19	Aisle 18	Location 2
20	Aisle 12	Location 19
21	Aisle 7	Location 29
22	Aisle 1	Location 21
Order 1	number of articles 14
0	Aisle 1	Location 16
1	Aisle 1	Location 23
2	Aisle 16	Location 25
3	Aisle 1	Location 10
4	Aisle 0	Location 34
5	Aisle 9	Location 4
6	Aisle 8	Location 21
7	Aisle 1	Location 11
8	Aisle 0	Location 2
9	Aisle 13	Location 13
10	Aisle 18	Location 43
11	Aisle 14	Location 34
12	Aisle 16	Location 12
13	Aisle 19	Location 27
Order 2	number of articles 15
0	Aisle 1	Location 42
1	Aisle 8	Location 35
2	Aisle 1	Location 30
3	Aisle 16	Location 43
4	Aisle 7	Location 30
5	Aisle 1	Location 26
6	Aisle 1	Location 12
7	Aisle 1	Location 33
8	Aisle 1	Location 17
9	Aisle 1	Location 37
10	Aisle 1	Location 27
11	Aisle 1	Location 9
12	Aisle 15	Location 14
13	Aisle 1	Location 31
14	Aisle 0	Location 6
Order 3	number of articles 5
0	Aisle 1	Location 43
1	Aisle 1	Location 41
2	Aisle 1	Location 38
3	Aisle 17	Location 30
4	Aisle 0	Location 1
Order 4	number of articles 12
0	Aisle 1	Location 18
1	Aisle 1	Location 19
2	Aisle 10	Location 43
3	Aisle 1	Location 27
4	Aisle 7	Location 33
5	Aisle 0	Location 19
6	Aisle 1	Location 32
7	Aisle 0	Location 38
8	Aisle 11	Location 41
9	Aisle 1	Location 15
10	Aisle 0	Location 32
11	Aisle 0	Location 44
Order 5	number of articles 11
0	Aisle 12	Location 12
1	Aisle 0	Location 38
2	Aisle 10	Location 9
3	Aisle 18	Location 11
4	Aisle 19	Location 40
5	Aisle 10	Location 31
6	Aisle 1	Location 38
7	Aisle 12	Location 13
8	Aisle 13	Location 19
9	Aisle 1	Location 17
10	Aisle 8	Location 43
Order 6	number of articles 18
0	Aisle 0	Location 17
1	Aisle 8	Location 42
2	Aisle 1	Location 9
3	Aisle 14	Location 26
4	Aisle 6	Location 35
5	Aisle 17	Location 30
6	Aisle 0	Location 42
7	Aisle 19	Location 40
8	Aisle 13	Location 16
9	Aisle 16	Location 14
10	Aisle 10	Location 17
11	Aisle 1	Location 13
12	Aisle 1	Location 33
13	Aisle 10	Location 33
14	Aisle 0	Location 24
15	Aisle 1	Location 16
16	Aisle 19	Location 29
17	Aisle 12	Location 38
Order 7	number of articles 16
0	Aisle 13	Location 14
1	Aisle 10	Location 15
2	Aisle 6	Location 21
3	Aisle 0	Location 37
4	Aisle 0	Location 42
5	Aisle 0	Location 2
6	Aisle 1	Location 33
7	Aisle 1	Location 17
8	Aisle 15	Location 21
9	Aisle 0	Location 12
10	Aisle 0	Location 26
11	Aisle 9	Location 41
12	Aisle 1	Location 35
13	Aisle 16	Location 39
14	Aisle 0	Location 3
15	Aisle 0	Location 16
Order 8	number of articles 8
0	Aisle 1	Location 24
1	Aisle 1	Location 40
2	Aisle 1	Location 7
3	Aisle 0	Location 38
4	Aisle 0	Location 43
5	Aisle 1	Location 43
6	Aisle 1	Location 42
7	Aisle 0	Location 34
Order 9	number of articles 10
0	Aisle 1	Location 3
1	Aisle 15	Location 4
2	Aisle 0	Location 5
3	Aisle 0	Location 40
4	Aisle 1	Location 29
5	Aisle 11	Location 31
6	Aisle 1	Location 10
7	Aisle 16	Location 31
8	Aisle 1	Location 44
9	Aisle 16	Location 11
Order 10	number of articles 17
0	Aisle 1	Location 6
1	Aisle 9	Location 31
2	Aisle 6	Location 13
3	Aisle 1	Location 31
4	Aisle 14	Location 37
5	Aisle 16	Location 39
6	Aisle 1	Location 33
7	Aisle 9	Location 4
8	Aisle 10	Location 39
9	Aisle 0	Location 16
10	Aisle 1	Location 2
11	Aisle 1	Location 38
12	Aisle 1	Location 1
13	Aisle 13	Location 23
14	Aisle 13	Location 13
15	Aisle 1	Location 20
16	Aisle 13	Location 20
Order 11	number of articles 13
0	Aisle 1	Location 38
1	Aisle 16	Location 0
2	Aisle 12	Location 8
3	Aisle 10	Location 2
4	Aisle 1	Location 17
5	Aisle 17	Location 13
6	Aisle 1	Location 29
7	Aisle 0	Location 24
8	Aisle 1	Location 11
9	Aisle 0	Location 18
10	Aisle 12	Location 18
11	Aisle 14	Location 33
12	Aisle 9	Location 38
Order 12	number of articles 13
0	Aisle 19	Location 24
1	Aisle 11	Location 8
2	Aisle 1	Location 39
3	Aisle 0	Location 29
4	Aisle 7	Location 13
5	Aisle 1	Location 15
6	Aisle 16	Location 3
7	Aisle 0	Location 37
8	Aisle 10	Location 13
9	Aisle 19	Location 36
10	Aisle 16	Location 37
11	Aisle 17	Location 8
12	Aisle 0	Location 14
Order 13	number of articles 7
0	Aisle 0	Location 22
1	Aisle 1	Location 37
2	Aisle 10	Location 24
3	Aisle 1	Location 41
4	Aisle 14	Location 35
5	Aisle 7	Location 42
6	Aisle 13	Location 32
Order 14	number of articles 10
0	Aisle 1	Location 37
1	Aisle 1	Location 24
2	Aisle 1	Location 14
3	Aisle 1	Location 9
4	Aisle 0	Location 22
5	Aisle 14	Location 15
6	Aisle 18	Location 32
7	Aisle 1	Location 2
8	Aisle 16	Location 42
9	Aisle 1	Location 15
Order 15	number of articles 6
0	Aisle 15	Location 44
1	Aisle 9	Location 15
2	Aisle 0	Location 12
3	Aisle 12	Location 11
4	Aisle 1	Location 32
5	Aisle 16	Location 38
Order 16	number of articles 20
0	Aisle 0	Location 35
1	Aisle 1	Location 9
2	Aisle 0	Location 41
3	Aisle 1	Location 15
4	Aisle 11	Location 3
5	Aisle 19	Location 10
6	Aisle 1	Location 29
7	Aisle 0	Location 17
8	Aisle 7	Location 39
9	Aisle 7	Location 41
10	Aisle 0	Location 10
11	Aisle 11	Location 27
12	Aisle 0	Location 34
13	Aisle 0	Location 13
14	Aisle 15	Location 19
15	Aisle 0	Location 7
16	Aisle 1	Location 12
17	Aisle 0	Location 44
18	Aisle 1	Location 0
19	Aisle 1	Location 43
Order 17	number of articles 22
0	Aisle 18	Location 17
1	Aisle 1	Location 23
2	Aisle 12	Location 23
3	Aisle 18	Location 28
4	Aisle 1	Location 7
5	Aisle 1	Location 16
6	Aisle 11	Location 22
7	Aisle 0	Location 18
8	Aisle 1	Location 12
9	Aisle 1	Location 19
10	Aisle 6	Location 14
11	Aisle 16	Location 31
12	Aisle 13	Location 42
13	Aisle 13	Location 31
14	Aisle 9	Location 27
15	Aisle 13	Location 25
16	Aisle 1	Location 9
17	Aisle 16	Location 39
18	Aisle 15	Location 34
19	Aisle 11	Location 10
20	Aisle 1	Location 35
21	Aisle 19	Location 8
Order 18	number of articles 17
0	Aisle 7	Location 29
1	Aisle 0	Location 10
2	Aisle 7	Location 21
3	Aisle 12	Location 43
4	Aisle 10	Location 39
5	Aisle 14	Location 11
6	Aisle 0	Location 17
7	Aisle 0	Location 23
8	Aisle 1	Location 23
9	Aisle 1	Location 2
10	Aisle 0	Location 16
11	Aisle 1	Location 5
12	Aisle 9	Location 37
13	Aisle 13	Location 10
14	Aisle 0	Location 14
15	Aisle 1	Location 39
16	Aisle 1	Location 22
Order 19	number of articles 14
0	Aisle 1	Location 23
1	Aisle 10	Location 2
2	Aisle 11	Location 4
3	Aisle 1	Location 9
4	Aisle 0	Location 19
5	Aisle 1	Location 14
6	Aisle 10	Location 3
7	Aisle 17	Location 25
8	Aisle 1	Location 10
9	Aisle 0	Location 27
10	Aisle 0	Location 38
11	Aisle 18	Location 42
12	Aisle 1	Location 33
13	Aisle 12	Location 16
