Order 0	number of articles 6
0	Aisle 1	Location 29
1	Aisle 1	Location 19
2	Aisle 1	Location 4
3	Aisle 11	Location 8
4	Aisle 1	Location 5
5	Aisle 1	Location 28
Order 1	number of articles 16
0	Aisle 7	Location 44
1	Aisle 0	Location 2
2	Aisle 16	Location 33
3	Aisle 11	Location 22
4	Aisle 9	Location 5
5	Aisle 0	Location 14
6	Aisle 1	Location 17
7	Aisle 1	Location 19
8	Aisle 16	Location 30
9	Aisle 6	Location 3
10	Aisle 1	Location 23
11	Aisle 7	Location 38
12	Aisle 16	Location 0
13	Aisle 1	Location 13
14	Aisle 10	Location 3
15	Aisle 0	Location 9
Order 2	number of articles 8
0	Aisle 16	Location 20
1	Aisle 1	Location 6
2	Aisle 0	Location 24
3	Aisle 0	Location 15
4	Aisle 0	Location 7
5	Aisle 1	Location 44
6	Aisle 13	Location 11
7	Aisle 0	Location 3
Order 3	number of articles 6
0	Aisle 18	Location 6
1	Aisle 10	Location 33
2	Aisle 15	Location 39
3	Aisle 6	Location 40
4	Aisle 16	Location 28
5	Aisle 1	Location 13
Order 4	number of articles 16
0	Aisle 14	Location 9
1	Aisle 0	Location 10
2	Aisle 0	Location 0
3	Aisle 13	Location 10
4	Aisle 1	Location 2
5	Aisle 16	Location 32
6	Aisle 18	Location 7
7	Aisle 19	Location 21
8	Aisle 0	Location 35
9	Aisle 9	Location 3
10	Aisle 0	Location 27
11	Aisle 1	Location 9
12	Aisle 0	Location 23
13	Aisle 7	Location 6
14	Aisle 0	Location 11
15	Aisle 7	Location 35
Order 5	number of articles 6
0	Aisle 1	Location 24
1	Aisle 11	Location 21
2	Aisle 0	Location 28
3	Aisle 1	Location 15
4	Aisle 1	Location 6
5	Aisle 13	Location 30
Order 6	number of articles 9
0	Aisle 19	Location 33
1	Aisle 0	Location 21
2	Aisle 13	Location 22
3	Aisle 1	Location 4
4	Aisle 7	Location 20
5	Aisle 0	Location 14
6	Aisle 0	Location 34
7	Aisle 19	Location 26
8	Aisle 1	Location 26
Order 7	number of articles 18
0	Aisle 17	Location 32
1	Aisle 0	Location 17
2	Aisle 0	Location 20
3	Aisle 1	Location 16
4	Aisle 15	Location 22
5	Aisle 1	Location 29
6	Aisle 12	Location 7
7	Aisle 1	Location 12
8	Aisle 10	Location 39
9	Aisle 0	Location 39
10	Aisle 0	Location 23
11	Aisle 6	Location 17
12	Aisle 1	Location 11
13	Aisle 0	Location 6
14	Aisle 13	Location 25
15	Aisle 0	Location 37
16	Aisle 0	Location 21
17	Aisle 0	Location 19
Order 8	number of articles 6
0	Aisle 10	Location 9
1	Aisle 1	Location 29
2	Aisle 1	Location 8
3	Aisle 9	Location 13
4	Aisle 16	Location 24
5	Aisle 16	Location 36
Order 9	number of articles 20
0	Aisle 1	Location 24
1	Aisle 9	Location 42
2	Aisle 14	Location 18
3	Aisle 12	Location 18
4	Aisle 1	Location 13
5	Aisle 1	Location 27
6	Aisle 12	Location 16
7	Aisle 16	Location 32
8	Aisle 19	Location 25
9	Aisle 0	Location 41
10	Aisle 1	Location 21
11	Aisle 1	Location 1
12	Aisle 1	Location 33
13	Aisle 0	Location 22
14	Aisle 19	Location 27
15	Aisle 19	Location 33
16	Aisle 0	Location 35
17	Aisle 9	Location 40
18	Aisle 7	Location 21
19	Aisle 0	Location 34
Order 10	number of articles 11
0	Aisle 1	Location 25
1	Aisle 1	Location 12
2	Aisle 0	Location 2
3	Aisle 11	Location 39
4	Aisle 1	Location 15
5	Aisle 1	Location 23
6	Aisle 0	Location 23
7	Aisle 17	Location 5
8	Aisle 1	Location 4
9	Aisle 0	Location 26
10	Aisle 0	Location 11
Order 11	number of articles 24
0	Aisle 17	Location 19
1	Aisle 1	Location 26
2	Aisle 17	Location 14
3	Aisle 12	Location 10
4	Aisle 9	Location 3
5	Aisle 1	Location 31
6	Aisle 14	Location 1
7	Aisle 1	Location 35
8	Aisle 1	Location 5
9	Aisle 7	Location 42
10	Aisle 0	Location 26
11	Aisle 17	Location 5
12	Aisle 14	Location 4
13	Aisle 9	Location 15
14	Aisle 1	Location 13
15	Aisle 0	Location 27
16	Aisle 1	Location 23
17	Aisle 0	Location 11
18	Aisle 1	Location 25
19	Aisle 0	Location 24
20	Aisle 7	Location 1
21	Aisle 1	Location 0
22	Aisle 16	Location 23
23	Aisle 0	Location 28
Order 12	number of articles 10
0	Aisle 1	Location 14
1	Aisle 0	Location 32
2	Aisle 10	Location 33
3	Aisle 11	Location 17
4	Aisle 6	Location 7
5	Aisle 6	Location 32
6	Aisle 1	Location 44
7	Aisle 12	Location 44
8	Aisle 7	Location 36
9	Aisle 1	Location 19
Order 13	number of articles 10
0	Aisle 11	Location 23
1	Aisle 0	Location 16
2	Aisle 0	Location 40
3	Aisle 0	Location 23
4	Aisle 15	Location 11
5	Aisle 1	Location 35
6	Aisle 1	Location 40
7	Aisle 0	Location 44
8	Aisle 11	Location 34
9	Aisle 17	Location 16
Order 14	number of articles 20
0	Aisle 1	Location 16
1	Aisle 19	Location 38
2	Aisle 1	Location 30
3	Aisle 19	Location 16
4	Aisle 14	Location 15
5	Aisle 15	Location 22
6	Aisle 1	Location 10
7	Aisle 0	Location 25
8	Aisle 6	Location 0
9	Aisle 1	Location 3
10	Aisle 1	Location 40
11	Aisle 0	Location 19
12	Aisle 8	Location 9
13	Aisle 0	Location 6
14	Aisle 11	Location 35
15	Aisle 0	Location 42
16	Aisle 6	Location 15
17	Aisle 0	Location 5
18	Aisle 11	Location 27
19	Aisle 1	Location 41
Order 15	number of articles 23
0	Aisle 0	Location 12
1	Aisle 19	Location 14
2	Aisle 1	Location 24
3	Aisle 1	Location 23
4	Aisle 0	Location 17
5	Aisle 14	Location 8
6	Aisle 11	Location 22
7	Aisle 13	Location 2
8	Aisle 18	Location 31
9	Aisle 7	Location 21
10	Aisle 13	Location 26
11	Aisle 11	Location 15
12	Aisle 1	Location 30
13	Aisle 0	Location 44
14	Aisle 0	Location 24
15	Aisle 7	Location 39
16	Aisle 0	Location 18
17	Aisle 0	Location 26
18	Aisle 0	Location 11
19	Aisle 6	Location 18
20	Aisle 15	Location 33
21	Aisle 14	Location 12
22	Aisle 0	Location 5
Order 16	number of articles 15
0	Aisle 13	Location 13
1	Aisle 0	Location 30
2	Aisle 15	Location 40
3	Aisle 0	Location 12
4	Aisle 11	Location 1
5	Aisle 13	Location 42
6	Aisle 1	Location 9
7	Aisle 0	Location 24
8	Aisle 0	Location 33
9	Aisle 16	Location 16
10	Aisle 13	Location 8
11	Aisle 1	Location 13
12	Aisle 0	Location 31
13	Aisle 1	Location 16
14	Aisle 9	Location 26
Order 17	number of articles 16
0	Aisle 1	Location 29
1	Aisle 15	Location 1
2	Aisle 10	Location 9
3	Aisle 1	Location 41
4	Aisle 1	Location 16
5	Aisle 6	Location 29
6	Aisle 0	Location 13
7	Aisle 0	Location 23
8	Aisle 12	Location 37
9	Aisle 0	Location 8
10	Aisle 0	Location 19
11	Aisle 13	Location 41
12	Aisle 0	Location 12
13	Aisle 10	Location 38
14	Aisle 12	Location 11
15	Aisle 0	Location 41
Order 18	number of articles 18
0	Aisle 0	Location 34
1	Aisle 0	Location 25
2	Aisle 16	Location 13
3	Aisle 11	Location 33
4	Aisle 0	Location 2
5	Aisle 1	Location 22
6	Aisle 8	Location 18
7	Aisle 9	Location 16
8	Aisle 15	Location 3
9	Aisle 1	Location 21
10	Aisle 1	Location 5
11	Aisle 0	Location 11
12	Aisle 12	Location 25
13	Aisle 1	Location 19
14	Aisle 1	Location 36
15	Aisle 7	Location 17
16	Aisle 15	Location 5
17	Aisle 12	Location 29
Order 19	number of articles 20
0	Aisle 0	Location 11
1	Aisle 8	Location 32
2	Aisle 0	Location 29
3	Aisle 11	Location 20
