Order 0	number of articles 9
0	Aisle 6	Location 22
1	Aisle 0	Location 41
2	Aisle 18	Location 22
3	Aisle 17	Location 5
4	Aisle 0	Location 43
5	Aisle 19	Location 37
6	Aisle 0	Location 31
7	Aisle 0	Location 36
8	Aisle 1	Location 34
Order 1	number of articles 11
0	Aisle 1	Location 32
1	Aisle 1	Location 3
2	Aisle 0	Location 24
3	Aisle 1	Location 35
4	Aisle 1	Location 24
5	Aisle 0	Location 42
6	Aisle 11	Location 32
7	Aisle 10	Location 16
8	Aisle 0	Location 26
9	Aisle 0	Location 20
10	Aisle 17	Location 11
Order 2	number of articles 10
0	Aisle 1	Location 42
1	Aisle 0	Location 38
2	Aisle 0	Location 1
3	Aisle 6	Location 30
4	Aisle 19	Location 2
5	Aisle 0	Location 40
6	Aisle 8	Location 38
7	Aisle 0	Location 0
8	Aisle 8	Location 40
9	Aisle 1	Location 2
Order 3	number of articles 6
0	Aisle 14	Location 7
1	Aisle 11	Location 17
2	Aisle 15	Location 37
3	Aisle 1	Location 23
4	Aisle 0	Location 7
5	Aisle 1	Location 9
Order 4	number of articles 14
0	Aisle 7	Location 27
1	Aisle 17	Location 24
2	Aisle 6	Location 2
3	Aisle 0	Location 34
4	Aisle 1	Location 29
5	Aisle 0	Location 23
6	Aisle 11	Location 32
7	Aisle 9	Location 14
8	Aisle 0	Location 16
9	Aisle 1	Location 40
10	Aisle 8	Location 27
11	Aisle 0	Location 2
12	Aisle 1	Location 27
13	Aisle 15	Location 28
Order 5	number of articles 10
0	Aisle 17	Location 6
1	Aisle 0	Location 14
2	Aisle 14	Location 43
3	Aisle 1	Location 21
4	Aisle 0	Location 33
5	Aisle 0	Location 22
6	Aisle 1	Location 31
7	Aisle 0	Location 18
8	Aisle 1	Location 30
9	Aisle 6	Location 25
Order 6	number of articles 17
0	Aisle 0	Location 16
1	Aisle 16	Location 44
2	Aisle 0	Location 6
3	Aisle 0	Location 29
4	Aisle 10	Location 7
5	Aisle 12	Location 13
6	Aisle 10	Location 20
7	Aisle 17	Location 2
8	Aisle 8	Location 15
9	Aisle 0	Location 32
10	Aisle 0	Location 30
11	Aisle 12	Location 28
12	Aisle 1	Location 37
13	Aisle 0	Location 42
14	Aisle 1	Location 35
15	Aisle 10	Location 43
16	Aisle 0	Location 40
Order 7	number of articles 8
0	Aisle 16	Location 41
1	Aisle 1	Location 9
2	Aisle 0	Location 27
3	Aisle 12	Location 41
4	Aisle 0	Location 40
5	Aisle 17	Location 38
6	Aisle 19	Location 5
7	Aisle 1	Location 25
Order 8	number of articles 14
0	Aisle 1	Location 9
1	Aisle 9	Location 42
2	Aisle 0	Location 44
3	Aisle 9	Location 37
4	Aisle 6	Location 39
5	Aisle 1	Location 31
6	Aisle 1	Location 29
7	Aisle 0	Location 22
8	Aisle 13	Location 21
9	Aisle 11	Location 22
10	Aisle 1	Location 10
11	Aisle 0	Location 29
12	Aisle 12	Location 23
13	Aisle 6	Location 31
Order 9	number of articles 16
0	Aisle 11	Location 12
1	Aisle 1	Location 24
2	Aisle 0	Location 3
3	Aisle 12	Location 10
4	Aisle 1	Location 13
5	Aisle 0	Location 34
6	Aisle 14	Location 37
7	Aisle 0	Location 26
8	Aisle 0	Location 44
9	Aisle 13	Location 16
10	Aisle 1	Location 18
11	Aisle 1	Location 42
12	Aisle 14	Location 8
13	Aisle 1	Location 30
14	Aisle 14	Location 22
15	Aisle 15	Location 25
Order 10	number of articles 14
0	Aisle 16	Location 43
1	Aisle 11	Location 25
2	Aisle 1	Location 36
3	Aisle 0	Location 8
4	Aisle 0	Location 16
5	Aisle 14	Location 10
6	Aisle 0	Location 17
7	Aisle 17	Location 31
8	Aisle 1	Location 8
9	Aisle 17	Location 30
10	Aisle 19	Location 27
11	Aisle 1	Location 25
12	Aisle 1	Location 14
13	Aisle 1	Location 3
Order 11	number of articles 16
0	Aisle 0	Location 10
1	Aisle 0	Location 26
2	Aisle 16	Location 20
3	Aisle 19	Location 7
4	Aisle 0	Location 17
5	Aisle 0	Location 22
6	Aisle 17	Location 18
7	Aisle 0	Location 7
8	Aisle 15	Location 43
9	Aisle 0	Location 31
10	Aisle 13	Location 38
11	Aisle 1	Location 44
12	Aisle 1	Location 26
13	Aisle 1	Location 31
14	Aisle 15	Location 40
15	Aisle 11	Location 14
Order 12	number of articles 14
0	Aisle 1	Location 24
1	Aisle 0	Location 35
2	Aisle 0	Location 9
3	Aisle 8	Location 40
4	Aisle 18	Location 23
5	Aisle 16	Location 26
6	Aisle 14	Location 21
7	Aisle 0	Location 6
8	Aisle 1	Location 21
9	Aisle 7	Location 11
10	Aisle 1	Location 6
11	Aisle 12	Location 7
12	Aisle 9	Location 22
13	Aisle 14	Location 15
Order 13	number of articles 19
