Order 0	number of articles 7
0	Aisle 7	Location 19
1	Aisle 13	Location 6
2	Aisle 1	Location 1
3	Aisle 12	Location 2
4	Aisle 6	Location 35
5	Aisle 12	Location 3
6	Aisle 10	Location 28
Order 1	number of articles 8
0	Aisle 0	Location 32
1	Aisle 1	Location 6
2	Aisle 15	Location 22
3	Aisle 1	Location 7
4	Aisle 7	Location 16
5	Aisle 11	Location 44
6	Aisle 11	Location 30
7	Aisle 1	Location 1
Order 2	number of articles 13
0	Aisle 7	Location 27
1	Aisle 1	Location 21
2	Aisle 7	Location 5
3	Aisle 1	Location 28
4	Aisle 8	Location 44
5	Aisle 0	Location 21
6	Aisle 1	Location 15
7	Aisle 0	Location 39
8	Aisle 14	Location 42
9	Aisle 9	Location 20
10	Aisle 1	Location 39
11	Aisle 16	Location 44
12	Aisle 1	Location 40
Order 3	number of articles 21
0	Aisle 13	Location 10
1	Aisle 1	Location 9
2	Aisle 12	Location 34
3	Aisle 7	Location 9
4	Aisle 12	Location 41
5	Aisle 0	Location 36
6	Aisle 1	Location 25
7	Aisle 11	Location 44
8	Aisle 1	Location 34
9	Aisle 0	Location 18
10	Aisle 0	Location 21
11	Aisle 0	Location 12
12	Aisle 1	Location 42
13	Aisle 1	Location 15
14	Aisle 15	Location 15
15	Aisle 0	Location 37
16	Aisle 1	Location 6
17	Aisle 1	Location 19
18	Aisle 0	Location 30
19	Aisle 0	Location 0
20	Aisle 0	Location 39
Order 4	number of articles 14
0	Aisle 13	Location 27
1	Aisle 0	Location 14
2	Aisle 1	Location 29
3	Aisle 7	Location 6
4	Aisle 0	Location 4
5	Aisle 11	Location 4
6	Aisle 13	Location 26
7	Aisle 1	Location 16
8	Aisle 1	Location 14
9	Aisle 6	Location 33
10	Aisle 0	Location 21
11	Aisle 1	Location 3
12	Aisle 18	Location 16
13	Aisle 15	Location 21
Order 5	number of articles 14
0	Aisle 1	Location 12
1	Aisle 1	Location 5
2	Aisle 0	Location 44
3	Aisle 0	Location 18
4	Aisle 0	Location 35
5	Aisle 1	Location 0
6	Aisle 1	Location 14
7	Aisle 14	Location 26
8	Aisle 1	Location 30
9	Aisle 0	Location 27
10	Aisle 18	Location 36
11	Aisle 13	Location 30
12	Aisle 7	Location 42
13	Aisle 17	Location 44
Order 6	number of articles 11
0	Aisle 19	Location 40
1	Aisle 1	Location 12
2	Aisle 6	Location 34
3	Aisle 7	Location 28
4	Aisle 17	Location 14
5	Aisle 0	Location 37
6	Aisle 0	Location 12
7	Aisle 8	Location 21
8	Aisle 13	Location 15
9	Aisle 19	Location 20
10	Aisle 19	Location 14
Order 7	number of articles 21
0	Aisle 1	Location 4
1	Aisle 1	Location 12
2	Aisle 1	Location 5
3	Aisle 1	Location 10
4	Aisle 12	Location 2
5	Aisle 18	Location 40
6	Aisle 7	Location 14
7	Aisle 1	Location 34
8	Aisle 1	Location 32
9	Aisle 0	Location 12
10	Aisle 19	Location 5
11	Aisle 1	Location 36
12	Aisle 1	Location 38
13	Aisle 1	Location 8
14	Aisle 0	Location 2
15	Aisle 9	Location 4
16	Aisle 16	Location 22
17	Aisle 7	Location 38
18	Aisle 6	Location 43
19	Aisle 11	Location 6
20	Aisle 10	Location 41
