Order 0	number of articles 7
0	Aisle 0	Location 12
1	Aisle 12	Location 25
2	Aisle 1	Location 4
3	Aisle 18	Location 13
4	Aisle 7	Location 42
5	Aisle 1	Location 2
6	Aisle 14	Location 37
Order 1	number of articles 19
0	Aisle 0	Location 43
1	Aisle 0	Location 36
2	Aisle 1	Location 12
3	Aisle 0	Location 33
4	Aisle 1	Location 9
5	Aisle 0	Location 30
6	Aisle 1	Location 32
7	Aisle 1	Location 34
8	Aisle 0	Location 22
9	Aisle 13	Location 28
10	Aisle 9	Location 36
11	Aisle 0	Location 3
12	Aisle 1	Location 7
13	Aisle 11	Location 11
14	Aisle 19	Location 1
15	Aisle 1	Location 39
16	Aisle 11	Location 3
17	Aisle 6	Location 11
18	Aisle 0	Location 31
Order 2	number of articles 15
0	Aisle 0	Location 40
1	Aisle 1	Location 24
2	Aisle 19	Location 26
3	Aisle 0	Location 25
4	Aisle 0	Location 21
5	Aisle 8	Location 17
6	Aisle 0	Location 10
7	Aisle 0	Location 38
8	Aisle 18	Location 35
9	Aisle 0	Location 22
10	Aisle 0	Location 15
11	Aisle 1	Location 27
12	Aisle 6	Location 35
13	Aisle 1	Location 26
14	Aisle 10	Location 7
Order 3	number of articles 17
0	Aisle 0	Location 34
1	Aisle 6	Location 27
2	Aisle 18	Location 13
3	Aisle 1	Location 29
4	Aisle 0	Location 40
5	Aisle 8	Location 15
6	Aisle 11	Location 17
7	Aisle 16	Location 15
8	Aisle 8	Location 18
9	Aisle 10	Location 10
10	Aisle 0	Location 37
11	Aisle 19	Location 26
12	Aisle 1	Location 15
13	Aisle 10	Location 6
14	Aisle 8	Location 25
15	Aisle 0	Location 12
16	Aisle 14	Location 5
Order 4	number of articles 14
0	Aisle 18	Location 22
1	Aisle 0	Location 26
2	Aisle 1	Location 20
3	Aisle 17	Location 0
4	Aisle 0	Location 5
5	Aisle 0	Location 27
6	Aisle 0	Location 37
7	Aisle 16	Location 21
8	Aisle 1	Location 8
9	Aisle 15	Location 43
10	Aisle 15	Location 2
11	Aisle 0	Location 20
12	Aisle 1	Location 32
13	Aisle 10	Location 16
Order 5	number of articles 18
0	Aisle 1	Location 0
1	Aisle 0	Location 23
2	Aisle 1	Location 27
3	Aisle 16	Location 8
4	Aisle 16	Location 36
5	Aisle 0	Location 44
6	Aisle 0	Location 34
7	Aisle 13	Location 23
8	Aisle 19	Location 3
9	Aisle 10	Location 33
10	Aisle 12	Location 35
11	Aisle 1	Location 44
12	Aisle 1	Location 17
13	Aisle 0	Location 7
14	Aisle 0	Location 16
15	Aisle 11	Location 39
16	Aisle 0	Location 18
17	Aisle 18	Location 1
Order 6	number of articles 20
0	Aisle 13	Location 43
1	Aisle 15	Location 12
2	Aisle 15	Location 40
3	Aisle 11	Location 32
4	Aisle 12	Location 38
5	Aisle 0	Location 44
6	Aisle 8	Location 24
7	Aisle 8	Location 29
8	Aisle 6	Location 12
9	Aisle 0	Location 14
10	Aisle 12	Location 15
11	Aisle 6	Location 33
12	Aisle 9	Location 8
13	Aisle 15	Location 41
14	Aisle 1	Location 24
15	Aisle 0	Location 5
16	Aisle 1	Location 15
17	Aisle 12	Location 27
18	Aisle 1	Location 22
19	Aisle 0	Location 42
Order 7	number of articles 6
0	Aisle 7	Location 17
1	Aisle 10	Location 13
2	Aisle 12	Location 11
3	Aisle 0	Location 31
4	Aisle 18	Location 23
5	Aisle 10	Location 40
Order 8	number of articles 5
0	Aisle 1	Location 13
1	Aisle 16	Location 38
2	Aisle 18	Location 41
3	Aisle 0	Location 0
4	Aisle 15	Location 8
Order 9	number of articles 20
0	Aisle 18	Location 29
1	Aisle 1	Location 18
2	Aisle 7	Location 3
3	Aisle 1	Location 25
4	Aisle 13	Location 23
5	Aisle 0	Location 24
6	Aisle 0	Location 39
7	Aisle 14	Location 26
8	Aisle 1	Location 42
9	Aisle 1	Location 24
10	Aisle 8	Location 31
11	Aisle 18	Location 40
12	Aisle 0	Location 33
13	Aisle 10	Location 18
14	Aisle 9	Location 40
15	Aisle 1	Location 13
16	Aisle 0	Location 32
17	Aisle 1	Location 37
18	Aisle 1	Location 6
19	Aisle 10	Location 15
Order 10	number of articles 17
0	Aisle 0	Location 36
1	Aisle 1	Location 43
2	Aisle 0	Location 39
3	Aisle 1	Location 3
4	Aisle 9	Location 34
5	Aisle 19	Location 40
6	Aisle 8	Location 20
7	Aisle 16	Location 11
8	Aisle 16	Location 31
9	Aisle 8	Location 5
10	Aisle 0	Location 37
11	Aisle 0	Location 13
12	Aisle 1	Location 44
13	Aisle 10	Location 37
14	Aisle 8	Location 23
15	Aisle 1	Location 27
16	Aisle 17	Location 13
Order 11	number of articles 8
0	Aisle 1	Location 37
1	Aisle 17	Location 22
2	Aisle 0	Location 2
3	Aisle 9	Location 42
4	Aisle 1	Location 23
5	Aisle 1	Location 0
6	Aisle 0	Location 37
7	Aisle 6	Location 34
Order 12	number of articles 21
0	Aisle 0	Location 35
1	Aisle 18	Location 8
2	Aisle 9	Location 43
3	Aisle 13	Location 19
4	Aisle 15	Location 3
5	Aisle 0	Location 15
6	Aisle 17	Location 25
7	Aisle 18	Location 10
8	Aisle 14	Location 22
9	Aisle 1	Location 27
10	Aisle 1	Location 35
11	Aisle 16	Location 30
12	Aisle 14	Location 31
13	Aisle 11	Location 11
14	Aisle 6	Location 9
15	Aisle 18	Location 18
16	Aisle 12	Location 41
17	Aisle 1	Location 22
18	Aisle 0	Location 12
19	Aisle 0	Location 18
20	Aisle 11	Location 5
Order 13	number of articles 5
0	Aisle 1	Location 26
1	Aisle 1	Location 44
2	Aisle 6	Location 31
3	Aisle 8	Location 6
4	Aisle 1	Location 7
Order 14	number of articles 15
0	Aisle 0	Location 18
1	Aisle 15	Location 36
2	Aisle 11	Location 8
3	Aisle 0	Location 42
4	Aisle 1	Location 19
5	Aisle 17	Location 22
6	Aisle 10	Location 17
7	Aisle 19	Location 16
8	Aisle 0	Location 15
9	Aisle 1	Location 9
10	Aisle 9	Location 29
11	Aisle 9	Location 31
12	Aisle 0	Location 11
13	Aisle 1	Location 31
14	Aisle 0	Location 28
Order 15	number of articles 22
0	Aisle 7	Location 19
1	Aisle 1	Location 2
2	Aisle 0	Location 2
3	Aisle 10	Location 28
4	Aisle 0	Location 11
5	Aisle 1	Location 22
6	Aisle 1	Location 41
7	Aisle 0	Location 7
8	Aisle 1	Location 18
9	Aisle 1	Location 29
10	Aisle 17	Location 4
11	Aisle 8	Location 1
12	Aisle 12	Location 14
13	Aisle 9	Location 37
14	Aisle 1	Location 44
15	Aisle 18	Location 9
16	Aisle 1	Location 36
17	Aisle 9	Location 40
18	Aisle 12	Location 15
19	Aisle 14	Location 7
20	Aisle 11	Location 39
21	Aisle 13	Location 37
Order 16	number of articles 21
0	Aisle 13	Location 14
1	Aisle 0	Location 1
2	Aisle 9	Location 27
3	Aisle 0	Location 11
4	Aisle 0	Location 25
5	Aisle 11	Location 7
6	Aisle 1	Location 27
7	Aisle 1	Location 10
8	Aisle 13	Location 13
9	Aisle 0	Location 21
10	Aisle 1	Location 39
11	Aisle 18	Location 9
12	Aisle 17	Location 3
13	Aisle 18	Location 8
14	Aisle 0	Location 10
15	Aisle 0	Location 36
16	Aisle 10	Location 5
17	Aisle 1	Location 43
18	Aisle 11	Location 23
19	Aisle 19	Location 8
20	Aisle 10	Location 8
Order 17	number of articles 5
0	Aisle 7	Location 6
1	Aisle 11	Location 11
2	Aisle 1	Location 8
3	Aisle 1	Location 37
4	Aisle 7	Location 14
Order 18	number of articles 19
