Order 0	number of articles 11
0	Aisle 18	Location 27
1	Aisle 10	Location 38
2	Aisle 9	Location 30
3	Aisle 0	Location 40
4	Aisle 0	Location 43
5	Aisle 13	Location 42
6	Aisle 0	Location 11
7	Aisle 0	Location 3
8	Aisle 0	Location 25
9	Aisle 1	Location 8
10	Aisle 9	Location 13
Order 1	number of articles 12
0	Aisle 0	Location 22
1	Aisle 0	Location 32
2	Aisle 8	Location 25
3	Aisle 0	Location 33
4	Aisle 13	Location 17
5	Aisle 7	Location 7
6	Aisle 1	Location 2
7	Aisle 8	Location 3
8	Aisle 19	Location 34
9	Aisle 14	Location 23
10	Aisle 13	Location 31
11	Aisle 1	Location 17
Order 2	number of articles 19
0	Aisle 18	Location 19
1	Aisle 1	Location 19
2	Aisle 1	Location 42
3	Aisle 14	Location 31
4	Aisle 0	Location 28
5	Aisle 6	Location 9
6	Aisle 15	Location 34
7	Aisle 1	Location 39
8	Aisle 11	Location 35
9	Aisle 0	Location 6
10	Aisle 1	Location 24
11	Aisle 1	Location 3
12	Aisle 14	Location 34
13	Aisle 1	Location 2
14	Aisle 11	Location 21
15	Aisle 15	Location 33
16	Aisle 1	Location 25
17	Aisle 0	Location 33
18	Aisle 9	Location 29
Order 3	number of articles 10
0	Aisle 0	Location 0
1	Aisle 17	Location 41
2	Aisle 0	Location 41
3	Aisle 0	Location 39
4	Aisle 14	Location 21
5	Aisle 1	Location 35
6	Aisle 8	Location 15
7	Aisle 0	Location 9
8	Aisle 1	Location 29
9	Aisle 13	Location 41
Order 4	number of articles 5
0	Aisle 1	Location 39
1	Aisle 0	Location 10
2	Aisle 0	Location 8
3	Aisle 0	Location 6
4	Aisle 17	Location 36
Order 5	number of articles 20
0	Aisle 0	Location 8
1	Aisle 1	Location 39
2	Aisle 7	Location 16
3	Aisle 0	Location 20
4	Aisle 7	Location 20
5	Aisle 14	Location 37
6	Aisle 11	Location 44
7	Aisle 9	Location 27
8	Aisle 17	Location 39
9	Aisle 0	Location 38
10	Aisle 12	Location 3
11	Aisle 0	Location 34
12	Aisle 0	Location 26
13	Aisle 7	Location 14
14	Aisle 11	Location 18
15	Aisle 12	Location 37
16	Aisle 1	Location 11
17	Aisle 7	Location 28
18	Aisle 0	Location 33
19	Aisle 6	Location 9
Order 6	number of articles 15
0	Aisle 8	Location 14
1	Aisle 1	Location 4
2	Aisle 1	Location 20
3	Aisle 1	Location 21
4	Aisle 1	Location 0
5	Aisle 16	Location 24
6	Aisle 0	Location 0
7	Aisle 10	Location 34
8	Aisle 12	Location 15
9	Aisle 7	Location 35
10	Aisle 17	Location 27
11	Aisle 14	Location 44
12	Aisle 0	Location 21
13	Aisle 12	Location 27
14	Aisle 12	Location 34
Order 7	number of articles 7
0	Aisle 1	Location 43
1	Aisle 1	Location 17
2	Aisle 0	Location 20
3	Aisle 13	Location 24
4	Aisle 1	Location 16
5	Aisle 8	Location 19
6	Aisle 6	Location 15
Order 8	number of articles 14
0	Aisle 1	Location 34
1	Aisle 7	Location 0
2	Aisle 1	Location 41
3	Aisle 1	Location 43
4	Aisle 0	Location 10
5	Aisle 16	Location 1
6	Aisle 19	Location 39
7	Aisle 1	Location 18
8	Aisle 8	Location 40
9	Aisle 19	Location 19
10	Aisle 1	Location 0
11	Aisle 1	Location 5
12	Aisle 10	Location 9
13	Aisle 1	Location 3
Order 9	number of articles 18
0	Aisle 1	Location 31
1	Aisle 19	Location 15
2	Aisle 9	Location 21
3	Aisle 1	Location 17
4	Aisle 17	Location 12
5	Aisle 17	Location 38
6	Aisle 0	Location 0
7	Aisle 13	Location 39
8	Aisle 13	Location 0
9	Aisle 1	Location 16
10	Aisle 15	Location 5
11	Aisle 11	Location 6
12	Aisle 1	Location 18
13	Aisle 0	Location 37
14	Aisle 1	Location 5
15	Aisle 0	Location 16
16	Aisle 0	Location 2
17	Aisle 1	Location 22
Order 10	number of articles 18
0	Aisle 17	Location 1
1	Aisle 0	Location 24
2	Aisle 19	Location 8
3	Aisle 12	Location 34
4	Aisle 7	Location 7
5	Aisle 8	Location 23
6	Aisle 15	Location 11
7	Aisle 8	Location 2
8	Aisle 0	Location 20
9	Aisle 0	Location 30
10	Aisle 1	Location 14
11	Aisle 0	Location 34
12	Aisle 7	Location 25
13	Aisle 0	Location 42
14	Aisle 14	Location 3
15	Aisle 0	Location 5
16	Aisle 11	Location 15
17	Aisle 1	Location 25
Order 11	number of articles 8
0	Aisle 1	Location 36
1	Aisle 8	Location 25
2	Aisle 0	Location 18
3	Aisle 7	Location 38
4	Aisle 1	Location 24
5	Aisle 0	Location 36
6	Aisle 7	Location 33
7	Aisle 1	Location 35
Order 12	number of articles 10
0	Aisle 14	Location 42
1	Aisle 1	Location 15
2	Aisle 14	Location 23
3	Aisle 0	Location 11
4	Aisle 8	Location 9
5	Aisle 10	Location 24
6	Aisle 6	Location 21
7	Aisle 7	Location 21
8	Aisle 7	Location 4
9	Aisle 0	Location 37
Order 13	number of articles 15
0	Aisle 13	Location 27
1	Aisle 10	Location 22
2	Aisle 0	Location 9
3	Aisle 15	Location 29
4	Aisle 7	Location 20
5	Aisle 0	Location 33
6	Aisle 16	Location 13
7	Aisle 0	Location 43
8	Aisle 0	Location 5
9	Aisle 1	Location 41
10	Aisle 0	Location 32
11	Aisle 19	Location 6
12	Aisle 6	Location 10
13	Aisle 17	Location 15
14	Aisle 0	Location 22
Order 14	number of articles 6
0	Aisle 9	Location 40
1	Aisle 0	Location 34
2	Aisle 0	Location 18
3	Aisle 0	Location 40
4	Aisle 0	Location 6
5	Aisle 1	Location 7
Order 15	number of articles 13
0	Aisle 7	Location 15
1	Aisle 1	Location 24
2	Aisle 16	Location 20
3	Aisle 0	Location 1
4	Aisle 6	Location 32
5	Aisle 18	Location 4
6	Aisle 1	Location 37
7	Aisle 0	Location 17
8	Aisle 11	Location 1
9	Aisle 1	Location 11
10	Aisle 9	Location 0
11	Aisle 0	Location 38
12	Aisle 1	Location 33
Order 16	number of articles 13
0	Aisle 13	Location 1
1	Aisle 11	Location 36
2	Aisle 12	Location 34
3	Aisle 12	Location 2
4	Aisle 8	Location 3
5	Aisle 12	Location 21
6	Aisle 15	Location 32
7	Aisle 7	Location 31
8	Aisle 0	Location 13
9	Aisle 14	Location 24
10	Aisle 0	Location 33
11	Aisle 1	Location 30
12	Aisle 6	Location 15
Order 17	number of articles 7
0	Aisle 0	Location 24
1	Aisle 1	Location 3
2	Aisle 0	Location 12
3	Aisle 0	Location 11
4	Aisle 18	Location 6
5	Aisle 0	Location 42
6	Aisle 0	Location 8
Order 18	number of articles 10
0	Aisle 1	Location 32
1	Aisle 13	Location 37
2	Aisle 8	Location 15
3	Aisle 1	Location 24
4	Aisle 0	Location 35
5	Aisle 19	Location 11
6	Aisle 6	Location 37
7	Aisle 0	Location 26
8	Aisle 9	Location 34
9	Aisle 13	Location 21
Order 19	number of articles 20
0	Aisle 1	Location 23
1	Aisle 0	Location 9
2	Aisle 0	Location 39
3	Aisle 14	Location 24
4	Aisle 13	Location 15
5	Aisle 0	Location 18
6	Aisle 17	Location 36
7	Aisle 1	Location 28
8	Aisle 0	Location 31
9	Aisle 1	Location 35
10	Aisle 14	Location 38
11	Aisle 16	Location 3
12	Aisle 1	Location 40
13	Aisle 18	Location 38
14	Aisle 10	Location 40
15	Aisle 16	Location 17
16	Aisle 6	Location 17
17	Aisle 0	Location 36
18	Aisle 1	Location 7
19	Aisle 1	Location 10
