Order 0	number of articles 19
0	Aisle 2	Location 7
1	Aisle 1	Location 32
2	Aisle 4	Location 1
3	Aisle 9	Location 8
4	Aisle 16	Location 15
5	Aisle 2	Location 29
6	Aisle 19	Location 43
7	Aisle 15	Location 12
8	Aisle 1	Location 19
9	Aisle 4	Location 0
10	Aisle 3	Location 20
11	Aisle 17	Location 13
12	Aisle 7	Location 16
13	Aisle 12	Location 42
14	Aisle 1	Location 27
15	Aisle 1	Location 40
16	Aisle 14	Location 3
17	Aisle 17	Location 38
18	Aisle 2	Location 37
Order 1	number of articles 16
0	Aisle 2	Location 25
1	Aisle 1	Location 10
2	Aisle 6	Location 0
3	Aisle 8	Location 2
4	Aisle 19	Location 23
5	Aisle 15	Location 43
6	Aisle 11	Location 10
7	Aisle 4	Location 38
8	Aisle 8	Location 33
9	Aisle 10	Location 30
10	Aisle 17	Location 43
11	Aisle 10	Location 17
12	Aisle 3	Location 11
13	Aisle 1	Location 34
14	Aisle 18	Location 23
15	Aisle 0	Location 28
Order 2	number of articles 5
0	Aisle 12	Location 2
1	Aisle 17	Location 5
2	Aisle 6	Location 25
3	Aisle 4	Location 15
4	Aisle 19	Location 36
Order 3	number of articles 5
0	Aisle 15	Location 33
1	Aisle 9	Location 6
2	Aisle 17	Location 0
3	Aisle 0	Location 4
4	Aisle 4	Location 4
Order 4	number of articles 11
0	Aisle 2	Location 41
1	Aisle 9	Location 18
2	Aisle 13	Location 27
3	Aisle 5	Location 10
4	Aisle 15	Location 36
5	Aisle 7	Location 0
6	Aisle 1	Location 17
7	Aisle 12	Location 2
8	Aisle 12	Location 18
9	Aisle 15	Location 20
10	Aisle 6	Location 3
Order 5	number of articles 9
0	Aisle 13	Location 4
1	Aisle 1	Location 8
2	Aisle 10	Location 9
3	Aisle 11	Location 13
4	Aisle 12	Location 35
5	Aisle 5	Location 8
6	Aisle 10	Location 30
7	Aisle 16	Location 20
8	Aisle 8	Location 28
Order 6	number of articles 12
0	Aisle 17	Location 9
1	Aisle 11	Location 11
2	Aisle 6	Location 37
3	Aisle 17	Location 39
4	Aisle 3	Location 7
5	Aisle 8	Location 15
6	Aisle 12	Location 36
7	Aisle 8	Location 17
8	Aisle 0	Location 1
9	Aisle 4	Location 17
10	Aisle 15	Location 0
11	Aisle 17	Location 4
Order 7	number of articles 7
0	Aisle 3	Location 8
1	Aisle 14	Location 34
2	Aisle 0	Location 14
3	Aisle 9	Location 3
4	Aisle 18	Location 29
5	Aisle 9	Location 25
6	Aisle 10	Location 11
Order 8	number of articles 19
0	Aisle 3	Location 19
1	Aisle 3	Location 39
2	Aisle 4	Location 40
3	Aisle 16	Location 30
4	Aisle 16	Location 37
5	Aisle 11	Location 5
6	Aisle 10	Location 12
7	Aisle 7	Location 7
8	Aisle 19	Location 11
9	Aisle 0	Location 43
10	Aisle 8	Location 4
11	Aisle 1	Location 38
12	Aisle 15	Location 3
13	Aisle 0	Location 21
14	Aisle 19	Location 18
15	Aisle 0	Location 42
16	Aisle 5	Location 3
17	Aisle 9	Location 1
18	Aisle 15	Location 16
Order 9	number of articles 11
0	Aisle 1	Location 37
1	Aisle 1	Location 14
2	Aisle 2	Location 22
3	Aisle 16	Location 11
4	Aisle 3	Location 28
5	Aisle 1	Location 2
6	Aisle 11	Location 33
7	Aisle 7	Location 43
8	Aisle 5	Location 41
9	Aisle 12	Location 38
10	Aisle 3	Location 21
Order 10	number of articles 12
0	Aisle 3	Location 13
1	Aisle 7	Location 0
2	Aisle 8	Location 20
3	Aisle 14	Location 11
4	Aisle 10	Location 27
5	Aisle 14	Location 16
6	Aisle 19	Location 2
7	Aisle 10	Location 35
8	Aisle 19	Location 26
9	Aisle 16	Location 14
10	Aisle 19	Location 10
11	Aisle 12	Location 31
Order 11	number of articles 17
0	Aisle 16	Location 22
1	Aisle 1	Location 23
2	Aisle 15	Location 42
3	Aisle 5	Location 1
4	Aisle 13	Location 33
5	Aisle 8	Location 7
6	Aisle 15	Location 7
7	Aisle 17	Location 39
8	Aisle 8	Location 29
9	Aisle 8	Location 4
10	Aisle 5	Location 9
11	Aisle 5	Location 42
12	Aisle 2	Location 4
13	Aisle 6	Location 27
14	Aisle 3	Location 23
15	Aisle 9	Location 4
16	Aisle 4	Location 37
Order 12	number of articles 18
0	Aisle 17	Location 2
1	Aisle 11	Location 21
2	Aisle 0	Location 32
3	Aisle 13	Location 34
4	Aisle 6	Location 4
5	Aisle 1	Location 36
6	Aisle 14	Location 38
7	Aisle 8	Location 8
8	Aisle 17	Location 42
9	Aisle 8	Location 37
10	Aisle 12	Location 0
11	Aisle 10	Location 25
12	Aisle 5	Location 44
13	Aisle 6	Location 38
14	Aisle 12	Location 31
15	Aisle 6	Location 21
16	Aisle 4	Location 27
17	Aisle 8	Location 17
Order 13	number of articles 20
0	Aisle 1	Location 18
1	Aisle 7	Location 9
2	Aisle 5	Location 8
3	Aisle 8	Location 37
4	Aisle 9	Location 9
5	Aisle 5	Location 41
6	Aisle 7	Location 39
7	Aisle 14	Location 9
8	Aisle 15	Location 15
9	Aisle 2	Location 20
10	Aisle 7	Location 26
11	Aisle 9	Location 10
12	Aisle 16	Location 23
13	Aisle 14	Location 43
14	Aisle 18	Location 4
15	Aisle 13	Location 25
16	Aisle 8	Location 27
17	Aisle 19	Location 5
