Order 0	number of articles 11
0	Aisle 13	Location 34
1	Aisle 10	Location 20
2	Aisle 4	Location 7
3	Aisle 1	Location 12
4	Aisle 16	Location 41
5	Aisle 3	Location 42
6	Aisle 10	Location 26
7	Aisle 7	Location 42
8	Aisle 2	Location 28
9	Aisle 3	Location 2
10	Aisle 19	Location 8
Order 1	number of articles 5
0	Aisle 3	Location 20
1	Aisle 12	Location 10
2	Aisle 17	Location 8
3	Aisle 2	Location 3
4	Aisle 5	Location 1
Order 2	number of articles 7
0	Aisle 11	Location 44
1	Aisle 0	Location 22
2	Aisle 9	Location 33
3	Aisle 12	Location 29
4	Aisle 13	Location 7
5	Aisle 12	Location 11
6	Aisle 3	Location 40
Order 3	number of articles 24
0	Aisle 15	Location 15
1	Aisle 14	Location 0
2	Aisle 4	Location 39
3	Aisle 2	Location 12
4	Aisle 14	Location 11
5	Aisle 13	Location 5
6	Aisle 19	Location 7
7	Aisle 3	Location 0
8	Aisle 12	Location 1
9	Aisle 7	Location 23
10	Aisle 10	Location 5
11	Aisle 11	Location 8
12	Aisle 13	Location 26
13	Aisle 3	Location 18
14	Aisle 19	Location 27
15	Aisle 1	Location 35
16	Aisle 16	Location 43
17	Aisle 6	Location 40
18	Aisle 17	Location 13
19	Aisle 7	Location 29
20	Aisle 8	Location 36
21	Aisle 10	Location 31
22	Aisle 13	Location 23
23	Aisle 6	Location 22
Order 4	number of articles 9
0	Aisle 12	Location 31
1	Aisle 8	Location 16
2	Aisle 2	Location 39
3	Aisle 13	Location 43
4	Aisle 9	Location 6
5	Aisle 16	Location 37
6	Aisle 17	Location 6
7	Aisle 7	Location 40
8	Aisle 12	Location 9
Order 5	number of articles 9
0	Aisle 13	Location 20
1	Aisle 12	Location 23
2	Aisle 13	Location 34
3	Aisle 17	Location 30
4	Aisle 8	Location 9
5	Aisle 11	Location 31
6	Aisle 16	Location 23
7	Aisle 0	Location 22
8	Aisle 0	Location 5
Order 6	number of articles 20
0	Aisle 10	Location 12
1	Aisle 14	Location 9
2	Aisle 1	Location 5
3	Aisle 14	Location 8
4	Aisle 6	Location 13
5	Aisle 0	Location 44
6	Aisle 13	Location 15
7	Aisle 0	Location 11
8	Aisle 19	Location 31
9	Aisle 3	Location 41
10	Aisle 15	Location 22
11	Aisle 16	Location 0
12	Aisle 17	Location 43
13	Aisle 13	Location 41
14	Aisle 9	Location 44
15	Aisle 1	Location 39
16	Aisle 1	Location 10
17	Aisle 17	Location 23
18	Aisle 14	Location 18
19	Aisle 16	Location 44
Order 7	number of articles 17
0	Aisle 2	Location 8
1	Aisle 7	Location 24
2	Aisle 15	Location 9
3	Aisle 5	Location 13
4	Aisle 16	Location 36
5	Aisle 5	Location 18
6	Aisle 17	Location 8
7	Aisle 13	Location 4
8	Aisle 14	Location 5
9	Aisle 9	Location 5
10	Aisle 13	Location 18
11	Aisle 12	Location 30
12	Aisle 16	Location 16
13	Aisle 9	Location 6
14	Aisle 12	Location 12
15	Aisle 6	Location 31
16	Aisle 0	Location 10
Order 8	number of articles 22
0	Aisle 4	Location 11
1	Aisle 18	Location 14
2	Aisle 17	Location 0
3	Aisle 9	Location 32
4	Aisle 8	Location 36
5	Aisle 17	Location 28
6	Aisle 10	Location 7
7	Aisle 11	Location 4
8	Aisle 14	Location 16
9	Aisle 11	Location 18
10	Aisle 1	Location 29
11	Aisle 18	Location 0
12	Aisle 7	Location 36
13	Aisle 17	Location 13
14	Aisle 3	Location 40
15	Aisle 8	Location 26
16	Aisle 5	Location 14
17	Aisle 3	Location 3
18	Aisle 12	Location 14
19	Aisle 7	Location 6
20	Aisle 18	Location 33
21	Aisle 10	Location 23
Order 9	number of articles 23
0	Aisle 18	Location 12
1	Aisle 10	Location 16
2	Aisle 16	Location 9
3	Aisle 18	Location 9
4	Aisle 3	Location 1
5	Aisle 16	Location 39
6	Aisle 14	Location 24
7	Aisle 17	Location 5
8	Aisle 3	Location 29
9	Aisle 7	Location 11
10	Aisle 12	Location 23
11	Aisle 9	Location 1
12	Aisle 11	Location 10
13	Aisle 2	Location 35
14	Aisle 0	Location 31
15	Aisle 13	Location 28
16	Aisle 6	Location 0
17	Aisle 6	Location 37
18	Aisle 1	Location 4
19	Aisle 4	Location 38
20	Aisle 5	Location 7
21	Aisle 1	Location 1
22	Aisle 16	Location 4
Order 10	number of articles 9
0	Aisle 13	Location 32
1	Aisle 19	Location 34
2	Aisle 9	Location 11
3	Aisle 1	Location 15
4	Aisle 3	Location 41
5	Aisle 17	Location 1
6	Aisle 7	Location 2
7	Aisle 17	Location 18
8	Aisle 4	Location 10
Order 11	number of articles 6
0	Aisle 1	Location 9
1	Aisle 5	Location 34
2	Aisle 19	Location 16
3	Aisle 2	Location 37
4	Aisle 13	Location 21
5	Aisle 16	Location 37
Order 12	number of articles 23
0	Aisle 19	Location 37
1	Aisle 15	Location 19
2	Aisle 2	Location 21
3	Aisle 10	Location 31
4	Aisle 15	Location 44
5	Aisle 14	Location 17
6	Aisle 7	Location 10
7	Aisle 3	Location 3
8	Aisle 3	Location 17
9	Aisle 4	Location 3
10	Aisle 4	Location 42
11	Aisle 9	Location 12
12	Aisle 8	Location 17
13	Aisle 12	Location 5
14	Aisle 14	Location 43
15	Aisle 2	Location 12
16	Aisle 10	Location 24
17	Aisle 9	Location 24
18	Aisle 8	Location 39
19	Aisle 8	Location 27
20	Aisle 1	Location 33
21	Aisle 3	Location 25
22	Aisle 11	Location 14
Order 13	number of articles 6
0	Aisle 0	Location 38
1	Aisle 4	Location 34
2	Aisle 14	Location 25
3	Aisle 0	Location 28
4	Aisle 3	Location 32
5	Aisle 15	Location 2
Order 14	number of articles 21
0	Aisle 5	Location 13
1	Aisle 13	Location 6
2	Aisle 17	Location 37
3	Aisle 1	Location 30
4	Aisle 8	Location 29
5	Aisle 19	Location 34
6	Aisle 1	Location 8
7	Aisle 11	Location 8
8	Aisle 17	Location 40
9	Aisle 6	Location 26
10	Aisle 1	Location 4
11	Aisle 11	Location 44
12	Aisle 1	Location 37
13	Aisle 6	Location 31
14	Aisle 15	Location 19
15	Aisle 1	Location 39
16	Aisle 10	Location 20
17	Aisle 11	Location 7
18	Aisle 17	Location 22
19	Aisle 9	Location 28
20	Aisle 4	Location 6
Order 15	number of articles 9
0	Aisle 1	Location 9
1	Aisle 10	Location 12
2	Aisle 2	Location 9
3	Aisle 19	Location 15
4	Aisle 13	Location 2
5	Aisle 8	Location 18
6	Aisle 4	Location 21
7	Aisle 8	Location 38
8	Aisle 7	Location 14
Order 16	number of articles 21
0	Aisle 1	Location 7
1	Aisle 11	Location 32
2	Aisle 4	Location 17
3	Aisle 18	Location 37
4	Aisle 1	Location 5
5	Aisle 9	Location 28
6	Aisle 12	Location 26
