Order 0	number of articles 7
0	Aisle 4	Location 11
1	Aisle 1	Location 41
2	Aisle 9	Location 22
3	Aisle 12	Location 28
4	Aisle 11	Location 24
5	Aisle 8	Location 41
6	Aisle 0	Location 42
Order 1	number of articles 8
0	Aisle 19	Location 1
1	Aisle 15	Location 30
2	Aisle 17	Location 30
3	Aisle 15	Location 7
4	Aisle 11	Location 25
5	Aisle 6	Location 16
6	Aisle 17	Location 3
7	Aisle 6	Location 41
Order 2	number of articles 8
0	Aisle 17	Location 12
1	Aisle 19	Location 14
2	Aisle 10	Location 23
3	Aisle 14	Location 24
4	Aisle 16	Location 0
5	Aisle 11	Location 8
6	Aisle 7	Location 44
7	Aisle 11	Location 27
Order 3	number of articles 16
0	Aisle 2	Location 25
1	Aisle 13	Location 37
2	Aisle 10	Location 23
3	Aisle 5	Location 35
4	Aisle 4	Location 8
5	Aisle 2	Location 44
6	Aisle 9	Location 43
7	Aisle 2	Location 20
8	Aisle 4	Location 43
9	Aisle 15	Location 12
10	Aisle 6	Location 2
11	Aisle 12	Location 29
12	Aisle 5	Location 0
13	Aisle 11	Location 39
14	Aisle 6	Location 37
15	Aisle 0	Location 6
Order 4	number of articles 19
0	Aisle 0	Location 29
1	Aisle 8	Location 8
2	Aisle 11	Location 32
3	Aisle 12	Location 35
4	Aisle 6	Location 42
5	Aisle 3	Location 5
6	Aisle 11	Location 38
7	Aisle 14	Location 16
8	Aisle 17	Location 41
9	Aisle 7	Location 7
10	Aisle 5	Location 39
11	Aisle 5	Location 43
12	Aisle 12	Location 40
13	Aisle 11	Location 16
14	Aisle 11	Location 28
15	Aisle 6	Location 20
16	Aisle 1	Location 36
17	Aisle 16	Location 15
18	Aisle 7	Location 30
Order 5	number of articles 20
0	Aisle 10	Location 8
1	Aisle 12	Location 24
2	Aisle 12	Location 6
3	Aisle 13	Location 19
4	Aisle 10	Location 14
5	Aisle 15	Location 1
6	Aisle 12	Location 30
7	Aisle 1	Location 11
8	Aisle 7	Location 24
9	Aisle 13	Location 14
10	Aisle 13	Location 16
11	Aisle 11	Location 31
12	Aisle 4	Location 0
13	Aisle 11	Location 41
14	Aisle 18	Location 25
15	Aisle 6	Location 9
16	Aisle 16	Location 38
17	Aisle 5	Location 29
18	Aisle 4	Location 16
19	Aisle 18	Location 9
Order 6	number of articles 11
0	Aisle 7	Location 4
1	Aisle 15	Location 5
2	Aisle 14	Location 35
3	Aisle 10	Location 33
4	Aisle 10	Location 19
5	Aisle 15	Location 1
6	Aisle 0	Location 12
7	Aisle 8	Location 13
8	Aisle 11	Location 12
9	Aisle 8	Location 37
10	Aisle 12	Location 32
Order 7	number of articles 6
0	Aisle 11	Location 27
1	Aisle 16	Location 43
2	Aisle 16	Location 6
3	Aisle 12	Location 25
4	Aisle 1	Location 25
5	Aisle 17	Location 6
Order 8	number of articles 10
0	Aisle 1	Location 4
1	Aisle 12	Location 1
2	Aisle 9	Location 42
3	Aisle 8	Location 21
4	Aisle 4	Location 31
5	Aisle 13	Location 13
6	Aisle 2	Location 39
7	Aisle 3	Location 13
8	Aisle 2	Location 9
9	Aisle 11	Location 20
Order 9	number of articles 6
0	Aisle 1	Location 38
1	Aisle 0	Location 30
2	Aisle 19	Location 3
3	Aisle 0	Location 7
4	Aisle 5	Location 22
5	Aisle 10	Location 14
Order 10	number of articles 22
0	Aisle 1	Location 42
1	Aisle 1	Location 1
2	Aisle 16	Location 3
3	Aisle 3	Location 9
4	Aisle 13	Location 40
5	Aisle 14	Location 19
6	Aisle 16	Location 0
7	Aisle 17	Location 0
8	Aisle 1	Location 12
9	Aisle 3	Location 1
10	Aisle 3	Location 2
11	Aisle 5	Location 13
12	Aisle 7	Location 21
13	Aisle 9	Location 35
14	Aisle 9	Location 7
15	Aisle 0	Location 5
16	Aisle 8	Location 21
17	Aisle 7	Location 23
18	Aisle 7	Location 7
19	Aisle 13	Location 18
20	Aisle 16	Location 43
21	Aisle 6	Location 30
Order 11	number of articles 9
0	Aisle 2	Location 8
1	Aisle 8	Location 35
2	Aisle 2	Location 14
3	Aisle 4	Location 20
4	Aisle 4	Location 3
5	Aisle 15	Location 9
6	Aisle 4	Location 41
7	Aisle 9	Location 4
8	Aisle 9	Location 11
Order 12	number of articles 7
0	Aisle 16	Location 35
1	Aisle 18	Location 39
2	Aisle 11	Location 31
3	Aisle 8	Location 14
4	Aisle 6	Location 10
5	Aisle 6	Location 22
6	Aisle 16	Location 10
Order 13	number of articles 13
0	Aisle 9	Location 7
1	Aisle 1	Location 7
2	Aisle 19	Location 13
3	Aisle 4	Location 42
4	Aisle 2	Location 4
5	Aisle 19	Location 27
6	Aisle 18	Location 33
7	Aisle 18	Location 14
8	Aisle 17	Location 32
9	Aisle 0	Location 16
10	Aisle 17	Location 11
11	Aisle 1	Location 17
12	Aisle 16	Location 44
Order 14	number of articles 12
0	Aisle 15	Location 20
1	Aisle 2	Location 36
2	Aisle 7	Location 0
3	Aisle 2	Location 20
4	Aisle 10	Location 43
5	Aisle 6	Location 18
6	Aisle 15	Location 22
7	Aisle 13	Location 13
8	Aisle 13	Location 43
9	Aisle 9	Location 28
10	Aisle 9	Location 1
11	Aisle 18	Location 17
Order 15	number of articles 6
0	Aisle 11	Location 29
1	Aisle 14	Location 30
2	Aisle 17	Location 31
3	Aisle 18	Location 12
4	Aisle 19	Location 33
5	Aisle 10	Location 34
Order 16	number of articles 15
0	Aisle 4	Location 17
1	Aisle 14	Location 37
2	Aisle 17	Location 19
3	Aisle 11	Location 25
4	Aisle 6	Location 18
5	Aisle 6	Location 34
6	Aisle 5	Location 10
7	Aisle 16	Location 29
8	Aisle 11	Location 36
9	Aisle 14	Location 31
10	Aisle 9	Location 38
11	Aisle 8	Location 41
12	Aisle 15	Location 17
13	Aisle 15	Location 8
14	Aisle 19	Location 20
Order 17	number of articles 19
0	Aisle 7	Location 3
1	Aisle 16	Location 26
2	Aisle 2	Location 12
3	Aisle 1	Location 15
4	Aisle 10	Location 4
5	Aisle 13	Location 19
6	Aisle 7	Location 35
7	Aisle 9	Location 16
8	Aisle 8	Location 38
9	Aisle 5	Location 24
10	Aisle 11	Location 42
11	Aisle 11	Location 8
12	Aisle 1	Location 12
13	Aisle 9	Location 8
14	Aisle 0	Location 30
15	Aisle 16	Location 21
16	Aisle 10	Location 3
17	Aisle 3	Location 1
18	Aisle 1	Location 10
Order 18	number of articles 23
0	Aisle 13	Location 40
1	Aisle 13	Location 37
2	Aisle 10	Location 22
3	Aisle 16	Location 25
4	Aisle 0	Location 10
5	Aisle 7	Location 24
6	Aisle 4	Location 42
7	Aisle 18	Location 32
8	Aisle 18	Location 10
9	Aisle 12	Location 3
10	Aisle 13	Location 16
11	Aisle 12	Location 22
12	Aisle 1	Location 1
13	Aisle 6	Location 36
14	Aisle 13	Location 30
15	Aisle 9	Location 36
16	Aisle 13	Location 20
17	Aisle 12	Location 26
18	Aisle 9	Location 5
19	Aisle 0	Location 27
20	Aisle 11	Location 22
21	Aisle 3	Location 23
22	Aisle 14	Location 42
Order 19	number of articles 23
0	Aisle 9	Location 32
1	Aisle 19	Location 17
2	Aisle 13	Location 21
3	Aisle 6	Location 9
4	Aisle 17	Location 36
5	Aisle 19	Location 0
6	Aisle 17	Location 23
7	Aisle 14	Location 41
8	Aisle 15	Location 9
9	Aisle 11	Location 37
10	Aisle 14	Location 6
11	Aisle 11	Location 0
12	Aisle 16	Location 33
13	Aisle 5	Location 31
14	Aisle 12	Location 7
15	Aisle 10	Location 42
16	Aisle 4	Location 42
17	Aisle 8	Location 26
18	Aisle 10	Location 2
19	Aisle 3	Location 29
20	Aisle 5	Location 41
21	Aisle 8	Location 36
22	Aisle 19	Location 38
