Order 0	number of articles 20
0	Aisle 15	Location 39
1	Aisle 19	Location 26
2	Aisle 7	Location 15
3	Aisle 6	Location 4
4	Aisle 18	Location 35
5	Aisle 7	Location 40
6	Aisle 2	Location 26
7	Aisle 18	Location 9
8	Aisle 15	Location 4
9	Aisle 15	Location 34
10	Aisle 12	Location 27
11	Aisle 4	Location 10
12	Aisle 10	Location 40
13	Aisle 8	Location 38
14	Aisle 3	Location 4
15	Aisle 0	Location 27
16	Aisle 5	Location 33
17	Aisle 11	Location 41
18	Aisle 14	Location 30
19	Aisle 19	Location 19
Order 1	number of articles 21
0	Aisle 18	Location 39
1	Aisle 9	Location 25
2	Aisle 18	Location 26
3	Aisle 0	Location 44
4	Aisle 5	Location 13
5	Aisle 17	Location 0
6	Aisle 10	Location 6
7	Aisle 10	Location 7
8	Aisle 3	Location 40
9	Aisle 0	Location 13
10	Aisle 6	Location 20
11	Aisle 6	Location 13
12	Aisle 18	Location 16
13	Aisle 10	Location 2
14	Aisle 12	Location 44
15	Aisle 6	Location 29
16	Aisle 0	Location 35
17	Aisle 4	Location 39
18	Aisle 4	Location 36
19	Aisle 17	Location 35
20	Aisle 12	Location 12
Order 2	number of articles 11
0	Aisle 18	Location 15
1	Aisle 17	Location 15
2	Aisle 19	Location 22
3	Aisle 13	Location 7
4	Aisle 13	Location 43
5	Aisle 2	Location 15
6	Aisle 12	Location 23
7	Aisle 16	Location 0
8	Aisle 5	Location 38
9	Aisle 13	Location 30
10	Aisle 2	Location 18
Order 3	number of articles 11
0	Aisle 14	Location 34
1	Aisle 3	Location 15
2	Aisle 17	Location 31
3	Aisle 2	Location 41
4	Aisle 3	Location 13
5	Aisle 11	Location 12
6	Aisle 0	Location 23
7	Aisle 4	Location 19
8	Aisle 3	Location 10
9	Aisle 7	Location 31
10	Aisle 18	Location 29
Order 4	number of articles 15
0	Aisle 18	Location 6
1	Aisle 16	Location 9
2	Aisle 1	Location 30
3	Aisle 6	Location 41
4	Aisle 12	Location 9
5	Aisle 12	Location 5
6	Aisle 1	Location 26
7	Aisle 15	Location 38
8	Aisle 18	Location 14
9	Aisle 18	Location 38
10	Aisle 1	Location 28
11	Aisle 8	Location 15
12	Aisle 17	Location 29
13	Aisle 4	Location 19
14	Aisle 1	Location 43
Order 5	number of articles 5
0	Aisle 7	Location 19
1	Aisle 15	Location 23
2	Aisle 4	Location 38
3	Aisle 5	Location 19
4	Aisle 7	Location 26
Order 6	number of articles 22
0	Aisle 10	Location 8
1	Aisle 1	Location 15
2	Aisle 18	Location 2
3	Aisle 8	Location 3
4	Aisle 2	Location 29
5	Aisle 5	Location 13
6	Aisle 17	Location 28
7	Aisle 1	Location 40
