Order 0	number of articles 6
0	Aisle 3	Location 13
1	Aisle 17	Location 14
2	Aisle 7	Location 25
3	Aisle 13	Location 13
4	Aisle 17	Location 39
5	Aisle 13	Location 41
Order 1	number of articles 13
0	Aisle 4	Location 19
1	Aisle 18	Location 4
2	Aisle 16	Location 31
3	Aisle 0	Location 15
4	Aisle 13	Location 22
5	Aisle 2	Location 44
6	Aisle 2	Location 6
7	Aisle 16	Location 18
8	Aisle 8	Location 19
9	Aisle 3	Location 40
10	Aisle 4	Location 30
11	Aisle 16	Location 38
12	Aisle 8	Location 27
Order 2	number of articles 15
0	Aisle 11	Location 0
1	Aisle 15	Location 0
2	Aisle 17	Location 15
3	Aisle 16	Location 35
4	Aisle 0	Location 41
5	Aisle 6	Location 28
6	Aisle 6	Location 20
7	Aisle 7	Location 9
8	Aisle 0	Location 13
9	Aisle 13	Location 1
10	Aisle 5	Location 22
11	Aisle 10	Location 15
12	Aisle 14	Location 27
13	Aisle 8	Location 2
14	Aisle 19	Location 3
Order 3	number of articles 11
0	Aisle 9	Location 15
1	Aisle 16	Location 19
2	Aisle 12	Location 22
3	Aisle 9	Location 10
4	Aisle 10	Location 8
5	Aisle 14	Location 12
6	Aisle 18	Location 3
7	Aisle 15	Location 25
8	Aisle 9	Location 43
9	Aisle 1	Location 37
10	Aisle 14	Location 22
Order 4	number of articles 9
0	Aisle 18	Location 11
1	Aisle 0	Location 31
2	Aisle 16	Location 21
3	Aisle 11	Location 23
4	Aisle 8	Location 24
5	Aisle 8	Location 33
6	Aisle 12	Location 10
7	Aisle 11	Location 40
8	Aisle 9	Location 37
Order 5	number of articles 16
0	Aisle 3	Location 13
1	Aisle 8	Location 13
2	Aisle 18	Location 1
3	Aisle 19	Location 9
4	Aisle 3	Location 8
5	Aisle 17	Location 42
6	Aisle 14	Location 7
7	Aisle 5	Location 19
8	Aisle 17	Location 11
9	Aisle 10	Location 43
10	Aisle 12	Location 9
11	Aisle 0	Location 27
12	Aisle 9	Location 39
13	Aisle 4	Location 19
14	Aisle 19	Location 3
15	Aisle 12	Location 44
Order 6	number of articles 19
0	Aisle 19	Location 23
1	Aisle 0	Location 6
2	Aisle 2	Location 3
3	Aisle 16	Location 13
4	Aisle 18	Location 10
5	Aisle 12	Location 11
6	Aisle 5	Location 18
7	Aisle 11	Location 42
8	Aisle 2	Location 22
9	Aisle 7	Location 27
10	Aisle 3	Location 20
11	Aisle 10	Location 25
12	Aisle 12	Location 28
13	Aisle 16	Location 37
14	Aisle 8	Location 32
15	Aisle 15	Location 21
16	Aisle 17	Location 25
17	Aisle 16	Location 18
18	Aisle 18	Location 25
Order 7	number of articles 12
0	Aisle 18	Location 16
1	Aisle 11	Location 33
2	Aisle 19	Location 24
3	Aisle 17	Location 11
4	Aisle 15	Location 9
5	Aisle 1	Location 19
6	Aisle 16	Location 16
7	Aisle 17	Location 22
8	Aisle 13	Location 13
9	Aisle 8	Location 5
10	Aisle 9	Location 15
11	Aisle 14	Location 13
Order 8	number of articles 8
0	Aisle 12	Location 27
1	Aisle 0	Location 18
2	Aisle 4	Location 4
3	Aisle 11	Location 31
4	Aisle 18	Location 26
5	Aisle 17	Location 28
6	Aisle 5	Location 42
7	Aisle 1	Location 23
Order 9	number of articles 23
0	Aisle 2	Location 6
1	Aisle 18	Location 25
2	Aisle 12	Location 6
3	Aisle 18	Location 27
4	Aisle 11	Location 41
5	Aisle 11	Location 9
6	Aisle 19	Location 1
7	Aisle 10	Location 16
8	Aisle 2	Location 25
9	Aisle 9	Location 16
10	Aisle 9	Location 34
11	Aisle 1	Location 36
12	Aisle 2	Location 34
13	Aisle 9	Location 42
14	Aisle 19	Location 25
15	Aisle 7	Location 4
16	Aisle 11	Location 21
17	Aisle 0	Location 42
18	Aisle 5	Location 7
19	Aisle 17	Location 42
20	Aisle 4	Location 43
21	Aisle 4	Location 39
22	Aisle 5	Location 21
Order 10	number of articles 8
0	Aisle 18	Location 43
1	Aisle 12	Location 15
2	Aisle 5	Location 9
3	Aisle 11	Location 19
4	Aisle 12	Location 0
5	Aisle 1	Location 22
6	Aisle 1	Location 3
7	Aisle 14	Location 29
