Order 0	number of articles 20
0	Aisle 17	Location 37
1	Aisle 7	Location 23
2	Aisle 5	Location 20
3	Aisle 7	Location 15
4	Aisle 11	Location 21
5	Aisle 1	Location 44
6	Aisle 12	Location 20
7	Aisle 0	Location 3
8	Aisle 1	Location 7
9	Aisle 10	Location 42
10	Aisle 16	Location 18
11	Aisle 12	Location 11
12	Aisle 9	Location 0
13	Aisle 5	Location 9
14	Aisle 10	Location 33
15	Aisle 19	Location 42
16	Aisle 7	Location 2
17	Aisle 19	Location 19
18	Aisle 13	Location 33
19	Aisle 10	Location 18
Order 1	number of articles 9
0	Aisle 14	Location 13
1	Aisle 19	Location 26
2	Aisle 15	Location 40
3	Aisle 17	Location 5
4	Aisle 5	Location 29
5	Aisle 1	Location 8
6	Aisle 10	Location 24
7	Aisle 13	Location 6
8	Aisle 19	Location 27
Order 2	number of articles 8
0	Aisle 8	Location 24
1	Aisle 3	Location 17
2	Aisle 6	Location 22
3	Aisle 10	Location 38
4	Aisle 2	Location 33
5	Aisle 2	Location 30
6	Aisle 18	Location 16
7	Aisle 11	Location 18
Order 3	number of articles 12
0	Aisle 18	Location 5
1	Aisle 12	Location 39
2	Aisle 0	Location 10
3	Aisle 3	Location 12
4	Aisle 7	Location 0
5	Aisle 3	Location 18
6	Aisle 5	Location 28
7	Aisle 6	Location 29
8	Aisle 15	Location 30
9	Aisle 16	Location 29
10	Aisle 5	Location 19
11	Aisle 10	Location 29
Order 4	number of articles 5
0	Aisle 18	Location 24
1	Aisle 7	Location 1
2	Aisle 3	Location 21
3	Aisle 7	Location 9
4	Aisle 14	Location 32
Order 5	number of articles 10
0	Aisle 5	Location 7
1	Aisle 11	Location 27
2	Aisle 16	Location 19
3	Aisle 15	Location 43
4	Aisle 16	Location 16
5	Aisle 13	Location 0
6	Aisle 1	Location 25
7	Aisle 12	Location 27
8	Aisle 18	Location 26
9	Aisle 5	Location 9
Order 6	number of articles 11
0	Aisle 3	Location 36
1	Aisle 8	Location 31
2	Aisle 0	Location 2
3	Aisle 7	Location 10
4	Aisle 3	Location 30
5	Aisle 15	Location 4
6	Aisle 18	Location 10
7	Aisle 16	Location 31
8	Aisle 12	Location 3
9	Aisle 6	Location 7
10	Aisle 5	Location 36
Order 7	number of articles 6
0	Aisle 8	Location 10
1	Aisle 15	Location 0
2	Aisle 11	Location 27
3	Aisle 14	Location 29
4	Aisle 6	Location 24
5	Aisle 1	Location 23
Order 8	number of articles 14
0	Aisle 18	Location 20
1	Aisle 19	Location 0
2	Aisle 14	Location 22
3	Aisle 8	Location 22
4	Aisle 16	Location 11
5	Aisle 12	Location 2
6	Aisle 10	Location 10
7	Aisle 11	Location 35
8	Aisle 16	Location 35
9	Aisle 19	Location 2
10	Aisle 14	Location 28
11	Aisle 2	Location 18
