Order 0	number of articles 8
0	Aisle 13	Location 9
1	Aisle 17	Location 40
2	Aisle 6	Location 37
3	Aisle 4	Location 24
4	Aisle 15	Location 43
5	Aisle 1	Location 17
6	Aisle 3	Location 14
7	Aisle 12	Location 18
Order 1	number of articles 20
0	Aisle 9	Location 23
1	Aisle 14	Location 25
2	Aisle 0	Location 16
3	Aisle 12	Location 30
4	Aisle 6	Location 10
5	Aisle 4	Location 1
6	Aisle 0	Location 28
7	Aisle 4	Location 16
8	Aisle 17	Location 9
9	Aisle 12	Location 36
10	Aisle 10	Location 11
11	Aisle 2	Location 7
12	Aisle 15	Location 13
13	Aisle 14	Location 43
14	Aisle 5	Location 13
15	Aisle 17	Location 3
16	Aisle 15	Location 2
17	Aisle 16	Location 43
18	Aisle 17	Location 35
19	Aisle 18	Location 5
Order 2	number of articles 5
0	Aisle 11	Location 13
1	Aisle 14	Location 19
2	Aisle 7	Location 4
3	Aisle 18	Location 26
4	Aisle 7	Location 6
Order 3	number of articles 20
0	Aisle 7	Location 39
1	Aisle 17	Location 3
2	Aisle 6	Location 22
3	Aisle 7	Location 30
4	Aisle 15	Location 14
5	Aisle 6	Location 31
6	Aisle 4	Location 9
7	Aisle 19	Location 11
8	Aisle 0	Location 44
9	Aisle 15	Location 9
10	Aisle 4	Location 44
11	Aisle 11	Location 38
12	Aisle 17	Location 39
13	Aisle 9	Location 41
14	Aisle 8	Location 30
15	Aisle 4	Location 27
16	Aisle 8	Location 14
17	Aisle 15	Location 10
18	Aisle 14	Location 0
19	Aisle 6	Location 28
Order 4	number of articles 12
0	Aisle 13	Location 12
1	Aisle 19	Location 15
2	Aisle 19	Location 24
3	Aisle 6	Location 19
4	Aisle 3	Location 40
5	Aisle 3	Location 41
6	Aisle 5	Location 44
7	Aisle 18	Location 30
8	Aisle 7	Location 21
9	Aisle 1	Location 31
10	Aisle 12	Location 5
11	Aisle 15	Location 42
Order 5	number of articles 21
0	Aisle 19	Location 28
1	Aisle 17	Location 14
2	Aisle 10	Location 30
3	Aisle 13	Location 18
4	Aisle 3	Location 43
5	Aisle 0	Location 6
6	Aisle 5	Location 9
7	Aisle 1	Location 7
8	Aisle 18	Location 13
9	Aisle 18	Location 0
10	Aisle 7	Location 41
11	Aisle 15	Location 12
12	Aisle 11	Location 1
13	Aisle 0	Location 33
14	Aisle 19	Location 25
15	Aisle 6	Location 29
16	Aisle 6	Location 44
17	Aisle 5	Location 32
18	Aisle 4	Location 43
19	Aisle 9	Location 9
20	Aisle 14	Location 42
Order 6	number of articles 7
0	Aisle 15	Location 5
1	Aisle 7	Location 0
2	Aisle 13	Location 5
3	Aisle 1	Location 34
4	Aisle 7	Location 4
5	Aisle 16	Location 6
6	Aisle 12	Location 19
Order 7	number of articles 12
0	Aisle 14	Location 28
1	Aisle 12	Location 20
2	Aisle 1	Location 39
3	Aisle 16	Location 29
4	Aisle 6	Location 22
5	Aisle 2	Location 33
6	Aisle 6	Location 43
7	Aisle 8	Location 36
8	Aisle 2	Location 34
9	Aisle 18	Location 18
10	Aisle 8	Location 38
11	Aisle 7	Location 4
Order 8	number of articles 8
0	Aisle 3	Location 43
1	Aisle 3	Location 2
2	Aisle 7	Location 6
3	Aisle 14	Location 25
4	Aisle 15	Location 7
5	Aisle 9	Location 5
6	Aisle 10	Location 39
7	Aisle 8	Location 7
Order 9	number of articles 20
0	Aisle 4	Location 3
1	Aisle 14	Location 25
2	Aisle 5	Location 20
3	Aisle 2	Location 29
4	Aisle 16	Location 21
5	Aisle 14	Location 33
6	Aisle 1	Location 23
7	Aisle 10	Location 42
8	Aisle 10	Location 44
9	Aisle 19	Location 33
10	Aisle 13	Location 41
11	Aisle 6	Location 21
12	Aisle 17	Location 44
13	Aisle 18	Location 42
14	Aisle 4	Location 1
15	Aisle 12	Location 40
16	Aisle 16	Location 38
17	Aisle 17	Location 34
18	Aisle 4	Location 27
19	Aisle 14	Location 8
Order 10	number of articles 7
0	Aisle 12	Location 13
1	Aisle 15	Location 16
2	Aisle 19	Location 39
3	Aisle 19	Location 33
4	Aisle 5	Location 30
5	Aisle 10	Location 7
6	Aisle 15	Location 31
Order 11	number of articles 22
0	Aisle 1	Location 28
1	Aisle 1	Location 40
2	Aisle 0	Location 2
3	Aisle 19	Location 29
4	Aisle 12	Location 39
5	Aisle 19	Location 22
