Order 0	number of articles 15
0	Aisle 15	Location 43
1	Aisle 8	Location 18
2	Aisle 14	Location 11
3	Aisle 2	Location 28
4	Aisle 8	Location 22
5	Aisle 5	Location 15
6	Aisle 13	Location 14
7	Aisle 19	Location 4
8	Aisle 0	Location 41
9	Aisle 15	Location 14
10	Aisle 6	Location 44
11	Aisle 10	Location 37
12	Aisle 14	Location 33
13	Aisle 8	Location 24
14	Aisle 4	Location 6
Order 1	number of articles 10
0	Aisle 11	Location 31
1	Aisle 12	Location 12
2	Aisle 6	Location 41
3	Aisle 12	Location 6
4	Aisle 0	Location 44
5	Aisle 2	Location 30
6	Aisle 1	Location 37
7	Aisle 12	Location 14
8	Aisle 4	Location 38
9	Aisle 3	Location 43
Order 2	number of articles 18
0	Aisle 2	Location 10
1	Aisle 12	Location 44
2	Aisle 18	Location 18
3	Aisle 6	Location 24
4	Aisle 5	Location 21
5	Aisle 11	Location 27
6	Aisle 4	Location 14
7	Aisle 2	Location 12
8	Aisle 11	Location 12
9	Aisle 3	Location 44
10	Aisle 1	Location 9
11	Aisle 15	Location 1
12	Aisle 10	Location 27
13	Aisle 4	Location 0
14	Aisle 14	Location 10
15	Aisle 13	Location 43
16	Aisle 19	Location 29
17	Aisle 12	Location 41
Order 3	number of articles 21
0	Aisle 5	Location 41
1	Aisle 8	Location 33
2	Aisle 16	Location 12
3	Aisle 10	Location 0
4	Aisle 9	Location 16
5	Aisle 9	Location 8
6	Aisle 7	Location 44
7	Aisle 15	Location 40
8	Aisle 9	Location 13
9	Aisle 5	Location 23
10	Aisle 11	Location 29
11	Aisle 0	Location 24
12	Aisle 15	Location 39
13	Aisle 2	Location 24
14	Aisle 15	Location 8
15	Aisle 14	Location 38
16	Aisle 14	Location 3
17	Aisle 17	Location 20
18	Aisle 7	Location 43
19	Aisle 0	Location 10
20	Aisle 1	Location 29
Order 4	number of articles 20
0	Aisle 2	Location 13
1	Aisle 0	Location 33
2	Aisle 6	Location 41
3	Aisle 3	Location 18
4	Aisle 8	Location 30
5	Aisle 9	Location 36
6	Aisle 19	Location 38
7	Aisle 4	Location 35
8	Aisle 14	Location 2
9	Aisle 18	Location 9
10	Aisle 19	Location 10
11	Aisle 16	Location 44
12	Aisle 9	Location 11
13	Aisle 3	Location 3
14	Aisle 17	Location 2
15	Aisle 10	Location 16
16	Aisle 16	Location 28
17	Aisle 13	Location 30
18	Aisle 12	Location 13
19	Aisle 15	Location 39
Order 5	number of articles 10
0	Aisle 10	Location 23
1	Aisle 0	Location 42
2	Aisle 6	Location 18
3	Aisle 5	Location 4
4	Aisle 6	Location 26
5	Aisle 9	Location 0
6	Aisle 14	Location 19
7	Aisle 18	Location 7
8	Aisle 18	Location 40
9	Aisle 9	Location 44
Order 6	number of articles 10
0	Aisle 12	Location 20
1	Aisle 2	Location 6
2	Aisle 9	Location 32
3	Aisle 17	Location 24
4	Aisle 12	Location 3
5	Aisle 10	Location 39
6	Aisle 2	Location 40
7	Aisle 18	Location 12
8	Aisle 8	Location 5
9	Aisle 6	Location 41
Order 7	number of articles 15
0	Aisle 10	Location 23
1	Aisle 6	Location 24
2	Aisle 15	Location 37
3	Aisle 10	Location 42
4	Aisle 11	Location 12
5	Aisle 4	Location 25
6	Aisle 0	Location 35
7	Aisle 13	Location 37
8	Aisle 11	Location 37
9	Aisle 11	Location 17
10	Aisle 2	Location 19
11	Aisle 14	Location 5
12	Aisle 10	Location 24
13	Aisle 10	Location 35
14	Aisle 0	Location 8
Order 8	number of articles 22
0	Aisle 13	Location 3
1	Aisle 3	Location 41
2	Aisle 10	Location 21
3	Aisle 10	Location 26
4	Aisle 10	Location 38
5	Aisle 0	Location 6
6	Aisle 0	Location 34
7	Aisle 4	Location 12
8	Aisle 7	Location 29
9	Aisle 2	Location 24
10	Aisle 16	Location 2
11	Aisle 13	Location 18
12	Aisle 13	Location 36
13	Aisle 17	Location 39
14	Aisle 4	Location 38
15	Aisle 13	Location 29
16	Aisle 14	Location 35
17	Aisle 1	Location 14
18	Aisle 7	Location 5
19	Aisle 2	Location 15
20	Aisle 16	Location 33
21	Aisle 8	Location 33
Order 9	number of articles 11
0	Aisle 0	Location 34
1	Aisle 1	Location 1
2	Aisle 10	Location 19
3	Aisle 16	Location 2
4	Aisle 15	Location 33
5	Aisle 18	Location 30
6	Aisle 19	Location 25
7	Aisle 12	Location 42
8	Aisle 19	Location 34
9	Aisle 12	Location 21
10	Aisle 19	Location 30
Order 10	number of articles 6
0	Aisle 12	Location 19
1	Aisle 3	Location 7
2	Aisle 11	Location 33
3	Aisle 5	Location 35
4	Aisle 7	Location 17
5	Aisle 2	Location 7
Order 11	number of articles 15
0	Aisle 13	Location 17
1	Aisle 15	Location 34
2	Aisle 14	Location 30
3	Aisle 14	Location 28
4	Aisle 0	Location 6
5	Aisle 7	Location 28
6	Aisle 17	Location 18
7	Aisle 12	Location 1
8	Aisle 7	Location 15
9	Aisle 8	Location 43
10	Aisle 18	Location 37
11	Aisle 5	Location 24
12	Aisle 7	Location 33
13	Aisle 0	Location 23
14	Aisle 0	Location 9
Order 12	number of articles 22
0	Aisle 3	Location 29
1	Aisle 16	Location 23
2	Aisle 10	Location 38
3	Aisle 5	Location 7
4	Aisle 5	Location 11
5	Aisle 4	Location 16
6	Aisle 17	Location 7
7	Aisle 11	Location 26
8	Aisle 1	Location 39
9	Aisle 18	Location 39
10	Aisle 11	Location 9
11	Aisle 18	Location 15
12	Aisle 0	Location 35
13	Aisle 7	Location 23
14	Aisle 2	Location 43
15	Aisle 9	Location 15
16	Aisle 5	Location 29
17	Aisle 0	Location 2
18	Aisle 6	Location 44
19	Aisle 5	Location 10
20	Aisle 19	Location 6
21	Aisle 16	Location 5
Order 13	number of articles 21
0	Aisle 5	Location 19
1	Aisle 2	Location 18
2	Aisle 5	Location 42
3	Aisle 1	Location 23
4	Aisle 10	Location 26
5	Aisle 17	Location 31
6	Aisle 0	Location 43
7	Aisle 13	Location 15
8	Aisle 8	Location 15
9	Aisle 3	Location 31
10	Aisle 1	Location 15
11	Aisle 5	Location 15
12	Aisle 9	Location 36
13	Aisle 3	Location 15
14	Aisle 4	Location 14
15	Aisle 9	Location 0
16	Aisle 19	Location 40
17	Aisle 15	Location 21
18	Aisle 2	Location 30
19	Aisle 2	Location 19
20	Aisle 0	Location 29
Order 14	number of articles 15
0	Aisle 18	Location 28
1	Aisle 2	Location 5
2	Aisle 10	Location 41
3	Aisle 6	Location 19
4	Aisle 16	Location 14
5	Aisle 5	Location 29
6	Aisle 12	Location 4
7	Aisle 4	Location 43
8	Aisle 1	Location 27
9	Aisle 2	Location 26
10	Aisle 0	Location 36
11	Aisle 10	Location 7
12	Aisle 14	Location 5
13	Aisle 17	Location 31
14	Aisle 19	Location 35
Order 15	number of articles 21
0	Aisle 15	Location 31
1	Aisle 7	Location 38
2	Aisle 5	Location 15
3	Aisle 3	Location 36
4	Aisle 10	Location 1
5	Aisle 10	Location 32
6	Aisle 13	Location 25
7	Aisle 15	Location 0
8	Aisle 9	Location 29
9	Aisle 18	Location 4
10	Aisle 8	Location 14
11	Aisle 13	Location 40
12	Aisle 3	Location 30
13	Aisle 18	Location 9
14	Aisle 11	Location 31
15	Aisle 14	Location 17
16	Aisle 9	Location 4
17	Aisle 0	Location 13
18	Aisle 11	Location 28
19	Aisle 11	Location 14
20	Aisle 13	Location 35
Order 16	number of articles 17
0	Aisle 1	Location 31
1	Aisle 11	Location 21
2	Aisle 0	Location 35
3	Aisle 10	Location 4
4	Aisle 17	Location 24
5	Aisle 8	Location 30
6	Aisle 10	Location 42
7	Aisle 2	Location 20
8	Aisle 3	Location 11
9	Aisle 18	Location 17
10	Aisle 12	Location 8
11	Aisle 6	Location 8
12	Aisle 13	Location 28
13	Aisle 7	Location 33
14	Aisle 5	Location 16
15	Aisle 14	Location 18
16	Aisle 17	Location 38
Order 17	number of articles 17
0	Aisle 13	Location 42
1	Aisle 3	Location 17
2	Aisle 6	Location 38
3	Aisle 6	Location 16
4	Aisle 3	Location 14
5	Aisle 16	Location 15
6	Aisle 17	Location 6
7	Aisle 2	Location 24
8	Aisle 7	Location 18
9	Aisle 2	Location 23
10	Aisle 10	Location 12
11	Aisle 5	Location 37
12	Aisle 13	Location 33
13	Aisle 11	Location 27
14	Aisle 14	Location 44
15	Aisle 2	Location 27
16	Aisle 17	Location 10
Order 18	number of articles 17
0	Aisle 19	Location 32
1	Aisle 8	Location 27
2	Aisle 17	Location 0
3	Aisle 6	Location 0
4	Aisle 4	Location 27
5	Aisle 10	Location 0
6	Aisle 7	Location 36
7	Aisle 18	Location 36
8	Aisle 8	Location 2
9	Aisle 15	Location 31
10	Aisle 5	Location 35
11	Aisle 3	Location 5
12	Aisle 6	Location 19
13	Aisle 7	Location 42
14	Aisle 16	Location 15
15	Aisle 15	Location 11
16	Aisle 15	Location 36
Order 19	number of articles 8
0	Aisle 13	Location 20
1	Aisle 5	Location 20
2	Aisle 15	Location 27
3	Aisle 3	Location 1
4	Aisle 14	Location 43
5	Aisle 15	Location 31
6	Aisle 4	Location 7
7	Aisle 13	Location 42
