Order 0	number of articles 7
0	Aisle 8	Location 16
1	Aisle 1	Location 19
2	Aisle 2	Location 39
3	Aisle 9	Location 6
4	Aisle 5	Location 21
5	Aisle 15	Location 1
6	Aisle 10	Location 24
Order 1	number of articles 9
0	Aisle 16	Location 2
1	Aisle 13	Location 18
2	Aisle 4	Location 35
3	Aisle 5	Location 6
4	Aisle 12	Location 3
5	Aisle 5	Location 39
6	Aisle 2	Location 28
7	Aisle 3	Location 28
8	Aisle 4	Location 32
Order 2	number of articles 13
0	Aisle 16	Location 41
1	Aisle 7	Location 6
2	Aisle 17	Location 22
3	Aisle 13	Location 22
4	Aisle 2	Location 14
5	Aisle 5	Location 7
6	Aisle 9	Location 10
7	Aisle 3	Location 22
8	Aisle 2	Location 41
9	Aisle 3	Location 16
10	Aisle 11	Location 6
11	Aisle 3	Location 44
12	Aisle 13	Location 13
Order 3	number of articles 23
0	Aisle 15	Location 30
1	Aisle 17	Location 4
2	Aisle 1	Location 1
3	Aisle 3	Location 41
4	Aisle 1	Location 27
5	Aisle 11	Location 31
6	Aisle 13	Location 21
7	Aisle 11	Location 18
8	Aisle 19	Location 5
9	Aisle 8	Location 33
10	Aisle 11	Location 28
11	Aisle 12	Location 21
12	Aisle 4	Location 44
13	Aisle 17	Location 7
14	Aisle 16	Location 21
15	Aisle 0	Location 2
16	Aisle 7	Location 15
17	Aisle 13	Location 1
18	Aisle 10	Location 39
19	Aisle 10	Location 18
20	Aisle 8	Location 42
21	Aisle 14	Location 14
22	Aisle 19	Location 20
Order 4	number of articles 17
0	Aisle 15	Location 42
1	Aisle 11	Location 39
2	Aisle 11	Location 14
3	Aisle 8	Location 44
4	Aisle 12	Location 1
5	Aisle 7	Location 40
6	Aisle 0	Location 31
7	Aisle 13	Location 10
8	Aisle 15	Location 8
9	Aisle 7	Location 9
10	Aisle 17	Location 17
11	Aisle 10	Location 34
12	Aisle 19	Location 42
13	Aisle 1	Location 9
14	Aisle 12	Location 6
15	Aisle 6	Location 41
16	Aisle 12	Location 44
Order 5	number of articles 14
0	Aisle 8	Location 36
1	Aisle 6	Location 35
2	Aisle 1	Location 25
3	Aisle 5	Location 41
4	Aisle 13	Location 44
5	Aisle 9	Location 32
6	Aisle 19	Location 34
7	Aisle 3	Location 13
8	Aisle 0	Location 18
9	Aisle 15	Location 44
10	Aisle 4	Location 21
