Order 0	number of articles 17
0	Aisle 2	Location 17
1	Aisle 14	Location 1
2	Aisle 6	Location 33
3	Aisle 6	Location 21
4	Aisle 3	Location 3
5	Aisle 10	Location 24
6	Aisle 12	Location 18
7	Aisle 10	Location 31
8	Aisle 6	Location 31
9	Aisle 12	Location 42
10	Aisle 16	Location 12
11	Aisle 9	Location 6
12	Aisle 4	Location 38
13	Aisle 9	Location 5
14	Aisle 8	Location 3
15	Aisle 11	Location 1
16	Aisle 16	Location 17
Order 1	number of articles 18
0	Aisle 16	Location 1
1	Aisle 12	Location 6
2	Aisle 17	Location 0
3	Aisle 9	Location 23
4	Aisle 2	Location 39
5	Aisle 9	Location 44
6	Aisle 19	Location 12
7	Aisle 17	Location 18
8	Aisle 18	Location 14
9	Aisle 11	Location 35
10	Aisle 5	Location 4
11	Aisle 19	Location 42
12	Aisle 16	Location 41
13	Aisle 11	Location 22
14	Aisle 15	Location 17
15	Aisle 1	Location 1
16	Aisle 11	Location 37
17	Aisle 2	Location 38
Order 2	number of articles 17
0	Aisle 16	Location 43
1	Aisle 15	Location 15
2	Aisle 15	Location 34
3	Aisle 1	Location 12
4	Aisle 19	Location 6
5	Aisle 12	Location 31
6	Aisle 18	Location 43
7	Aisle 12	Location 2
8	Aisle 1	Location 19
9	Aisle 18	Location 20
10	Aisle 10	Location 27
11	Aisle 10	Location 23
12	Aisle 6	Location 11
13	Aisle 18	Location 6
14	Aisle 16	Location 9
15	Aisle 12	Location 35
16	Aisle 4	Location 14
Order 3	number of articles 6
0	Aisle 14	Location 44
1	Aisle 7	Location 32
2	Aisle 17	Location 32
3	Aisle 16	Location 8
4	Aisle 9	Location 4
5	Aisle 10	Location 28
Order 4	number of articles 17
0	Aisle 2	Location 41
1	Aisle 1	Location 43
2	Aisle 6	Location 40
3	Aisle 4	Location 5
4	Aisle 9	Location 2
5	Aisle 14	Location 30
6	Aisle 2	Location 42
7	Aisle 19	Location 9
8	Aisle 2	Location 43
9	Aisle 19	Location 13
10	Aisle 13	Location 39
11	Aisle 8	Location 15
12	Aisle 9	Location 5
13	Aisle 4	Location 12
14	Aisle 9	Location 8
15	Aisle 17	Location 31
16	Aisle 4	Location 7
Order 5	number of articles 16
0	Aisle 15	Location 3
1	Aisle 10	Location 32
2	Aisle 3	Location 34
3	Aisle 7	Location 35
4	Aisle 16	Location 29
5	Aisle 3	Location 9
6	Aisle 3	Location 30
7	Aisle 17	Location 44
8	Aisle 12	Location 40
9	Aisle 17	Location 15
10	Aisle 19	Location 37
11	Aisle 6	Location 27
12	Aisle 12	Location 39
13	Aisle 19	Location 39
14	Aisle 12	Location 3
15	Aisle 9	Location 10
Order 6	number of articles 21
0	Aisle 9	Location 6
1	Aisle 13	Location 40
2	Aisle 0	Location 4
3	Aisle 15	Location 32
4	Aisle 9	Location 5
5	Aisle 16	Location 9
6	Aisle 16	Location 11
7	Aisle 17	Location 16
8	Aisle 11	Location 5
9	Aisle 4	Location 40
10	Aisle 18	Location 43
11	Aisle 2	Location 9
12	Aisle 17	Location 37
13	Aisle 6	Location 34
14	Aisle 6	Location 23
15	Aisle 6	Location 17
16	Aisle 1	Location 23
17	Aisle 10	Location 27
18	Aisle 12	Location 24
19	Aisle 18	Location 6
20	Aisle 3	Location 35
Order 7	number of articles 13
0	Aisle 4	Location 31
1	Aisle 7	Location 42
2	Aisle 8	Location 19
3	Aisle 3	Location 18
4	Aisle 18	Location 10
5	Aisle 5	Location 4
6	Aisle 17	Location 24
7	Aisle 17	Location 18
8	Aisle 12	Location 34
9	Aisle 9	Location 30
10	Aisle 8	Location 13
11	Aisle 17	Location 38
12	Aisle 18	Location 26
Order 8	number of articles 5
0	Aisle 17	Location 23
1	Aisle 5	Location 25
2	Aisle 10	Location 9
3	Aisle 13	Location 0
4	Aisle 18	Location 9
Order 9	number of articles 9
0	Aisle 11	Location 38
1	Aisle 13	Location 18
2	Aisle 16	Location 27
3	Aisle 4	Location 32
4	Aisle 16	Location 26
5	Aisle 13	Location 17
6	Aisle 13	Location 21
7	Aisle 4	Location 18
8	Aisle 15	Location 13
Order 10	number of articles 8
0	Aisle 9	Location 1
1	Aisle 13	Location 6
2	Aisle 13	Location 37
3	Aisle 6	Location 33
4	Aisle 17	Location 21
5	Aisle 12	Location 3
6	Aisle 2	Location 32
7	Aisle 10	Location 42
Order 11	number of articles 21
0	Aisle 5	Location 35
1	Aisle 11	Location 38
2	Aisle 6	Location 44
3	Aisle 9	Location 44
4	Aisle 5	Location 25
5	Aisle 13	Location 9
