Order 0	number of articles 17
0	Aisle 1	Location 4
1	Aisle 19	Location 23
2	Aisle 17	Location 17
3	Aisle 9	Location 12
4	Aisle 1	Location 44
5	Aisle 12	Location 25
6	Aisle 0	Location 5
7	Aisle 9	Location 9
8	Aisle 0	Location 16
9	Aisle 13	Location 10
10	Aisle 10	Location 22
11	Aisle 3	Location 41
12	Aisle 14	Location 24
13	Aisle 1	Location 5
14	Aisle 0	Location 30
15	Aisle 16	Location 30
16	Aisle 10	Location 38
Order 1	number of articles 9
0	Aisle 2	Location 21
1	Aisle 8	Location 17
2	Aisle 14	Location 17
3	Aisle 18	Location 37
4	Aisle 1	Location 40
5	Aisle 14	Location 23
6	Aisle 9	Location 13
7	Aisle 18	Location 24
8	Aisle 3	Location 13
Order 2	number of articles 14
0	Aisle 16	Location 35
1	Aisle 16	Location 10
2	Aisle 17	Location 35
3	Aisle 5	Location 24
4	Aisle 3	Location 5
5	Aisle 18	Location 29
6	Aisle 14	Location 35
7	Aisle 16	Location 2
8	Aisle 12	Location 10
9	Aisle 8	Location 38
10	Aisle 16	Location 25
11	Aisle 17	Location 4
12	Aisle 1	Location 36
13	Aisle 8	Location 2
Order 3	number of articles 13
0	Aisle 10	Location 33
1	Aisle 12	Location 35
2	Aisle 16	Location 42
3	Aisle 7	Location 23
4	Aisle 7	Location 25
5	Aisle 14	Location 27
6	Aisle 1	Location 31
7	Aisle 5	Location 20
8	Aisle 6	Location 11
9	Aisle 11	Location 34
10	Aisle 13	Location 31
11	Aisle 16	Location 34
12	Aisle 6	Location 8
Order 4	number of articles 8
0	Aisle 8	Location 37
1	Aisle 19	Location 33
2	Aisle 18	Location 44
3	Aisle 8	Location 44
4	Aisle 19	Location 5
5	Aisle 18	Location 14
6	Aisle 19	Location 21
7	Aisle 8	Location 41
Order 5	number of articles 19
0	Aisle 6	Location 29
1	Aisle 17	Location 13
2	Aisle 8	Location 4
3	Aisle 3	Location 40
4	Aisle 3	Location 24
5	Aisle 3	Location 41
6	Aisle 17	Location 30
7	Aisle 14	Location 18
8	Aisle 17	Location 17
9	Aisle 6	Location 35
10	Aisle 4	Location 1
11	Aisle 17	Location 40
12	Aisle 6	Location 10
13	Aisle 17	Location 25
14	Aisle 16	Location 12
15	Aisle 0	Location 35
16	Aisle 15	Location 10
17	Aisle 14	Location 19
18	Aisle 8	Location 28
Order 6	number of articles 19
0	Aisle 13	Location 4
1	Aisle 8	Location 25
2	Aisle 13	Location 12
3	Aisle 13	Location 36
4	Aisle 11	Location 25
5	Aisle 10	Location 28
6	Aisle 17	Location 31
7	Aisle 11	Location 27
8	Aisle 6	Location 8
9	Aisle 2	Location 25
10	Aisle 19	Location 41
11	Aisle 7	Location 36
12	Aisle 18	Location 30
13	Aisle 17	Location 1
14	Aisle 0	Location 42
15	Aisle 5	Location 38
16	Aisle 5	Location 1
