Order 0	number of articles 6
0	Aisle 1	Location 24
1	Aisle 14	Location 40
2	Aisle 1	Location 2
3	Aisle 11	Location 42
4	Aisle 6	Location 25
5	Aisle 0	Location 1
Order 1	number of articles 18
0	Aisle 19	Location 20
1	Aisle 0	Location 33
2	Aisle 12	Location 42
3	Aisle 17	Location 41
4	Aisle 14	Location 18
5	Aisle 1	Location 19
6	Aisle 0	Location 44
7	Aisle 13	Location 29
8	Aisle 0	Location 3
9	Aisle 0	Location 12
10	Aisle 7	Location 10
11	Aisle 1	Location 44
12	Aisle 10	Location 33
13	Aisle 16	Location 21
14	Aisle 8	Location 20
15	Aisle 1	Location 15
16	Aisle 1	Location 24
17	Aisle 8	Location 2
Order 2	number of articles 14
0	Aisle 0	Location 28
1	Aisle 11	Location 7
2	Aisle 7	Location 29
3	Aisle 19	Location 33
4	Aisle 19	Location 18
5	Aisle 1	Location 14
6	Aisle 15	Location 31
7	Aisle 0	Location 15
8	Aisle 1	Location 18
9	Aisle 17	Location 11
10	Aisle 0	Location 42
11	Aisle 16	Location 5
12	Aisle 1	Location 3
13	Aisle 13	Location 3
Order 3	number of articles 9
0	Aisle 0	Location 1
1	Aisle 16	Location 19
2	Aisle 0	Location 10
3	Aisle 13	Location 5
4	Aisle 12	Location 30
5	Aisle 12	Location 34
6	Aisle 14	Location 17
7	Aisle 1	Location 0
8	Aisle 1	Location 35
Order 4	number of articles 8
0	Aisle 0	Location 32
1	Aisle 1	Location 30
2	Aisle 13	Location 0
3	Aisle 19	Location 19
4	Aisle 8	Location 1
5	Aisle 14	Location 28
6	Aisle 7	Location 9
7	Aisle 1	Location 8
Order 5	number of articles 9
0	Aisle 6	Location 20
1	Aisle 7	Location 4
2	Aisle 7	Location 16
3	Aisle 9	Location 23
4	Aisle 1	Location 24
5	Aisle 14	Location 35
6	Aisle 6	Location 17
7	Aisle 8	Location 26
8	Aisle 1	Location 38
Order 6	number of articles 10
0	Aisle 0	Location 13
1	Aisle 10	Location 26
2	Aisle 10	Location 31
3	Aisle 0	Location 22
4	Aisle 9	Location 32
5	Aisle 16	Location 19
6	Aisle 0	Location 31
7	Aisle 7	Location 26
8	Aisle 0	Location 37
9	Aisle 17	Location 5
Order 7	number of articles 6
0	Aisle 14	Location 44
1	Aisle 17	Location 19
2	Aisle 1	Location 8
3	Aisle 1	Location 26
4	Aisle 14	Location 17
5	Aisle 8	Location 11
Order 8	number of articles 13
0	Aisle 18	Location 31
1	Aisle 9	Location 32
2	Aisle 11	Location 12
3	Aisle 12	Location 14
4	Aisle 1	Location 39
5	Aisle 1	Location 12
6	Aisle 1	Location 34
7	Aisle 15	Location 34
8	Aisle 8	Location 36
9	Aisle 1	Location 30
10	Aisle 15	Location 27
11	Aisle 0	Location 22
12	Aisle 0	Location 3
Order 9	number of articles 14
0	Aisle 14	Location 23
1	Aisle 0	Location 9
2	Aisle 8	Location 6
3	Aisle 10	Location 17
4	Aisle 1	Location 40
5	Aisle 0	Location 35
6	Aisle 0	Location 0
7	Aisle 6	Location 13
8	Aisle 16	Location 6
9	Aisle 0	Location 14
10	Aisle 0	Location 37
11	Aisle 8	Location 19
12	Aisle 13	Location 1
13	Aisle 16	Location 33
Order 10	number of articles 20
0	Aisle 1	Location 39
1	Aisle 0	Location 28
2	Aisle 7	Location 32
3	Aisle 17	Location 44
4	Aisle 19	Location 43
5	Aisle 7	Location 23
6	Aisle 0	Location 38
7	Aisle 14	Location 23
8	Aisle 1	Location 1
9	Aisle 11	Location 17
10	Aisle 1	Location 2
11	Aisle 15	Location 9
12	Aisle 14	Location 16
13	Aisle 16	Location 37
14	Aisle 10	Location 3
15	Aisle 6	Location 42
16	Aisle 0	Location 21
17	Aisle 9	Location 9
18	Aisle 0	Location 6
19	Aisle 1	Location 17
Order 11	number of articles 11
0	Aisle 17	Location 34
1	Aisle 15	Location 11
2	Aisle 6	Location 31
3	Aisle 16	Location 35
4	Aisle 17	Location 36
5	Aisle 9	Location 4
6	Aisle 13	Location 11
7	Aisle 9	Location 8
8	Aisle 0	Location 7
9	Aisle 0	Location 10
10	Aisle 1	Location 25
Order 12	number of articles 12
0	Aisle 15	Location 7
1	Aisle 9	Location 0
2	Aisle 10	Location 32
3	Aisle 6	Location 4
4	Aisle 0	Location 12
5	Aisle 18	Location 22
6	Aisle 13	Location 30
7	Aisle 18	Location 38
8	Aisle 7	Location 32
9	Aisle 0	Location 26
10	Aisle 0	Location 30
11	Aisle 0	Location 27
Order 13	number of articles 5
0	Aisle 0	Location 39
1	Aisle 1	Location 19
2	Aisle 0	Location 23
3	Aisle 0	Location 13
4	Aisle 1	Location 24
Order 14	number of articles 13
0	Aisle 17	Location 6
1	Aisle 14	Location 9
2	Aisle 0	Location 1
3	Aisle 0	Location 5
4	Aisle 0	Location 9
5	Aisle 12	Location 33
6	Aisle 0	Location 11
7	Aisle 9	Location 16
8	Aisle 1	Location 14
9	Aisle 1	Location 34
10	Aisle 6	Location 40
11	Aisle 0	Location 30
12	Aisle 17	Location 26
Order 15	number of articles 13
0	Aisle 14	Location 23
1	Aisle 15	Location 35
2	Aisle 16	Location 6
3	Aisle 10	Location 23
4	Aisle 1	Location 16
5	Aisle 0	Location 11
6	Aisle 6	Location 14
7	Aisle 16	Location 20
8	Aisle 0	Location 7
9	Aisle 16	Location 3
10	Aisle 0	Location 23
11	Aisle 0	Location 0
12	Aisle 7	Location 8
Order 16	number of articles 9
0	Aisle 0	Location 1
1	Aisle 7	Location 2
2	Aisle 0	Location 39
3	Aisle 0	Location 43
4	Aisle 14	Location 15
5	Aisle 1	Location 27
6	Aisle 9	Location 42
7	Aisle 14	Location 4
8	Aisle 15	Location 40
Order 17	number of articles 20
0	Aisle 8	Location 21
1	Aisle 0	Location 1
2	Aisle 10	Location 5
3	Aisle 11	Location 28
4	Aisle 0	Location 27
5	Aisle 1	Location 18
6	Aisle 16	Location 5
7	Aisle 1	Location 11
8	Aisle 0	Location 19
9	Aisle 1	Location 19
10	Aisle 19	Location 38
11	Aisle 11	Location 5
12	Aisle 1	Location 24
13	Aisle 0	Location 40
14	Aisle 0	Location 34
15	Aisle 1	Location 7
16	Aisle 1	Location 17
