Order 0	number of articles 6
0	Aisle 1	Location 30
1	Aisle 11	Location 25
2	Aisle 0	Location 5
3	Aisle 0	Location 13
4	Aisle 0	Location 24
5	Aisle 1	Location 40
Order 1	number of articles 9
0	Aisle 7	Location 26
1	Aisle 1	Location 3
2	Aisle 1	Location 22
3	Aisle 1	Location 30
4	Aisle 0	Location 3
5	Aisle 19	Location 14
6	Aisle 11	Location 9
7	Aisle 0	Location 26
8	Aisle 15	Location 10
Order 2	number of articles 5
0	Aisle 14	Location 40
1	Aisle 12	Location 29
2	Aisle 0	Location 41
3	Aisle 0	Location 17
4	Aisle 1	Location 15
Order 3	number of articles 20
0	Aisle 7	Location 6
1	Aisle 6	Location 12
2	Aisle 9	Location 33
3	Aisle 9	Location 37
4	Aisle 1	Location 28
5	Aisle 1	Location 32
6	Aisle 0	Location 9
7	Aisle 8	Location 10
8	Aisle 1	Location 16
9	Aisle 7	Location 7
10	Aisle 0	Location 12
11	Aisle 0	Location 14
12	Aisle 1	Location 40
13	Aisle 0	Location 32
14	Aisle 15	Location 0
15	Aisle 7	Location 34
16	Aisle 0	Location 1
17	Aisle 1	Location 12
18	Aisle 1	Location 19
19	Aisle 7	Location 21
Order 4	number of articles 11
0	Aisle 15	Location 5
1	Aisle 1	Location 8
2	Aisle 16	Location 13
3	Aisle 19	Location 9
4	Aisle 7	Location 1
5	Aisle 1	Location 31
6	Aisle 1	Location 40
7	Aisle 0	Location 18
8	Aisle 19	Location 23
9	Aisle 8	Location 1
10	Aisle 0	Location 26
Order 5	number of articles 22
0	Aisle 14	Location 5
1	Aisle 12	Location 17
2	Aisle 1	Location 35
3	Aisle 13	Location 11
4	Aisle 0	Location 31
5	Aisle 1	Location 33
6	Aisle 9	Location 19
7	Aisle 11	Location 13
8	Aisle 19	Location 13
9	Aisle 0	Location 18
10	Aisle 14	Location 13
11	Aisle 16	Location 4
12	Aisle 16	Location 25
13	Aisle 0	Location 2
14	Aisle 18	Location 19
15	Aisle 0	Location 34
16	Aisle 18	Location 13
17	Aisle 8	Location 32
18	Aisle 14	Location 44
19	Aisle 0	Location 21
20	Aisle 10	Location 17
21	Aisle 13	Location 28
Order 6	number of articles 21
0	Aisle 10	Location 13
1	Aisle 0	Location 28
2	Aisle 0	Location 0
3	Aisle 14	Location 34
4	Aisle 19	Location 22
5	Aisle 18	Location 10
6	Aisle 0	Location 20
7	Aisle 12	Location 17
8	Aisle 0	Location 39
9	Aisle 1	Location 35
10	Aisle 0	Location 36
