Order 0	number of articles 6
0	Aisle 0	Location 37
1	Aisle 1	Location 40
2	Aisle 19	Location 32
3	Aisle 1	Location 19
4	Aisle 1	Location 24
5	Aisle 1	Location 20
Order 1	number of articles 5
0	Aisle 7	Location 9
1	Aisle 1	Location 30
2	Aisle 14	Location 23
3	Aisle 0	Location 11
4	Aisle 0	Location 1
Order 2	number of articles 12
0	Aisle 1	Location 0
1	Aisle 0	Location 8
2	Aisle 1	Location 43
3	Aisle 0	Location 35
4	Aisle 7	Location 5
5	Aisle 1	Location 18
6	Aisle 1	Location 13
7	Aisle 0	Location 6
8	Aisle 0	Location 7
9	Aisle 1	Location 42
10	Aisle 0	Location 15
11	Aisle 0	Location 30
Order 3	number of articles 16
0	Aisle 6	Location 33
1	Aisle 12	Location 6
2	Aisle 9	Location 9
3	Aisle 11	Location 20
4	Aisle 11	Location 21
5	Aisle 1	Location 44
6	Aisle 1	Location 3
7	Aisle 1	Location 9
8	Aisle 16	Location 44
9	Aisle 8	Location 12
10	Aisle 1	Location 33
11	Aisle 0	Location 40
12	Aisle 1	Location 0
13	Aisle 6	Location 31
14	Aisle 7	Location 34
15	Aisle 15	Location 6
Order 4	number of articles 13
0	Aisle 11	Location 25
1	Aisle 1	Location 32
2	Aisle 9	Location 14
3	Aisle 6	Location 44
4	Aisle 0	Location 20
5	Aisle 12	Location 0
6	Aisle 10	Location 41
7	Aisle 6	Location 25
8	Aisle 9	Location 37
9	Aisle 12	Location 33
10	Aisle 17	Location 1
11	Aisle 0	Location 36
12	Aisle 1	Location 42
Order 5	number of articles 20
0	Aisle 14	Location 22
1	Aisle 11	Location 43
2	Aisle 0	Location 28
3	Aisle 9	Location 0
4	Aisle 14	Location 37
5	Aisle 1	Location 32
6	Aisle 8	Location 14
7	Aisle 0	Location 23
8	Aisle 0	Location 5
9	Aisle 17	Location 9
10	Aisle 0	Location 19
11	Aisle 1	Location 0
12	Aisle 1	Location 18
13	Aisle 8	Location 38
14	Aisle 1	Location 31
15	Aisle 0	Location 8
16	Aisle 15	Location 21
17	Aisle 10	Location 36
18	Aisle 1	Location 41
19	Aisle 10	Location 37
Order 6	number of articles 6
0	Aisle 9	Location 28
1	Aisle 1	Location 27
2	Aisle 18	Location 11
3	Aisle 15	Location 1
4	Aisle 1	Location 12
5	Aisle 1	Location 10
Order 7	number of articles 8
0	Aisle 7	Location 33
1	Aisle 12	Location 34
2	Aisle 1	Location 19
3	Aisle 13	Location 38
4	Aisle 1	Location 13
5	Aisle 16	Location 15
6	Aisle 17	Location 14
7	Aisle 14	Location 24
Order 8	number of articles 20
0	Aisle 0	Location 19
1	Aisle 11	Location 20
2	Aisle 7	Location 7
3	Aisle 0	Location 14
4	Aisle 12	Location 13
5	Aisle 15	Location 6
6	Aisle 0	Location 15
7	Aisle 17	Location 35
8	Aisle 0	Location 44
9	Aisle 0	Location 3
10	Aisle 0	Location 28
11	Aisle 8	Location 4
12	Aisle 6	Location 14
13	Aisle 1	Location 25
14	Aisle 10	Location 1
15	Aisle 19	Location 1
16	Aisle 1	Location 17
17	Aisle 0	Location 8
18	Aisle 1	Location 6
19	Aisle 7	Location 27
Order 9	number of articles 5
0	Aisle 16	Location 11
1	Aisle 10	Location 28
2	Aisle 19	Location 10
3	Aisle 12	Location 27
4	Aisle 1	Location 16
Order 10	number of articles 21
0	Aisle 1	Location 22
1	Aisle 9	Location 19
2	Aisle 1	Location 31
3	Aisle 12	Location 37
4	Aisle 19	Location 32
5	Aisle 12	Location 30
6	Aisle 0	Location 6
7	Aisle 19	Location 20
8	Aisle 1	Location 27
9	Aisle 15	Location 36
10	Aisle 1	Location 42
11	Aisle 0	Location 4
12	Aisle 1	Location 10
13	Aisle 10	Location 11
14	Aisle 0	Location 15
15	Aisle 1	Location 28
16	Aisle 11	Location 28
17	Aisle 11	Location 41
18	Aisle 8	Location 22
19	Aisle 1	Location 30
20	Aisle 1	Location 39
Order 11	number of articles 19
0	Aisle 0	Location 30
1	Aisle 0	Location 23
