Order 0	number of articles 21
0	Aisle 0	Location 38
1	Aisle 1	Location 12
2	Aisle 0	Location 27
3	Aisle 12	Location 15
4	Aisle 0	Location 7
5	Aisle 0	Location 34
6	Aisle 0	Location 18
7	Aisle 1	Location 21
8	Aisle 1	Location 40
9	Aisle 1	Location 9
10	Aisle 0	Location 14
11	Aisle 10	Location 35
12	Aisle 17	Location 29
13	Aisle 14	Location 17
14	Aisle 1	Location 0
15	Aisle 16	Location 16
16	Aisle 1	Location 7
17	Aisle 0	Location 32
18	Aisle 17	Location 5
19	Aisle 19	Location 12
20	Aisle 11	Location 32
Order 1	number of articles 9
0	Aisle 0	Location 1
1	Aisle 19	Location 41
2	Aisle 0	Location 25
3	Aisle 1	Location 11
4	Aisle 15	Location 22
5	Aisle 6	Location 29
6	Aisle 1	Location 15
7	Aisle 7	Location 35
8	Aisle 0	Location 15
Order 2	number of articles 12
0	Aisle 15	Location 4
1	Aisle 0	Location 31
2	Aisle 1	Location 22
3	Aisle 19	Location 14
4	Aisle 1	Location 3
5	Aisle 16	Location 20
6	Aisle 12	Location 1
7	Aisle 1	Location 17
8	Aisle 1	Location 34
9	Aisle 15	Location 7
10	Aisle 6	Location 21
11	Aisle 12	Location 6
Order 3	number of articles 22
0	Aisle 1	Location 28
1	Aisle 10	Location 2
2	Aisle 15	Location 8
3	Aisle 1	Location 32
4	Aisle 19	Location 11
5	Aisle 1	Location 8
6	Aisle 1	Location 19
7	Aisle 1	Location 7
8	Aisle 1	Location 15
9	Aisle 14	Location 26
10	Aisle 9	Location 41
11	Aisle 11	Location 5
12	Aisle 0	Location 41
13	Aisle 14	Location 36
14	Aisle 1	Location 42
15	Aisle 0	Location 21
16	Aisle 1	Location 4
17	Aisle 17	Location 27
18	Aisle 0	Location 29
19	Aisle 11	Location 41
20	Aisle 0	Location 8
21	Aisle 19	Location 22
Order 4	number of articles 11
0	Aisle 0	Location 30
1	Aisle 10	Location 19
2	Aisle 1	Location 35
3	Aisle 0	Location 0
4	Aisle 1	Location 34
5	Aisle 1	Location 21
6	Aisle 12	Location 3
7	Aisle 0	Location 17
8	Aisle 1	Location 5
9	Aisle 19	Location 0
10	Aisle 1	Location 23
Order 5	number of articles 22
0	Aisle 0	Location 44
1	Aisle 11	Location 34
2	Aisle 17	Location 23
3	Aisle 0	Location 24
4	Aisle 0	Location 37
5	Aisle 0	Location 31
6	Aisle 1	Location 42
7	Aisle 1	Location 28
8	Aisle 18	Location 42
9	Aisle 1	Location 12
10	Aisle 1	Location 5
11	Aisle 10	Location 5
12	Aisle 1	Location 7
13	Aisle 16	Location 31
14	Aisle 1	Location 23
15	Aisle 0	Location 42
16	Aisle 1	Location 14
17	Aisle 0	Location 34
18	Aisle 0	Location 25
19	Aisle 7	Location 22
20	Aisle 6	Location 25
21	Aisle 1	Location 3
Order 6	number of articles 19
0	Aisle 0	Location 40
1	Aisle 7	Location 4
2	Aisle 6	Location 25
3	Aisle 0	Location 22
4	Aisle 1	Location 40
5	Aisle 0	Location 42
6	Aisle 17	Location 1
7	Aisle 9	Location 26
8	Aisle 0	Location 12
9	Aisle 11	Location 10
10	Aisle 10	Location 16
11	Aisle 1	Location 12
12	Aisle 1	Location 9
13	Aisle 1	Location 36
14	Aisle 18	Location 10
15	Aisle 16	Location 6
16	Aisle 18	Location 14
17	Aisle 1	Location 32
18	Aisle 17	Location 15
Order 7	number of articles 17
0	Aisle 10	Location 3
1	Aisle 0	Location 20
2	Aisle 1	Location 17
3	Aisle 1	Location 9
4	Aisle 1	Location 12
5	Aisle 9	Location 4
6	Aisle 17	Location 12
7	Aisle 0	Location 21
8	Aisle 11	Location 34
9	Aisle 1	Location 23
10	Aisle 17	Location 19
11	Aisle 13	Location 34
12	Aisle 1	Location 8
13	Aisle 1	Location 21
14	Aisle 12	Location 2
15	Aisle 0	Location 5
16	Aisle 1	Location 29
Order 8	number of articles 20
0	Aisle 0	Location 25
1	Aisle 11	Location 35
2	Aisle 18	Location 17
3	Aisle 16	Location 6
4	Aisle 1	Location 32
5	Aisle 1	Location 14
