Order 0	number of articles 15
0	Aisle 7	Location 25
1	Aisle 0	Location 6
2	Aisle 0	Location 41
3	Aisle 18	Location 31
4	Aisle 11	Location 22
5	Aisle 12	Location 6
6	Aisle 1	Location 30
7	Aisle 0	Location 43
8	Aisle 0	Location 5
9	Aisle 1	Location 17
10	Aisle 0	Location 24
11	Aisle 6	Location 27
12	Aisle 1	Location 13
13	Aisle 15	Location 23
14	Aisle 0	Location 16
Order 1	number of articles 8
0	Aisle 10	Location 34
1	Aisle 1	Location 8
2	Aisle 0	Location 22
3	Aisle 0	Location 0
4	Aisle 10	Location 1
5	Aisle 16	Location 23
6	Aisle 0	Location 8
7	Aisle 15	Location 15
Order 2	number of articles 6
0	Aisle 0	Location 4
1	Aisle 11	Location 17
2	Aisle 1	Location 43
3	Aisle 1	Location 3
4	Aisle 1	Location 18
5	Aisle 0	Location 37
Order 3	number of articles 12
0	Aisle 1	Location 4
1	Aisle 0	Location 27
2	Aisle 0	Location 4
3	Aisle 6	Location 22
4	Aisle 0	Location 41
5	Aisle 12	Location 31
6	Aisle 19	Location 20
7	Aisle 10	Location 0
8	Aisle 1	Location 44
9	Aisle 1	Location 32
10	Aisle 11	Location 33
11	Aisle 0	Location 43
Order 4	number of articles 10
0	Aisle 10	Location 43
1	Aisle 0	Location 8
2	Aisle 1	Location 18
3	Aisle 17	Location 3
4	Aisle 11	Location 18
5	Aisle 1	Location 36
6	Aisle 9	Location 32
7	Aisle 1	Location 16
8	Aisle 7	Location 8
9	Aisle 6	Location 2
Order 5	number of articles 17
0	Aisle 16	Location 38
1	Aisle 19	Location 44
2	Aisle 17	Location 41
3	Aisle 1	Location 25
4	Aisle 14	Location 24
5	Aisle 13	Location 41
6	Aisle 1	Location 21
7	Aisle 11	Location 7
8	Aisle 9	Location 12
9	Aisle 1	Location 11
10	Aisle 16	Location 26
11	Aisle 7	Location 42
12	Aisle 0	Location 43
13	Aisle 0	Location 2
14	Aisle 16	Location 3
15	Aisle 0	Location 28
16	Aisle 15	Location 42
Order 6	number of articles 6
0	Aisle 1	Location 42
1	Aisle 1	Location 33
2	Aisle 14	Location 38
3	Aisle 1	Location 3
4	Aisle 0	Location 36
5	Aisle 0	Location 8
Order 7	number of articles 23
0	Aisle 1	Location 35
1	Aisle 18	Location 10
2	Aisle 0	Location 40
3	Aisle 8	Location 2
4	Aisle 18	Location 14
5	Aisle 0	Location 12
6	Aisle 9	Location 10
7	Aisle 0	Location 4
8	Aisle 8	Location 13
9	Aisle 1	Location 19
10	Aisle 1	Location 31
11	Aisle 14	Location 26
12	Aisle 1	Location 6
13	Aisle 9	Location 36
14	Aisle 1	Location 18
15	Aisle 17	Location 2
16	Aisle 1	Location 3
17	Aisle 1	Location 38
18	Aisle 19	Location 6
19	Aisle 16	Location 34
20	Aisle 8	Location 22
21	Aisle 1	Location 20
22	Aisle 0	Location 6
Order 8	number of articles 6
0	Aisle 17	Location 34
1	Aisle 18	Location 14
2	Aisle 18	Location 29
3	Aisle 11	Location 10
4	Aisle 0	Location 2
5	Aisle 19	Location 9
Order 9	number of articles 9
0	Aisle 1	Location 5
1	Aisle 8	Location 7
2	Aisle 19	Location 25
3	Aisle 7	Location 21
4	Aisle 1	Location 2
5	Aisle 0	Location 11
6	Aisle 1	Location 33
7	Aisle 1	Location 26
8	Aisle 8	Location 41
Order 10	number of articles 22
0	Aisle 1	Location 3
1	Aisle 0	Location 9
2	Aisle 16	Location 12
3	Aisle 0	Location 10
4	Aisle 19	Location 12
5	Aisle 14	Location 4
6	Aisle 17	Location 18
7	Aisle 10	Location 5
8	Aisle 1	Location 25
9	Aisle 17	Location 17
10	Aisle 0	Location 33
11	Aisle 9	Location 8
12	Aisle 1	Location 44
13	Aisle 16	Location 36
14	Aisle 0	Location 41
15	Aisle 1	Location 8
16	Aisle 0	Location 44
17	Aisle 1	Location 41
18	Aisle 10	Location 6
19	Aisle 0	Location 2
20	Aisle 16	Location 31
21	Aisle 16	Location 41
Order 11	number of articles 19
0	Aisle 1	Location 6
1	Aisle 13	Location 0
2	Aisle 12	Location 30
3	Aisle 7	Location 29
4	Aisle 0	Location 5
5	Aisle 11	Location 36
6	Aisle 13	Location 17
7	Aisle 0	Location 36
8	Aisle 1	Location 15
9	Aisle 8	Location 21
10	Aisle 0	Location 44
11	Aisle 8	Location 33
12	Aisle 1	Location 17
13	Aisle 11	Location 27
14	Aisle 1	Location 34
15	Aisle 0	Location 26
16	Aisle 14	Location 27
17	Aisle 1	Location 42
18	Aisle 8	Location 7
Order 12	number of articles 21
0	Aisle 9	Location 44
