Order 0	number of articles 16
0	Aisle 0	Location 13
1	Aisle 0	Location 8
2	Aisle 1	Location 19
3	Aisle 16	Location 37
4	Aisle 0	Location 37
5	Aisle 1	Location 11
6	Aisle 10	Location 42
7	Aisle 1	Location 31
8	Aisle 15	Location 16
9	Aisle 0	Location 3
10	Aisle 1	Location 34
11	Aisle 19	Location 7
12	Aisle 1	Location 3
13	Aisle 0	Location 33
14	Aisle 10	Location 28
15	Aisle 7	Location 31
Order 1	number of articles 6
0	Aisle 13	Location 29
1	Aisle 1	Location 21
2	Aisle 17	Location 18
3	Aisle 1	Location 22
4	Aisle 16	Location 23
5	Aisle 1	Location 39
Order 2	number of articles 12
0	Aisle 11	Location 42
1	Aisle 6	Location 13
2	Aisle 0	Location 2
3	Aisle 1	Location 26
4	Aisle 0	Location 26
5	Aisle 7	Location 12
6	Aisle 0	Location 36
7	Aisle 0	Location 11
8	Aisle 0	Location 24
9	Aisle 14	Location 41
10	Aisle 0	Location 30
11	Aisle 1	Location 18
Order 3	number of articles 6
0	Aisle 0	Location 14
1	Aisle 0	Location 6
2	Aisle 18	Location 1
3	Aisle 1	Location 4
4	Aisle 1	Location 22
5	Aisle 1	Location 27
Order 4	number of articles 16
0	Aisle 1	Location 15
1	Aisle 19	Location 32
2	Aisle 1	Location 10
3	Aisle 1	Location 37
4	Aisle 0	Location 28
5	Aisle 0	Location 2
6	Aisle 0	Location 6
7	Aisle 0	Location 34
8	Aisle 14	Location 26
9	Aisle 11	Location 23
10	Aisle 7	Location 31
11	Aisle 9	Location 23
12	Aisle 1	Location 20
13	Aisle 1	Location 32
14	Aisle 7	Location 20
15	Aisle 1	Location 41
Order 5	number of articles 18
0	Aisle 11	Location 43
1	Aisle 9	Location 18
2	Aisle 18	Location 40
3	Aisle 13	Location 26
4	Aisle 1	Location 13
5	Aisle 1	Location 4
6	Aisle 1	Location 43
7	Aisle 13	Location 11
8	Aisle 19	Location 42
9	Aisle 1	Location 5
10	Aisle 8	Location 37
11	Aisle 13	Location 29
12	Aisle 8	Location 22
13	Aisle 0	Location 31
14	Aisle 1	Location 19
15	Aisle 13	Location 41
16	Aisle 1	Location 41
17	Aisle 18	Location 12
Order 6	number of articles 21
0	Aisle 0	Location 22
1	Aisle 1	Location 5
2	Aisle 1	Location 28
3	Aisle 7	Location 15
4	Aisle 9	Location 29
5	Aisle 1	Location 7
6	Aisle 7	Location 11
7	Aisle 1	Location 36
8	Aisle 7	Location 10
9	Aisle 1	Location 38
10	Aisle 1	Location 2
11	Aisle 9	Location 3
12	Aisle 1	Location 20
13	Aisle 6	Location 0
14	Aisle 1	Location 8
15	Aisle 13	Location 37
16	Aisle 1	Location 4
17	Aisle 18	Location 2
18	Aisle 1	Location 33
19	Aisle 1	Location 22
20	Aisle 0	Location 4
Order 7	number of articles 8
0	Aisle 8	Location 18
1	Aisle 1	Location 44
2	Aisle 1	Location 22
3	Aisle 7	Location 35
4	Aisle 16	Location 37
5	Aisle 1	Location 39
6	Aisle 14	Location 9
7	Aisle 17	Location 42
Order 8	number of articles 5
0	Aisle 1	Location 33
1	Aisle 1	Location 14
2	Aisle 1	Location 40
3	Aisle 0	Location 0
4	Aisle 1	Location 42
Order 9	number of articles 19
0	Aisle 0	Location 9
1	Aisle 13	Location 32
2	Aisle 1	Location 22
3	Aisle 17	Location 32
4	Aisle 1	Location 6
5	Aisle 1	Location 40
6	Aisle 0	Location 39
7	Aisle 0	Location 32
8	Aisle 1	Location 11
9	Aisle 1	Location 27
10	Aisle 0	Location 2
11	Aisle 0	Location 31
12	Aisle 14	Location 0
13	Aisle 1	Location 39
14	Aisle 6	Location 27
15	Aisle 0	Location 22
16	Aisle 18	Location 41
17	Aisle 1	Location 33
18	Aisle 12	Location 38
Order 10	number of articles 8
0	Aisle 8	Location 12
1	Aisle 17	Location 20
2	Aisle 1	Location 24
3	Aisle 1	Location 36
4	Aisle 1	Location 38
5	Aisle 17	Location 41
6	Aisle 0	Location 38
7	Aisle 9	Location 15
Order 11	number of articles 22
0	Aisle 13	Location 14
1	Aisle 1	Location 39
2	Aisle 9	Location 39
3	Aisle 0	Location 9
4	Aisle 1	Location 18
5	Aisle 14	Location 22
6	Aisle 9	Location 28
7	Aisle 1	Location 36
8	Aisle 1	Location 27
9	Aisle 14	Location 26
10	Aisle 9	Location 1
11	Aisle 10	Location 36
12	Aisle 12	Location 7
13	Aisle 1	Location 20
14	Aisle 11	Location 2
15	Aisle 1	Location 28
16	Aisle 0	Location 41
17	Aisle 7	Location 42
18	Aisle 19	Location 6
19	Aisle 15	Location 17
