Order 0	number of articles 12
0	Aisle 1	Location 0
1	Aisle 0	Location 6
2	Aisle 0	Location 31
3	Aisle 1	Location 3
4	Aisle 14	Location 31
5	Aisle 13	Location 0
6	Aisle 1	Location 18
7	Aisle 8	Location 44
8	Aisle 6	Location 35
9	Aisle 12	Location 41
10	Aisle 0	Location 32
11	Aisle 1	Location 7
Order 1	number of articles 17
0	Aisle 1	Location 12
1	Aisle 1	Location 40
2	Aisle 1	Location 38
3	Aisle 9	Location 30
4	Aisle 1	Location 14
5	Aisle 0	Location 5
6	Aisle 0	Location 39
7	Aisle 1	Location 22
8	Aisle 0	Location 38
9	Aisle 11	Location 25
10	Aisle 1	Location 41
11	Aisle 8	Location 25
12	Aisle 1	Location 10
13	Aisle 0	Location 21
14	Aisle 14	Location 41
15	Aisle 17	Location 22
16	Aisle 8	Location 23
Order 2	number of articles 17
0	Aisle 0	Location 27
1	Aisle 9	Location 34
2	Aisle 9	Location 36
3	Aisle 16	Location 43
4	Aisle 11	Location 10
5	Aisle 14	Location 14
6	Aisle 10	Location 35
7	Aisle 0	Location 1
8	Aisle 15	Location 35
9	Aisle 9	Location 31
10	Aisle 0	Location 12
11	Aisle 0	Location 8
12	Aisle 8	Location 30
13	Aisle 1	Location 9
14	Aisle 0	Location 2
15	Aisle 0	Location 10
16	Aisle 1	Location 33
Order 3	number of articles 22
0	Aisle 1	Location 22
1	Aisle 0	Location 17
2	Aisle 1	Location 0
3	Aisle 8	Location 17
4	Aisle 7	Location 32
5	Aisle 1	Location 11
6	Aisle 17	Location 21
7	Aisle 12	Location 35
8	Aisle 13	Location 29
9	Aisle 15	Location 19
10	Aisle 10	Location 5
11	Aisle 0	Location 20
12	Aisle 7	Location 23
13	Aisle 8	Location 5
14	Aisle 17	Location 22
15	Aisle 0	Location 39
16	Aisle 9	Location 23
17	Aisle 7	Location 6
18	Aisle 12	Location 7
19	Aisle 1	Location 10
20	Aisle 7	Location 38
21	Aisle 0	Location 5
Order 4	number of articles 16
0	Aisle 0	Location 27
1	Aisle 8	Location 32
2	Aisle 11	Location 20
3	Aisle 1	Location 40
4	Aisle 15	Location 5
5	Aisle 17	Location 1
6	Aisle 1	Location 30
7	Aisle 14	Location 21
