Order 0	number of articles 8
0	Aisle 16	Location 35
1	Aisle 1	Location 23
2	Aisle 1	Location 29
3	Aisle 18	Location 15
4	Aisle 14	Location 40
5	Aisle 6	Location 1
6	Aisle 14	Location 16
7	Aisle 11	Location 41
Order 1	number of articles 7
0	Aisle 0	Location 15
1	Aisle 0	Location 10
2	Aisle 19	Location 40
3	Aisle 10	Location 40
4	Aisle 1	Location 6
5	Aisle 15	Location 18
6	Aisle 14	Location 43
Order 2	number of articles 10
0	Aisle 13	Location 38
1	Aisle 7	Location 23
2	Aisle 0	Location 1
3	Aisle 0	Location 27
4	Aisle 1	Location 10
5	Aisle 0	Location 29
6	Aisle 19	Location 0
7	Aisle 1	Location 24
8	Aisle 1	Location 9
9	Aisle 1	Location 4
Order 3	number of articles 6
0	Aisle 1	Location 9
1	Aisle 17	Location 13
2	Aisle 1	Location 16
3	Aisle 19	Location 21
4	Aisle 0	Location 1
5	Aisle 0	Location 42
Order 4	number of articles 10
0	Aisle 1	Location 16
1	Aisle 1	Location 44
2	Aisle 7	Location 23
3	Aisle 1	Location 29
4	Aisle 1	Location 14
5	Aisle 14	Location 42
6	Aisle 1	Location 43
7	Aisle 0	Location 28
8	Aisle 0	Location 5
9	Aisle 0	Location 14
Order 5	number of articles 12
0	Aisle 1	Location 27
1	Aisle 13	Location 11
2	Aisle 18	Location 19
3	Aisle 14	Location 15
4	Aisle 1	Location 8
5	Aisle 1	Location 13
6	Aisle 10	Location 27
7	Aisle 1	Location 36
8	Aisle 15	Location 25
9	Aisle 1	Location 1
10	Aisle 13	Location 27
11	Aisle 0	Location 0
Order 6	number of articles 5
0	Aisle 0	Location 1
1	Aisle 0	Location 43
2	Aisle 13	Location 13
3	Aisle 11	Location 41
4	Aisle 19	Location 20
Order 7	number of articles 20
0	Aisle 0	Location 37
1	Aisle 19	Location 14
2	Aisle 0	Location 5
3	Aisle 18	Location 20
4	Aisle 1	Location 36
5	Aisle 0	Location 36
6	Aisle 1	Location 33
7	Aisle 6	Location 36
8	Aisle 9	Location 4
9	Aisle 9	Location 23
10	Aisle 0	Location 11
11	Aisle 9	Location 28
12	Aisle 14	Location 41
13	Aisle 14	Location 5
14	Aisle 0	Location 22
15	Aisle 1	Location 44
16	Aisle 9	Location 42
17	Aisle 17	Location 15
18	Aisle 0	Location 39
19	Aisle 0	Location 33
Order 8	number of articles 13
0	Aisle 1	Location 27
1	Aisle 19	Location 44
2	Aisle 10	Location 27
3	Aisle 10	Location 9
4	Aisle 1	Location 42
5	Aisle 17	Location 11
6	Aisle 1	Location 17
7	Aisle 1	Location 34
8	Aisle 0	Location 32
9	Aisle 9	Location 41
10	Aisle 8	Location 39
11	Aisle 10	Location 38
12	Aisle 1	Location 32
Order 9	number of articles 7
0	Aisle 14	Location 44
1	Aisle 1	Location 27
2	Aisle 9	Location 38
3	Aisle 8	Location 20
4	Aisle 14	Location 16
5	Aisle 15	Location 25
6	Aisle 1	Location 12
Order 10	number of articles 23
