Order 0	number of articles 20
0	Aisle 5	Location 26
1	Aisle 3	Location 4
2	Aisle 6	Location 28
3	Aisle 7	Location 42
4	Aisle 14	Location 33
5	Aisle 12	Location 33
6	Aisle 11	Location 25
7	Aisle 10	Location 5
8	Aisle 9	Location 19
9	Aisle 15	Location 10
10	Aisle 7	Location 29
11	Aisle 14	Location 43
12	Aisle 1	Location 24
13	Aisle 12	Location 19
14	Aisle 1	Location 12
15	Aisle 18	Location 19
16	Aisle 1	Location 2
17	Aisle 1	Location 41
18	Aisle 11	Location 33
19	Aisle 18	Location 3
Order 1	number of articles 15
0	Aisle 9	Location 1
1	Aisle 18	Location 6
2	Aisle 3	Location 10
3	Aisle 7	Location 25
4	Aisle 15	Location 20
5	Aisle 13	Location 10
6	Aisle 15	Location 28
7	Aisle 12	Location 40
8	Aisle 14	Location 7
9	Aisle 16	Location 8
10	Aisle 14	Location 0
11	Aisle 13	Location 7
12	Aisle 14	Location 10
13	Aisle 6	Location 31
14	Aisle 8	Location 10
Order 2	number of articles 18
0	Aisle 16	Location 18
1	Aisle 11	Location 20
2	Aisle 14	Location 29
3	Aisle 17	Location 41
4	Aisle 1	Location 37
5	Aisle 9	Location 3
6	Aisle 15	Location 41
7	Aisle 5	Location 4
8	Aisle 14	Location 31
9	Aisle 6	Location 10
10	Aisle 15	Location 36
11	Aisle 7	Location 9
12	Aisle 2	Location 1
13	Aisle 19	Location 19
14	Aisle 14	Location 32
15	Aisle 17	Location 4
16	Aisle 2	Location 20
17	Aisle 13	Location 34
Order 3	number of articles 7
0	Aisle 9	Location 0
1	Aisle 5	Location 12
2	Aisle 7	Location 31
3	Aisle 10	Location 13
4	Aisle 7	Location 6
5	Aisle 14	Location 23
6	Aisle 8	Location 23
Order 4	number of articles 20
0	Aisle 17	Location 2
1	Aisle 0	Location 37
2	Aisle 9	Location 3
3	Aisle 10	Location 41
4	Aisle 14	Location 22
5	Aisle 0	Location 10
6	Aisle 16	Location 13
7	Aisle 16	Location 26
8	Aisle 12	Location 36
9	Aisle 0	Location 18
10	Aisle 15	Location 24
11	Aisle 8	Location 9
12	Aisle 0	Location 11
13	Aisle 12	Location 5
14	Aisle 6	Location 13
15	Aisle 11	Location 20
16	Aisle 0	Location 43
17	Aisle 3	Location 32
18	Aisle 1	Location 32
19	Aisle 5	Location 32
Order 5	number of articles 24
0	Aisle 19	Location 25
1	Aisle 19	Location 12
2	Aisle 11	Location 1
3	Aisle 16	Location 30
4	Aisle 17	Location 22
5	Aisle 15	Location 30
6	Aisle 15	Location 9
7	Aisle 10	Location 2
8	Aisle 18	Location 7
9	Aisle 5	Location 44
10	Aisle 13	Location 33
11	Aisle 19	Location 3
12	Aisle 9	Location 19
13	Aisle 7	Location 25
14	Aisle 17	Location 43
15	Aisle 11	Location 24
16	Aisle 14	Location 9
17	Aisle 1	Location 29
18	Aisle 8	Location 20
19	Aisle 4	Location 23
20	Aisle 3	Location 10
21	Aisle 5	Location 41
22	Aisle 9	Location 30
23	Aisle 16	Location 27
Order 6	number of articles 6
0	Aisle 12	Location 21
1	Aisle 12	Location 30
2	Aisle 3	Location 13
3	Aisle 18	Location 29
4	Aisle 3	Location 22
5	Aisle 6	Location 15
Order 7	number of articles 5
0	Aisle 12	Location 32
1	Aisle 8	Location 8
2	Aisle 17	Location 41
3	Aisle 16	Location 29
