Order 0	number of articles 7
0	Aisle 10	Location 3
1	Aisle 5	Location 3
2	Aisle 8	Location 22
3	Aisle 4	Location 19
4	Aisle 1	Location 0
5	Aisle 5	Location 7
6	Aisle 0	Location 30
Order 1	number of articles 6
0	Aisle 5	Location 28
1	Aisle 8	Location 8
2	Aisle 9	Location 14
3	Aisle 5	Location 21
4	Aisle 16	Location 44
5	Aisle 10	Location 31
Order 2	number of articles 10
0	Aisle 10	Location 41
1	Aisle 0	Location 36
2	Aisle 16	Location 20
3	Aisle 7	Location 6
4	Aisle 10	Location 29
5	Aisle 9	Location 23
6	Aisle 11	Location 8
7	Aisle 1	Location 23
8	Aisle 17	Location 34
9	Aisle 17	Location 30
Order 3	number of articles 5
0	Aisle 13	Location 10
1	Aisle 14	Location 13
2	Aisle 2	Location 2
3	Aisle 11	Location 15
4	Aisle 15	Location 40
Order 4	number of articles 8
0	Aisle 16	Location 37
1	Aisle 8	Location 26
2	Aisle 11	Location 25
3	Aisle 14	Location 23
4	Aisle 10	Location 44
5	Aisle 5	Location 34
6	Aisle 16	Location 44
7	Aisle 6	Location 35
Order 5	number of articles 11
0	Aisle 12	Location 20
1	Aisle 6	Location 38
2	Aisle 2	Location 20
3	Aisle 13	Location 7
4	Aisle 7	Location 18
5	Aisle 4	Location 0
6	Aisle 9	Location 41
7	Aisle 8	Location 27
8	Aisle 10	Location 13
9	Aisle 16	Location 7
10	Aisle 15	Location 24
Order 6	number of articles 10
0	Aisle 10	Location 15
1	Aisle 2	Location 5
2	Aisle 3	Location 3
3	Aisle 19	Location 33
4	Aisle 7	Location 42
5	Aisle 3	Location 39
6	Aisle 2	Location 6
7	Aisle 19	Location 7
8	Aisle 11	Location 32
9	Aisle 1	Location 5
Order 7	number of articles 11
0	Aisle 4	Location 6
1	Aisle 16	Location 42
2	Aisle 18	Location 1
3	Aisle 9	Location 31
4	Aisle 4	Location 1
5	Aisle 7	Location 16
6	Aisle 10	Location 19
7	Aisle 0	Location 0
8	Aisle 1	Location 33
9	Aisle 17	Location 43
10	Aisle 16	Location 36
Order 8	number of articles 5
0	Aisle 6	Location 15
1	Aisle 14	Location 28
2	Aisle 7	Location 10
3	Aisle 3	Location 20
4	Aisle 7	Location 39
Order 9	number of articles 19
0	Aisle 13	Location 44
1	Aisle 1	Location 9
2	Aisle 13	Location 17
3	Aisle 18	Location 25
4	Aisle 16	Location 36
5	Aisle 5	Location 1
6	Aisle 9	Location 11
7	Aisle 3	Location 7
8	Aisle 9	Location 9
9	Aisle 4	Location 14
10	Aisle 5	Location 42
11	Aisle 14	Location 21
12	Aisle 17	Location 24
13	Aisle 4	Location 24
14	Aisle 0	Location 44
15	Aisle 11	Location 29
16	Aisle 17	Location 1
17	Aisle 17	Location 41
18	Aisle 2	Location 38
Order 10	number of articles 7
0	Aisle 1	Location 17
1	Aisle 12	Location 22
2	Aisle 4	Location 7
3	Aisle 14	Location 20
4	Aisle 15	Location 5
5	Aisle 4	Location 34
6	Aisle 19	Location 41
Order 11	number of articles 20
0	Aisle 8	Location 44
1	Aisle 0	Location 18
2	Aisle 8	Location 9
3	Aisle 18	Location 23
4	Aisle 0	Location 32
5	Aisle 11	Location 24
6	Aisle 17	Location 13
7	Aisle 10	Location 36
8	Aisle 16	Location 31
9	Aisle 17	Location 30
10	Aisle 16	Location 43
11	Aisle 4	Location 31
12	Aisle 7	Location 17
13	Aisle 0	Location 37
14	Aisle 6	Location 42
15	Aisle 17	Location 14
16	Aisle 0	Location 38
17	Aisle 5	Location 12
18	Aisle 18	Location 20
19	Aisle 1	Location 9
Order 12	number of articles 9
0	Aisle 15	Location 21
1	Aisle 2	Location 24
2	Aisle 2	Location 28
3	Aisle 16	Location 23
4	Aisle 5	Location 29
5	Aisle 13	Location 0
6	Aisle 15	Location 31
7	Aisle 5	Location 23
8	Aisle 2	Location 36
Order 13	number of articles 11
0	Aisle 2	Location 33
1	Aisle 14	Location 10
2	Aisle 12	Location 9
3	Aisle 4	Location 38
4	Aisle 14	Location 11
5	Aisle 17	Location 17
6	Aisle 16	Location 40
7	Aisle 10	Location 34
8	Aisle 19	Location 30
9	Aisle 12	Location 21
10	Aisle 9	Location 17
Order 14	number of articles 10
0	Aisle 9	Location 5
1	Aisle 2	Location 37
2	Aisle 7	Location 33
3	Aisle 4	Location 17
4	Aisle 16	Location 6
5	Aisle 2	Location 21
6	Aisle 9	Location 28
7	Aisle 14	Location 22
8	Aisle 15	Location 43
9	Aisle 15	Location 26
Order 15	number of articles 23
0	Aisle 11	Location 34
1	Aisle 10	Location 3
2	Aisle 11	Location 2
3	Aisle 0	Location 15
4	Aisle 6	Location 25
5	Aisle 15	Location 6
6	Aisle 1	Location 13
7	Aisle 2	Location 17
8	Aisle 17	Location 18
9	Aisle 9	Location 0
10	Aisle 6	Location 40
11	Aisle 14	Location 10
12	Aisle 1	Location 20
13	Aisle 3	Location 5
14	Aisle 19	Location 23
15	Aisle 7	Location 42
16	Aisle 9	Location 22
17	Aisle 7	Location 38
18	Aisle 13	Location 13
19	Aisle 2	Location 25
20	Aisle 10	Location 25
21	Aisle 13	Location 19
22	Aisle 8	Location 28
Order 16	number of articles 5
0	Aisle 6	Location 23
1	Aisle 7	Location 3
2	Aisle 7	Location 18
3	Aisle 14	Location 13
4	Aisle 8	Location 28
Order 17	number of articles 15
0	Aisle 1	Location 26
1	Aisle 16	Location 38
2	Aisle 16	Location 34
3	Aisle 7	Location 23
4	Aisle 18	Location 4
5	Aisle 11	Location 26
6	Aisle 2	Location 5
7	Aisle 18	Location 6
8	Aisle 4	Location 38
9	Aisle 18	Location 13
10	Aisle 12	Location 5
11	Aisle 2	Location 31
12	Aisle 12	Location 15
13	Aisle 0	Location 21
14	Aisle 3	Location 14
Order 18	number of articles 6
0	Aisle 14	Location 32
1	Aisle 12	Location 24
2	Aisle 4	Location 24
3	Aisle 13	Location 23
4	Aisle 0	Location 29
5	Aisle 2	Location 16
Order 19	number of articles 22
0	Aisle 0	Location 38
1	Aisle 2	Location 34
2	Aisle 11	Location 33
3	Aisle 1	Location 26
4	Aisle 6	Location 36
5	Aisle 10	Location 7
6	Aisle 18	Location 38
7	Aisle 14	Location 39
8	Aisle 5	Location 7
9	Aisle 6	Location 5
10	Aisle 12	Location 15
11	Aisle 5	Location 19
12	Aisle 11	Location 28
13	Aisle 8	Location 22
14	Aisle 18	Location 2
15	Aisle 14	Location 26
16	Aisle 9	Location 27
17	Aisle 10	Location 39
18	Aisle 0	Location 25
19	Aisle 4	Location 30
20	Aisle 13	Location 21
21	Aisle 5	Location 36
