Order 0	number of articles 6
0	Aisle 14	Location 39
1	Aisle 18	Location 26
2	Aisle 0	Location 26
3	Aisle 0	Location 11
4	Aisle 18	Location 20
5	Aisle 5	Location 12
Order 1	number of articles 8
0	Aisle 6	Location 23
1	Aisle 2	Location 10
2	Aisle 3	Location 5
3	Aisle 9	Location 16
4	Aisle 7	Location 12
5	Aisle 16	Location 5
6	Aisle 15	Location 43
7	Aisle 11	Location 8
Order 2	number of articles 14
0	Aisle 6	Location 1
1	Aisle 17	Location 41
2	Aisle 10	Location 17
3	Aisle 7	Location 19
4	Aisle 8	Location 22
5	Aisle 17	Location 18
6	Aisle 9	Location 20
7	Aisle 14	Location 31
8	Aisle 5	Location 35
9	Aisle 16	Location 21
10	Aisle 0	Location 16
11	Aisle 5	Location 30
12	Aisle 13	Location 35
13	Aisle 15	Location 34
Order 3	number of articles 19
0	Aisle 0	Location 6
1	Aisle 19	Location 19
2	Aisle 18	Location 43
3	Aisle 7	Location 22
4	Aisle 9	Location 42
5	Aisle 1	Location 26
6	Aisle 4	Location 40
7	Aisle 12	Location 2
8	Aisle 14	Location 25
9	Aisle 11	Location 9
10	Aisle 13	Location 20
11	Aisle 13	Location 43
12	Aisle 2	Location 15
13	Aisle 13	Location 33
14	Aisle 7	Location 23
15	Aisle 1	Location 25
16	Aisle 10	Location 0
17	Aisle 12	Location 33
18	Aisle 6	Location 34
Order 4	number of articles 7
0	Aisle 1	Location 6
1	Aisle 16	Location 33
2	Aisle 9	Location 5
3	Aisle 0	Location 35
4	Aisle 10	Location 22
5	Aisle 7	Location 10
6	Aisle 18	Location 11
Order 5	number of articles 18
0	Aisle 18	Location 17
1	Aisle 4	Location 21
2	Aisle 9	Location 4
3	Aisle 16	Location 28
4	Aisle 15	Location 20
5	Aisle 12	Location 44
6	Aisle 12	Location 39
7	Aisle 12	Location 25
8	Aisle 17	Location 7
9	Aisle 17	Location 16
10	Aisle 14	Location 13
11	Aisle 5	Location 16
12	Aisle 14	Location 18
13	Aisle 7	Location 27
14	Aisle 12	Location 8
15	Aisle 11	Location 42
16	Aisle 6	Location 41
17	Aisle 8	Location 44
Order 6	number of articles 7
0	Aisle 9	Location 24
1	Aisle 16	Location 16
2	Aisle 14	Location 8
3	Aisle 5	Location 28
4	Aisle 7	Location 26
5	Aisle 16	Location 35
6	Aisle 16	Location 0
Order 7	number of articles 23
0	Aisle 17	Location 26
1	Aisle 16	Location 41
2	Aisle 16	Location 21
3	Aisle 5	Location 0
4	Aisle 10	Location 20
5	Aisle 0	Location 28
6	Aisle 16	Location 11
7	Aisle 7	Location 18
8	Aisle 2	Location 26
9	Aisle 9	Location 8
10	Aisle 3	Location 15
11	Aisle 5	Location 25
12	Aisle 8	Location 17
13	Aisle 4	Location 30
14	Aisle 12	Location 41
15	Aisle 12	Location 31
16	Aisle 18	Location 20
17	Aisle 11	Location 0
18	Aisle 11	Location 23
19	Aisle 15	Location 15
20	Aisle 10	Location 28
21	Aisle 15	Location 40
22	Aisle 14	Location 34
Order 8	number of articles 5
0	Aisle 10	Location 10
1	Aisle 17	Location 32
2	Aisle 10	Location 22
3	Aisle 4	Location 0
4	Aisle 1	Location 43
Order 9	number of articles 11
0	Aisle 3	Location 5
1	Aisle 16	Location 20
2	Aisle 9	Location 4
3	Aisle 18	Location 34
4	Aisle 6	Location 13
5	Aisle 17	Location 1
6	Aisle 12	Location 25
7	Aisle 2	Location 10
8	Aisle 14	Location 44
9	Aisle 4	Location 9
10	Aisle 13	Location 8
Order 10	number of articles 14
0	Aisle 5	Location 34
1	Aisle 18	Location 6
2	Aisle 7	Location 21
3	Aisle 11	Location 7
4	Aisle 17	Location 17
5	Aisle 3	Location 33
6	Aisle 10	Location 22
7	Aisle 9	Location 1
8	Aisle 16	Location 13
9	Aisle 14	Location 29
10	Aisle 17	Location 27
