Order 0	number of articles 11
0	Aisle 15	Location 13
1	Aisle 18	Location 42
2	Aisle 11	Location 14
3	Aisle 14	Location 39
4	Aisle 17	Location 41
5	Aisle 4	Location 29
6	Aisle 12	Location 9
7	Aisle 10	Location 4
8	Aisle 4	Location 12
9	Aisle 4	Location 37
10	Aisle 2	Location 17
Order 1	number of articles 7
0	Aisle 11	Location 31
1	Aisle 18	Location 11
2	Aisle 14	Location 9
3	Aisle 16	Location 35
4	Aisle 9	Location 28
5	Aisle 6	Location 19
6	Aisle 1	Location 38
Order 2	number of articles 15
0	Aisle 4	Location 26
1	Aisle 4	Location 33
2	Aisle 3	Location 18
3	Aisle 3	Location 2
4	Aisle 3	Location 23
5	Aisle 16	Location 12
6	Aisle 19	Location 33
7	Aisle 9	Location 29
8	Aisle 13	Location 3
9	Aisle 19	Location 27
10	Aisle 6	Location 33
11	Aisle 1	Location 40
12	Aisle 5	Location 31
13	Aisle 5	Location 42
14	Aisle 3	Location 27
Order 3	number of articles 17
0	Aisle 12	Location 21
1	Aisle 6	Location 36
2	Aisle 6	Location 35
3	Aisle 19	Location 27
4	Aisle 3	Location 5
5	Aisle 13	Location 29
6	Aisle 17	Location 42
7	Aisle 4	Location 2
8	Aisle 3	Location 11
9	Aisle 3	Location 32
10	Aisle 5	Location 8
11	Aisle 15	Location 8
12	Aisle 11	Location 39
13	Aisle 8	Location 17
14	Aisle 15	Location 41
15	Aisle 13	Location 22
16	Aisle 13	Location 28
Order 4	number of articles 9
0	Aisle 0	Location 14
1	Aisle 8	Location 2
2	Aisle 1	Location 3
3	Aisle 10	Location 37
4	Aisle 14	Location 41
5	Aisle 6	Location 27
6	Aisle 14	Location 17
7	Aisle 19	Location 24
8	Aisle 12	Location 28
Order 5	number of articles 21
0	Aisle 8	Location 6
1	Aisle 7	Location 43
2	Aisle 7	Location 21
3	Aisle 13	Location 20
4	Aisle 16	Location 23
5	Aisle 18	Location 38
6	Aisle 15	Location 6
7	Aisle 2	Location 29
8	Aisle 5	Location 21
9	Aisle 17	Location 18
10	Aisle 4	Location 35
11	Aisle 19	Location 5
12	Aisle 5	Location 5
13	Aisle 14	Location 39
14	Aisle 17	Location 9
15	Aisle 19	Location 36
16	Aisle 15	Location 11
17	Aisle 1	Location 12
18	Aisle 18	Location 26
19	Aisle 1	Location 10
20	Aisle 16	Location 25
Order 6	number of articles 10
0	Aisle 6	Location 13
1	Aisle 6	Location 8
2	Aisle 3	Location 0
3	Aisle 13	Location 42
4	Aisle 0	Location 32
5	Aisle 8	Location 2
6	Aisle 15	Location 6
7	Aisle 7	Location 22
