no_aisles_: 10
no_cells__: 45
opgrade___: 1
cell_lengt: 1
cell_width: 1.5
aisle_widt: 2
dis_ais_wa: 1
no_aisle_a: 1
no_aisle_b: 3
no_aisle_c: 6
arrangemen: 1
routing___: l
type______: f
no_orders_: 60
a_p_or_mea: 15
a_p_or_var: 10
qntity_exp: 1
prop_cla_a: 52
prop_cla_b: 36
prop_cla_c: 12
no_instanc: 40
m_no_o_p_b: 500000
m_no_a_p_b: 75
m_ca_p_b__: 200000
no_of_work: 1
speed_move: 1
speed_pick: 1
art_capacy: 846
empty_posi: 7551
chaotical_: 23997
25852,23044,29325,14915,
1700,28840,22548,14488,
32036,15845,20062,27377,
6324,31916,25070,13268,
22922,29921,8549,29811,
13545,15444,10914,30010,
11098,1010,4909,15524,
5178,17725,12246,18514,
17012,25593,32665,23646,
26256,6184,15813,23789,
20973,13369,24414,26115,
32586,7037,32703,5532,
1163,31962,131,15352,
20922,9667,24742,26166,
24909,359,3816,30500,
15783,6185,15218,16982,
32737,9041,27836,23925,
11209,2305,23470,7130,
3371,21610,23302,26715,
31312,32319,19961,29029,
8133,6506,29213,23372,
14685,14335,134,27870,
23673,7278,27183,27198,
14215,2812,13212,4592,
27337,20340,13246,28720,
24152,19225,14871,31880,
14696,7904,24607,13729,
24269,17884,2533,12122,
4799,13306,23033,18199,
11738,19694,7306,29275,
360,18285,28108,23450,
20707,20637,8092,16712,
1206,970,8807,19254,
31300,2650,30024,18974,
5419,30723,24944,5501,
30154,14139,1227,31648,
30977,6640,28641,30722,
25911,25210,23290,9173,
26786,22734,13957,5343,
19650,16372,6842,7815,
