no_aisles_: 10
no_cells__: 45
opgrade___: 1
cell_lengt: 1
cell_width: 1.5
aisle_widt: 2
dis_ais_wa: 1
no_aisle_a: 1
no_aisle_b: 3
no_aisle_c: 6
arrangemen: 1
routing___: s
type______: f
no_orders_: 40
a_p_or_mea: 15
a_p_or_var: 10
qntity_exp: 1
prop_cla_a: 52
prop_cla_b: 36
prop_cla_c: 12
no_instanc: 40
m_no_o_p_b: 500000
m_no_a_p_b: 45
m_ca_p_b__: 200000
no_of_work: 1
speed_move: 1
speed_pick: 1
art_capacy: 32522
empty_posi: 10202
chaotical_: 3547
3960,12532,22003,5454,
11304,2315,28031,28797,
12645,16439,20882,3259,
21382,1155,22240,3964,
30589,26412,18816,21773,
1718,28919,32752,18307,
14915,20680,8026,8690,
8503,22641,29973,29663,
26191,15304,2415,30967,
6360,17916,20394,6401,
31948,31017,5956,9233,
9791,19497,8828,7934,
25593,31406,1553,13335,
15717,7053,13901,7186,
1962,29021,25922,4933,
22039,10561,5716,12057,
18884,31746,2807,10171,
1142,25953,27834,27156,
17092,26027,22661,1532,
24952,397,12062,19626,
21048,29738,20210,13167,
17254,18283,6931,20133,
32580,18070,29565,30946,
18012,32547,669,31345,
10527,17355,1044,17666,
9420,26081,26808,6048,
1939,6373,31707,7908,
24571,13399,28113,25960,
31617,18377,26540,10367,
14465,13624,3146,25891,
12122,17820,2706,12591,
30414,27582,9466,13519,
1959,10570,21068,22580,
928,18981,23467,31116,
25474,27136,7121,16177,
20622,30766,17306,23072,
11547,11698,18374,19630,
4224,10653,23546,2422,
14900,10135,7945,32406,
16436,1211,23666,24859,
