no_aisles_: 10
no_cells__: 45
opgrade___: 1
cell_lengt: 1
cell_width: 1.5
aisle_widt: 2
dis_ais_wa: 1
no_aisle_a: 1
no_aisle_b: 3
no_aisle_c: 6
arrangemen: 1
routing___: s
type______: f
no_orders_: 100
a_p_or_mea: 15
a_p_or_var: 10
qntity_exp: 1
prop_cla_a: 52
prop_cla_b: 36
prop_cla_c: 12
no_instanc: 40
m_no_o_p_b: 500000
m_no_a_p_b: 75
m_ca_p_b__: 200000
no_of_work: 1
speed_move: 1
speed_pick: 1
art_capacy: 13586
empty_posi: 3673
chaotical_: 18333
1397,9268,16277,17731,
12473,11528,8053,26577,
28357,15618,24429,28029,
19784,4645,20543,911,
9657,15388,11969,28694,
28732,13191,11744,986,
15817,31635,25061,26771,
7563,461,28919,8024,
29062,12344,11489,17242,
30333,26012,31254,25810,
787,18466,10226,4152,
16944,9758,7747,21942,
27814,22828,1032,25820,
17941,24446,17273,4245,
24844,8052,3911,20314,
28272,2413,19748,2981,
7202,3038,2438,22697,
18140,3489,22696,24384,
860,25231,18642,5925,
17093,28240,18907,8291,
5698,26994,11756,20749,
21996,31929,10118,19248,
12014,9910,26823,12038,
23782,8091,18409,15724,
4751,12110,3339,32406,
21918,10684,19764,16642,
20969,1392,30357,1194,
26574,16484,29198,9854,
31187,1815,32244,24593,
15754,20959,9746,28563,
5048,27777,31981,31743,
11189,7167,31309,2453,
30230,22193,8952,4747,
10890,17047,24001,6144,
25858,28142,6593,16177,
7701,30209,10725,20207,
674,4162,31145,8529,
28343,10649,32546,23974,
4017,4092,3650,3757,
29093,23104,29016,26889,
