no_aisles_: 10
no_cells__: 45
opgrade___: 1
cell_lengt: 1
cell_width: 1.5
aisle_widt: 2
dis_ais_wa: 1
no_aisle_a: 1
no_aisle_b: 3
no_aisle_c: 6
arrangemen: 1
routing___: l
type______: f
no_orders_: 20
a_p_or_mea: 15
a_p_or_var: 10
qntity_exp: 1
prop_cla_a: 52
prop_cla_b: 36
prop_cla_c: 12
no_instanc: 40
m_no_o_p_b: 500000
m_no_a_p_b: 75
m_ca_p_b__: 200000
no_of_work: 1
speed_move: 1
speed_pick: 1
art_capacy: 25967
empty_posi: 9497
chaotical_: 32251
7201,13820,32631,16916,
12417,18458,1955,26941,
2618,8850,16785,24239,
17010,10625,12860,16262,
15780,15369,22158,1559,
31137,23110,384,32643,
31956,26499,25986,16269,
19145,23726,19741,1704,
497,32522,18135,20052,
1695,28452,18519,28587,
24407,9224,3273,6199,
9800,9908,12932,263,
13335,8653,23530,7170,
26590,6545,22416,11131,
12405,24589,5024,30725,
15088,6544,24699,6280,
27240,25951,18082,148,
31999,32426,29654,18678,
542,27071,894,26249,
1537,382,9802,17231,
5750,30989,27926,28096,
1249,9677,15121,21090,
2436,9612,8990,13210,
11261,13564,13434,21442,
5392,19043,31391,1403,
11687,18581,13417,5701,
12055,24096,1656,18253,
2213,25798,11477,18565,
15945,21808,28632,27130,
9394,8928,24649,30563,
7817,5224,7877,29173,
16122,27609,12899,7295,
30065,29567,12952,3506,
9889,17099,18520,15552,
22219,20369,19070,15402,
18749,8052,31086,5842,
14617,11678,7673,856,
3927,22708,3969,24995,
14861,27912,25949,14014,
2286,7953,22398,6886,
