no_aisles_: 10
no_cells__: 45
opgrade___: 1
cell_lengt: 1
cell_width: 1.5
aisle_widt: 2
dis_ais_wa: 1
no_aisle_a: 1
no_aisle_b: 3
no_aisle_c: 6
arrangemen: 1
routing___: s
type______: f
no_orders_: 80
a_p_or_mea: 15
a_p_or_var: 10
qntity_exp: 1
prop_cla_a: 52
prop_cla_b: 36
prop_cla_c: 12
no_instanc: 40
m_no_o_p_b: 500000
m_no_a_p_b: 75
m_ca_p_b__: 200000
no_of_work: 1
speed_move: 1
speed_pick: 1
art_capacy: 3246
empty_posi: 20129
chaotical_: 17909
3938,12302,30108,4847,
754,25891,18770,22573,
9815,1236,8927,7916,
24621,5215,1878,22912,
5313,29935,26885,12177,
4467,12656,3579,23171,
18271,24226,16328,9782,
6460,16748,10372,27120,
16515,12148,275,3479,
3540,24044,29862,28452,
2199,4783,23941,15444,
12767,27532,16141,5280,
28307,12257,8436,1904,
23759,24684,12245,17036,
6280,31071,18152,1235,
13167,6834,18192,10543,
25624,2749,24348,24008,
12380,18182,10566,23416,
5884,5976,16896,12672,
31878,22293,15345,31097,
24445,26828,5434,1933,
6068,2062,4605,27366,
9467,28030,8224,21095,
20733,31016,10318,10650,
10345,22292,28735,490,
3920,21018,29242,7187,
29903,18679,19928,9686,
27117,31137,13834,32753,
8134,5848,93,8270,
4330,23550,14717,25723,
23040,4904,25336,26714,
1455,16757,15941,13594,
20414,28063,18693,23653,
9081,13519,20104,21467,
22871,8630,12947,9408,
30683,31193,22881,17393,
31672,29996,20711,9757,
27448,5091,8029,25649,
14558,1669,23289,1044,
14667,23618,28414,14741,
