no_aisles_: 10
no_cells__: 45
opgrade___: 1
cell_lengt: 1
cell_width: 1.5
aisle_widt: 2
dis_ais_wa: 1
no_aisle_a: 1
no_aisle_b: 3
no_aisle_c: 6
arrangemen: 1
routing___: s
type______: f
no_orders_: 40
a_p_or_mea: 15
a_p_or_var: 10
qntity_exp: 1
prop_cla_a: 52
prop_cla_b: 36
prop_cla_c: 12
no_instanc: 40
m_no_o_p_b: 500000
m_no_a_p_b: 60
m_ca_p_b__: 200000
no_of_work: 1
speed_move: 1
speed_pick: 1
art_capacy: 31909
empty_posi: 1704
chaotical_: 1834
19641,32443,6356,20891,
3008,729,29732,1772,
6987,13818,25786,2435,
16314,18511,8719,6856,
15715,4905,27969,20524,
2437,22042,27054,22891,
1917,20311,25537,31757,
9789,13153,31244,26675,
29177,18405,23703,19088,
28195,9696,5752,16310,
19354,26374,5540,3219,
20255,16997,25861,16443,
31752,23622,19661,8936,
22328,19796,19721,5694,
22094,9472,9849,19156,
20253,27427,26015,28401,
31581,25829,9238,14995,
25759,8415,29733,31926,
19591,3708,10900,3538,
25909,9381,31422,19366,
28164,23453,6376,564,
2167,32297,22225,26125,
22896,5621,28298,974,
19107,30515,28552,18667,
75,12165,504,2475,
22299,23581,29778,10356,
32376,11042,18225,16969,
741,3158,11106,1169,
23743,21751,9787,4122,
22314,23267,20526,3421,
25419,19199,24990,22020,
11192,16088,496,22441,
31788,21899,3302,5089,
20864,21475,16936,24953,
9686,4034,4900,21247,
19736,10946,792,26244,
30113,24603,19821,25249,
8505,27080,17991,1208,
10823,16613,10586,25724,
10562,15708,19199,12468,
