no_aisles_: 10
no_cells__: 45
opgrade___: 1
cell_lengt: 1
cell_width: 1.5
aisle_widt: 2
dis_ais_wa: 1
no_aisle_a: 1
no_aisle_b: 3
no_aisle_c: 6
arrangemen: 1
routing___: l
type______: f
no_orders_: 40
a_p_or_mea: 15
a_p_or_var: 10
qntity_exp: 1
prop_cla_a: 52
prop_cla_b: 36
prop_cla_c: 12
no_instanc: 40
m_no_o_p_b: 500000
m_no_a_p_b: 60
m_ca_p_b__: 200000
no_of_work: 1
speed_move: 1
speed_pick: 1
art_capacy: 21034
empty_posi: 18197
chaotical_: 16689
29168,17768,4374,13889,
24274,19157,3029,22317,
12754,29897,22622,30882,
1402,27127,24486,2198,
21885,9876,7964,30855,
20460,22716,9090,7428,
18093,23569,9723,9839,
21802,6309,32613,5889,
3654,18714,26088,23054,
18069,27655,10447,24715,
20172,25758,24215,26317,
12918,3724,14662,18323,
20201,18721,29951,71,
22137,15793,5330,19073,
5099,25914,25048,28365,
557,4422,24704,13486,
3140,31763,12324,5091,
2437,9202,2272,2792,
18952,30189,19363,16064,
18266,2988,22662,18418,
19826,154,8029,20690,
12262,8771,7820,26881,
24415,0,17437,12855,
29515,7639,25871,19008,
31697,20125,16112,5701,
12298,31069,14254,21325,
19566,19966,20394,4099,
13708,11551,31246,29626,
13055,18246,20321,30382,
22173,14138,20056,28557,
25585,7085,7919,6710,
19436,29726,3001,31680,
4311,17662,9588,18366,
9868,18194,17633,10945,
8934,9752,24275,7711,
21110,4781,24197,10483,
1399,11118,31280,12901,
10500,350,13789,18732,
137,15240,2168,1105,
4984,7653,22311,24885,
