Order 0	number of articles 7
0	Aisle 9	Location 17
1	Aisle 18	Location 26
2	Aisle 1	Location 22
3	Aisle 0	Location 19
4	Aisle 1	Location 6
5	Aisle 8	Location 19
6	Aisle 1	Location 28
Order 1	number of articles 6
0	Aisle 9	Location 22
1	Aisle 1	Location 0
2	Aisle 16	Location 28
3	Aisle 0	Location 19
4	Aisle 15	Location 34
5	Aisle 0	Location 32
Order 2	number of articles 12
0	Aisle 18	Location 29
1	Aisle 16	Location 11
2	Aisle 16	Location 42
3	Aisle 0	Location 13
4	Aisle 15	Location 23
5	Aisle 13	Location 22
6	Aisle 0	Location 19
7	Aisle 1	Location 35
8	Aisle 11	Location 12
9	Aisle 12	Location 23
10	Aisle 0	Location 4
11	Aisle 0	Location 21
Order 3	number of articles 14
0	Aisle 0	Location 30
1	Aisle 12	Location 22
2	Aisle 1	Location 29
3	Aisle 1	Location 0
4	Aisle 0	Location 25
5	Aisle 14	Location 43
6	Aisle 0	Location 10
7	Aisle 17	Location 26
8	Aisle 18	Location 35
9	Aisle 1	Location 16
10	Aisle 1	Location 41
11	Aisle 0	Location 15
12	Aisle 16	Location 2
13	Aisle 1	Location 25
Order 4	number of articles 21
0	Aisle 0	Location 43
1	Aisle 10	Location 44
2	Aisle 15	Location 11
3	Aisle 1	Location 44
4	Aisle 1	Location 17
5	Aisle 1	Location 34
6	Aisle 11	Location 20
7	Aisle 0	Location 6
8	Aisle 0	Location 34
9	Aisle 10	Location 34
10	Aisle 1	Location 32
11	Aisle 1	Location 6
12	Aisle 0	Location 36
13	Aisle 18	Location 29
14	Aisle 10	Location 9
15	Aisle 1	Location 25
16	Aisle 1	Location 8
17	Aisle 15	Location 27
18	Aisle 0	Location 14
19	Aisle 6	Location 11
20	Aisle 1	Location 4
Order 5	number of articles 11
0	Aisle 16	Location 30
1	Aisle 1	Location 43
2	Aisle 0	Location 31
3	Aisle 0	Location 0
4	Aisle 15	Location 21
5	Aisle 1	Location 1
6	Aisle 14	Location 7
7	Aisle 1	Location 26
8	Aisle 18	Location 8
9	Aisle 19	Location 30
10	Aisle 13	Location 32
Order 6	number of articles 6
0	Aisle 0	Location 36
1	Aisle 10	Location 21
2	Aisle 6	Location 29
3	Aisle 16	Location 25
4	Aisle 7	Location 10
5	Aisle 1	Location 3
Order 7	number of articles 20
0	Aisle 0	Location 18
1	Aisle 1	Location 32
2	Aisle 0	Location 30
3	Aisle 9	Location 39
4	Aisle 13	Location 32
5	Aisle 10	Location 10
6	Aisle 1	Location 40
7	Aisle 1	Location 43
8	Aisle 16	Location 30
9	Aisle 1	Location 16
10	Aisle 1	Location 37
11	Aisle 1	Location 9
12	Aisle 6	Location 4
13	Aisle 18	Location 23
14	Aisle 1	Location 15
15	Aisle 0	Location 4
16	Aisle 13	Location 34
17	Aisle 1	Location 12
18	Aisle 9	Location 40
19	Aisle 0	Location 26
Order 8	number of articles 20
0	Aisle 19	Location 13
1	Aisle 19	Location 26
2	Aisle 1	Location 10
3	Aisle 9	Location 42
4	Aisle 0	Location 21
5	Aisle 1	Location 39
6	Aisle 1	Location 1
7	Aisle 0	Location 15
8	Aisle 12	Location 26
9	Aisle 19	Location 23
10	Aisle 17	Location 43
11	Aisle 1	Location 30
12	Aisle 1	Location 25
13	Aisle 1	Location 19
14	Aisle 1	Location 7
15	Aisle 10	Location 36
16	Aisle 0	Location 13
17	Aisle 1	Location 0
18	Aisle 0	Location 11
19	Aisle 1	Location 4
Order 9	number of articles 5
0	Aisle 0	Location 41
1	Aisle 10	Location 41
2	Aisle 0	Location 42
3	Aisle 1	Location 44
4	Aisle 1	Location 27
Order 10	number of articles 11
0	Aisle 0	Location 32
1	Aisle 16	Location 35
2	Aisle 1	Location 4
3	Aisle 0	Location 14
4	Aisle 0	Location 27
5	Aisle 1	Location 10
6	Aisle 16	Location 39
7	Aisle 17	Location 40
8	Aisle 1	Location 39
9	Aisle 0	Location 3
10	Aisle 6	Location 6
Order 11	number of articles 5
0	Aisle 1	Location 24
1	Aisle 1	Location 34
2	Aisle 0	Location 15
3	Aisle 1	Location 42
4	Aisle 1	Location 32
Order 12	number of articles 17
0	Aisle 12	Location 15
1	Aisle 14	Location 22
2	Aisle 18	Location 36
3	Aisle 6	Location 37
4	Aisle 12	Location 32
5	Aisle 8	Location 8
6	Aisle 0	Location 31
7	Aisle 10	Location 12
8	Aisle 0	Location 15
9	Aisle 0	Location 19
10	Aisle 1	Location 39
11	Aisle 6	Location 40
12	Aisle 0	Location 33
13	Aisle 9	Location 41
14	Aisle 0	Location 21
15	Aisle 16	Location 38
16	Aisle 0	Location 23
Order 13	number of articles 10
0	Aisle 17	Location 22
1	Aisle 0	Location 7
2	Aisle 1	Location 28
3	Aisle 15	Location 28
4	Aisle 0	Location 38
5	Aisle 0	Location 12
6	Aisle 15	Location 33
7	Aisle 19	Location 8
8	Aisle 0	Location 43
9	Aisle 6	Location 13
Order 14	number of articles 10
0	Aisle 0	Location 20
1	Aisle 16	Location 13
2	Aisle 8	Location 30
3	Aisle 14	Location 25
4	Aisle 0	Location 22
5	Aisle 0	Location 16
6	Aisle 1	Location 17
7	Aisle 11	Location 6
8	Aisle 18	Location 1
9	Aisle 14	Location 7
Order 15	number of articles 19
0	Aisle 16	Location 37
1	Aisle 0	Location 28
2	Aisle 10	Location 12
3	Aisle 1	Location 1
4	Aisle 0	Location 4
5	Aisle 1	Location 22
6	Aisle 0	Location 34
7	Aisle 1	Location 28
8	Aisle 7	Location 43
9	Aisle 19	Location 42
10	Aisle 0	Location 43
11	Aisle 0	Location 24
12	Aisle 1	Location 42
13	Aisle 18	Location 21
14	Aisle 17	Location 5
15	Aisle 1	Location 10
16	Aisle 11	Location 32
17	Aisle 1	Location 12
18	Aisle 0	Location 41
Order 16	number of articles 18
0	Aisle 1	Location 7
1	Aisle 9	Location 33
2	Aisle 0	Location 22
3	Aisle 1	Location 14
4	Aisle 1	Location 32
5	Aisle 0	Location 17
6	Aisle 0	Location 21
7	Aisle 7	Location 8
8	Aisle 0	Location 16
9	Aisle 1	Location 13
10	Aisle 11	Location 2
11	Aisle 15	Location 3
12	Aisle 14	Location 33
13	Aisle 17	Location 3
14	Aisle 12	Location 34
15	Aisle 6	Location 21
16	Aisle 1	Location 21
17	Aisle 1	Location 29
Order 17	number of articles 17
0	Aisle 16	Location 19
1	Aisle 0	Location 5
2	Aisle 1	Location 24
3	Aisle 15	Location 19
4	Aisle 8	Location 7
5	Aisle 14	Location 42
6	Aisle 0	Location 44
7	Aisle 1	Location 8
8	Aisle 8	Location 34
9	Aisle 0	Location 30
10	Aisle 15	Location 14
11	Aisle 6	Location 42
12	Aisle 1	Location 5
13	Aisle 1	Location 15
14	Aisle 14	Location 40
15	Aisle 17	Location 12
16	Aisle 0	Location 2
Order 18	number of articles 7
0	Aisle 13	Location 36
1	Aisle 8	Location 22
2	Aisle 1	Location 40
3	Aisle 0	Location 39
4	Aisle 1	Location 24
5	Aisle 11	Location 5
6	Aisle 0	Location 33
Order 19	number of articles 5
0	Aisle 0	Location 5
1	Aisle 10	Location 26
2	Aisle 6	Location 4
3	Aisle 0	Location 12
4	Aisle 1	Location 20
Order 20	number of articles 12
0	Aisle 10	Location 16
1	Aisle 10	Location 28
2	Aisle 0	Location 41
3	Aisle 0	Location 39
4	Aisle 1	Location 43
5	Aisle 8	Location 43
6	Aisle 0	Location 29
7	Aisle 10	Location 23
8	Aisle 0	Location 0
9	Aisle 18	Location 30
10	Aisle 1	Location 26
11	Aisle 0	Location 37
Order 21	number of articles 23
0	Aisle 18	Location 41
1	Aisle 0	Location 16
2	Aisle 19	Location 0
3	Aisle 12	Location 40
4	Aisle 15	Location 33
5	Aisle 10	Location 39
6	Aisle 0	Location 9
7	Aisle 0	Location 21
8	Aisle 10	Location 13
9	Aisle 1	Location 40
10	Aisle 0	Location 0
11	Aisle 1	Location 7
12	Aisle 15	Location 5
13	Aisle 1	Location 9
14	Aisle 1	Location 2
15	Aisle 0	Location 41
16	Aisle 14	Location 28
17	Aisle 13	Location 14
18	Aisle 16	Location 42
19	Aisle 18	Location 21
20	Aisle 8	Location 10
21	Aisle 13	Location 18
22	Aisle 1	Location 24
Order 22	number of articles 16
0	Aisle 10	Location 16
1	Aisle 13	Location 5
2	Aisle 10	Location 22
3	Aisle 1	Location 32
4	Aisle 0	Location 15
5	Aisle 1	Location 27
6	Aisle 0	Location 9
7	Aisle 1	Location 33
8	Aisle 0	Location 17
9	Aisle 0	Location 38
10	Aisle 13	Location 22
11	Aisle 17	Location 27
12	Aisle 11	Location 42
13	Aisle 0	Location 14
14	Aisle 1	Location 43
15	Aisle 11	Location 29
Order 23	number of articles 14
0	Aisle 0	Location 42
1	Aisle 13	Location 25
2	Aisle 1	Location 26
3	Aisle 8	Location 0
4	Aisle 0	Location 6
5	Aisle 16	Location 43
6	Aisle 15	Location 23
7	Aisle 0	Location 1
8	Aisle 17	Location 8
9	Aisle 1	Location 32
10	Aisle 18	Location 11
11	Aisle 18	Location 21
12	Aisle 1	Location 0
13	Aisle 6	Location 31
Order 24	number of articles 10
0	Aisle 0	Location 8
1	Aisle 1	Location 34
2	Aisle 15	Location 25
3	Aisle 1	Location 23
4	Aisle 8	Location 2
5	Aisle 0	Location 22
6	Aisle 0	Location 23
7	Aisle 16	Location 35
8	Aisle 1	Location 21
9	Aisle 19	Location 10
Order 25	number of articles 7
0	Aisle 0	Location 43
1	Aisle 0	Location 1
2	Aisle 1	Location 37
3	Aisle 1	Location 34
4	Aisle 8	Location 1
5	Aisle 0	Location 27
6	Aisle 1	Location 23
Order 26	number of articles 8
0	Aisle 8	Location 6
1	Aisle 12	Location 20
2	Aisle 13	Location 36
3	Aisle 6	Location 26
4	Aisle 1	Location 4
5	Aisle 0	Location 21
6	Aisle 9	Location 18
7	Aisle 0	Location 38
Order 27	number of articles 14
0	Aisle 1	Location 25
1	Aisle 0	Location 24
2	Aisle 19	Location 27
3	Aisle 0	Location 19
4	Aisle 0	Location 27
5	Aisle 11	Location 13
6	Aisle 12	Location 16
7	Aisle 13	Location 44
8	Aisle 1	Location 32
9	Aisle 19	Location 15
10	Aisle 1	Location 33
11	Aisle 1	Location 6
12	Aisle 0	Location 40
13	Aisle 18	Location 37
Order 28	number of articles 20
0	Aisle 0	Location 15
1	Aisle 0	Location 4
2	Aisle 1	Location 8
3	Aisle 7	Location 4
4	Aisle 1	Location 43
5	Aisle 8	Location 3
6	Aisle 1	Location 17
7	Aisle 0	Location 1
8	Aisle 1	Location 37
9	Aisle 17	Location 6
10	Aisle 12	Location 12
11	Aisle 18	Location 23
12	Aisle 6	Location 42
13	Aisle 17	Location 24
14	Aisle 1	Location 12
15	Aisle 1	Location 15
