Order 0	number of articles 5
0	Aisle 10	Location 26
1	Aisle 17	Location 38
2	Aisle 18	Location 42
3	Aisle 0	Location 28
4	Aisle 1	Location 35
Order 1	number of articles 20
0	Aisle 1	Location 6
1	Aisle 1	Location 26
2	Aisle 1	Location 38
3	Aisle 0	Location 24
4	Aisle 13	Location 1
5	Aisle 0	Location 0
6	Aisle 0	Location 43
7	Aisle 1	Location 18
8	Aisle 0	Location 44
9	Aisle 16	Location 27
10	Aisle 6	Location 37
11	Aisle 1	Location 16
12	Aisle 1	Location 4
13	Aisle 18	Location 43
14	Aisle 12	Location 6
15	Aisle 1	Location 42
16	Aisle 0	Location 22
17	Aisle 1	Location 36
18	Aisle 1	Location 25
19	Aisle 0	Location 16
Order 2	number of articles 22
0	Aisle 16	Location 8
1	Aisle 9	Location 33
2	Aisle 0	Location 38
3	Aisle 6	Location 30
4	Aisle 6	Location 31
5	Aisle 1	Location 40
6	Aisle 1	Location 22
7	Aisle 10	Location 25
8	Aisle 0	Location 0
9	Aisle 12	Location 26
10	Aisle 1	Location 21
11	Aisle 0	Location 40
12	Aisle 14	Location 19
13	Aisle 19	Location 10
14	Aisle 8	Location 19
15	Aisle 0	Location 30
16	Aisle 19	Location 39
17	Aisle 14	Location 14
18	Aisle 16	Location 19
19	Aisle 13	Location 41
20	Aisle 0	Location 6
21	Aisle 0	Location 25
Order 3	number of articles 17
0	Aisle 12	Location 23
1	Aisle 14	Location 41
2	Aisle 19	Location 7
3	Aisle 7	Location 5
4	Aisle 19	Location 29
5	Aisle 1	Location 3
6	Aisle 18	Location 41
7	Aisle 19	Location 15
8	Aisle 7	Location 36
9	Aisle 15	Location 34
10	Aisle 19	Location 39
11	Aisle 10	Location 1
12	Aisle 1	Location 43
13	Aisle 8	Location 17
14	Aisle 11	Location 15
15	Aisle 0	Location 29
16	Aisle 1	Location 17
Order 4	number of articles 21
0	Aisle 17	Location 28
1	Aisle 8	Location 40
2	Aisle 0	Location 40
3	Aisle 15	Location 27
4	Aisle 1	Location 39
5	Aisle 10	Location 24
6	Aisle 6	Location 21
7	Aisle 10	Location 42
8	Aisle 0	Location 43
9	Aisle 12	Location 26
10	Aisle 0	Location 29
11	Aisle 10	Location 30
12	Aisle 9	Location 13
13	Aisle 13	Location 8
14	Aisle 12	Location 11
15	Aisle 0	Location 12
16	Aisle 8	Location 21
17	Aisle 1	Location 26
18	Aisle 17	Location 12
19	Aisle 16	Location 35
20	Aisle 7	Location 6
Order 5	number of articles 19
0	Aisle 12	Location 24
1	Aisle 19	Location 22
2	Aisle 1	Location 5
3	Aisle 12	Location 40
4	Aisle 0	Location 33
5	Aisle 13	Location 21
6	Aisle 0	Location 9
7	Aisle 8	Location 43
8	Aisle 12	Location 3
9	Aisle 7	Location 43
10	Aisle 6	Location 43
11	Aisle 8	Location 4
12	Aisle 1	Location 6
13	Aisle 0	Location 1
14	Aisle 18	Location 4
15	Aisle 16	Location 13
16	Aisle 15	Location 27
17	Aisle 0	Location 21
18	Aisle 0	Location 24
Order 6	number of articles 14
0	Aisle 11	Location 12
1	Aisle 12	Location 43
2	Aisle 1	Location 26
3	Aisle 19	Location 18
4	Aisle 0	Location 29
5	Aisle 1	Location 29
6	Aisle 16	Location 36
7	Aisle 1	Location 31
8	Aisle 15	Location 35
9	Aisle 16	Location 33
10	Aisle 0	Location 14
11	Aisle 1	Location 2
12	Aisle 6	Location 26
13	Aisle 7	Location 20
Order 7	number of articles 20
0	Aisle 7	Location 8
1	Aisle 19	Location 13
2	Aisle 9	Location 30
3	Aisle 0	Location 2
4	Aisle 7	Location 33
5	Aisle 1	Location 38
6	Aisle 0	Location 29
7	Aisle 9	Location 40
8	Aisle 0	Location 32
9	Aisle 10	Location 6
10	Aisle 1	Location 30
11	Aisle 8	Location 21
12	Aisle 9	Location 4
13	Aisle 0	Location 34
14	Aisle 12	Location 43
15	Aisle 0	Location 41
16	Aisle 14	Location 41
17	Aisle 0	Location 1
18	Aisle 15	Location 20
19	Aisle 12	Location 27
Order 8	number of articles 16
0	Aisle 10	Location 4
1	Aisle 14	Location 22
2	Aisle 0	Location 7
3	Aisle 8	Location 20
4	Aisle 14	Location 11
5	Aisle 16	Location 40
6	Aisle 0	Location 8
7	Aisle 0	Location 23
8	Aisle 6	Location 14
9	Aisle 9	Location 19
10	Aisle 7	Location 25
11	Aisle 8	Location 24
12	Aisle 1	Location 35
13	Aisle 18	Location 28
14	Aisle 16	Location 42
15	Aisle 0	Location 42
Order 9	number of articles 12
0	Aisle 1	Location 10
1	Aisle 16	Location 11
2	Aisle 7	Location 39
3	Aisle 12	Location 38
4	Aisle 1	Location 23
5	Aisle 1	Location 41
6	Aisle 10	Location 40
