Order 0	number of articles 10
0	Aisle 0	Location 29
1	Aisle 9	Location 30
2	Aisle 17	Location 7
3	Aisle 8	Location 13
4	Aisle 1	Location 42
5	Aisle 1	Location 22
6	Aisle 1	Location 38
7	Aisle 19	Location 35
8	Aisle 0	Location 20
9	Aisle 1	Location 0
Order 1	number of articles 17
0	Aisle 11	Location 38
1	Aisle 19	Location 21
2	Aisle 0	Location 9
3	Aisle 14	Location 27
4	Aisle 0	Location 11
5	Aisle 11	Location 15
6	Aisle 6	Location 2
7	Aisle 1	Location 12
8	Aisle 1	Location 13
9	Aisle 9	Location 4
10	Aisle 1	Location 27
11	Aisle 1	Location 33
12	Aisle 0	Location 30
13	Aisle 12	Location 11
14	Aisle 17	Location 3
15	Aisle 11	Location 20
16	Aisle 0	Location 27
Order 2	number of articles 12
0	Aisle 0	Location 36
1	Aisle 9	Location 42
2	Aisle 1	Location 42
3	Aisle 10	Location 13
4	Aisle 1	Location 12
5	Aisle 10	Location 40
6	Aisle 8	Location 38
7	Aisle 9	Location 38
8	Aisle 18	Location 18
9	Aisle 11	Location 15
10	Aisle 0	Location 33
11	Aisle 11	Location 38
Order 3	number of articles 12
0	Aisle 19	Location 38
1	Aisle 19	Location 0
2	Aisle 0	Location 44
3	Aisle 0	Location 6
4	Aisle 16	Location 0
5	Aisle 0	Location 4
6	Aisle 1	Location 4
7	Aisle 10	Location 24
8	Aisle 11	Location 1
9	Aisle 6	Location 34
10	Aisle 0	Location 20
11	Aisle 7	Location 12
Order 4	number of articles 21
0	Aisle 12	Location 6
1	Aisle 1	Location 17
2	Aisle 0	Location 43
3	Aisle 11	Location 25
4	Aisle 1	Location 26
5	Aisle 7	Location 13
6	Aisle 19	Location 20
7	Aisle 1	Location 24
8	Aisle 0	Location 7
9	Aisle 0	Location 17
10	Aisle 0	Location 16
11	Aisle 0	Location 15
12	Aisle 0	Location 6
13	Aisle 8	Location 6
14	Aisle 10	Location 8
15	Aisle 6	Location 43
16	Aisle 1	Location 22
17	Aisle 12	Location 30
18	Aisle 1	Location 44
19	Aisle 1	Location 34
20	Aisle 7	Location 0
Order 5	number of articles 14
0	Aisle 0	Location 9
1	Aisle 8	Location 5
2	Aisle 1	Location 36
3	Aisle 9	Location 15
4	Aisle 0	Location 38
5	Aisle 18	Location 4
6	Aisle 0	Location 39
7	Aisle 1	Location 43
8	Aisle 0	Location 10
9	Aisle 0	Location 22
10	Aisle 18	Location 40
11	Aisle 0	Location 40
12	Aisle 15	Location 28
13	Aisle 0	Location 15
Order 6	number of articles 14
0	Aisle 9	Location 44
1	Aisle 0	Location 20
2	Aisle 0	Location 18
3	Aisle 9	Location 39
4	Aisle 16	Location 23
5	Aisle 1	Location 37
6	Aisle 12	Location 7
7	Aisle 0	Location 41
8	Aisle 7	Location 19
9	Aisle 1	Location 11
10	Aisle 1	Location 36
11	Aisle 15	Location 10
12	Aisle 9	Location 36
13	Aisle 1	Location 35
Order 7	number of articles 9
0	Aisle 1	Location 9
1	Aisle 1	Location 33
2	Aisle 1	Location 26
3	Aisle 0	Location 4
4	Aisle 0	Location 2
5	Aisle 0	Location 27
6	Aisle 12	Location 29
7	Aisle 13	Location 10
8	Aisle 0	Location 32
Order 8	number of articles 6
0	Aisle 10	Location 40
1	Aisle 16	Location 16
2	Aisle 0	Location 26
3	Aisle 16	Location 28
4	Aisle 0	Location 17
5	Aisle 0	Location 20
Order 9	number of articles 11
0	Aisle 8	Location 34
1	Aisle 11	Location 14
2	Aisle 19	Location 43
3	Aisle 0	Location 37
4	Aisle 9	Location 4
5	Aisle 0	Location 39
6	Aisle 0	Location 0
7	Aisle 13	Location 17
8	Aisle 1	Location 8
9	Aisle 14	Location 38
10	Aisle 1	Location 36
Order 10	number of articles 11
0	Aisle 13	Location 32
1	Aisle 1	Location 35
2	Aisle 15	Location 27
3	Aisle 1	Location 3
4	Aisle 11	Location 43
