Order 0	number of articles 21
0	Aisle 8	Location 21
1	Aisle 10	Location 40
2	Aisle 0	Location 11
3	Aisle 1	Location 41
4	Aisle 16	Location 42
5	Aisle 14	Location 1
6	Aisle 0	Location 9
7	Aisle 1	Location 8
8	Aisle 15	Location 17
9	Aisle 11	Location 5
10	Aisle 3	Location 40
11	Aisle 5	Location 37
12	Aisle 17	Location 36
13	Aisle 18	Location 1
14	Aisle 11	Location 37
15	Aisle 10	Location 17
16	Aisle 1	Location 20
17	Aisle 0	Location 12
18	Aisle 4	Location 20
19	Aisle 3	Location 37
20	Aisle 2	Location 33
Order 1	number of articles 18
0	Aisle 1	Location 5
1	Aisle 7	Location 43
2	Aisle 9	Location 16
3	Aisle 11	Location 24
4	Aisle 1	Location 6
5	Aisle 4	Location 37
6	Aisle 11	Location 17
7	Aisle 19	Location 11
8	Aisle 14	Location 21
9	Aisle 12	Location 43
10	Aisle 2	Location 27
11	Aisle 15	Location 5
12	Aisle 18	Location 44
13	Aisle 14	Location 16
14	Aisle 7	Location 12
15	Aisle 5	Location 8
16	Aisle 2	Location 18
17	Aisle 19	Location 3
Order 2	number of articles 15
0	Aisle 9	Location 41
1	Aisle 14	Location 17
2	Aisle 4	Location 36
3	Aisle 10	Location 21
4	Aisle 13	Location 11
5	Aisle 7	Location 9
6	Aisle 8	Location 36
7	Aisle 7	Location 35
8	Aisle 4	Location 16
9	Aisle 6	Location 12
10	Aisle 3	Location 1
11	Aisle 10	Location 41
12	Aisle 3	Location 15
13	Aisle 6	Location 37
14	Aisle 1	Location 31
Order 3	number of articles 15
0	Aisle 12	Location 6
1	Aisle 8	Location 26
2	Aisle 16	Location 26
3	Aisle 3	Location 29
4	Aisle 3	Location 37
5	Aisle 12	Location 3
6	Aisle 2	Location 44
7	Aisle 8	Location 37
8	Aisle 17	Location 33
9	Aisle 10	Location 20
10	Aisle 16	Location 16
11	Aisle 16	Location 17
12	Aisle 6	Location 10
13	Aisle 7	Location 37
14	Aisle 0	Location 25
Order 4	number of articles 18
0	Aisle 3	Location 29
1	Aisle 15	Location 1
2	Aisle 0	Location 42
3	Aisle 3	Location 25
4	Aisle 18	Location 29
5	Aisle 11	Location 32
6	Aisle 3	Location 42
7	Aisle 7	Location 13
8	Aisle 1	Location 7
9	Aisle 4	Location 30
10	Aisle 9	Location 34
11	Aisle 12	Location 21
12	Aisle 0	Location 1
13	Aisle 2	Location 42
