Order 0	number of articles 13
0	Aisle 19	Location 4
1	Aisle 4	Location 43
2	Aisle 6	Location 2
3	Aisle 12	Location 35
4	Aisle 17	Location 28
5	Aisle 4	Location 40
6	Aisle 0	Location 35
7	Aisle 2	Location 38
8	Aisle 12	Location 30
9	Aisle 19	Location 21
10	Aisle 16	Location 17
11	Aisle 8	Location 37
12	Aisle 7	Location 22
Order 1	number of articles 14
0	Aisle 4	Location 27
1	Aisle 8	Location 38
2	Aisle 18	Location 4
3	Aisle 4	Location 40
4	Aisle 9	Location 28
5	Aisle 7	Location 14
6	Aisle 5	Location 4
7	Aisle 8	Location 41
8	Aisle 8	Location 8
9	Aisle 3	Location 15
10	Aisle 6	Location 26
11	Aisle 11	Location 11
12	Aisle 13	Location 39
13	Aisle 6	Location 24
Order 2	number of articles 21
0	Aisle 16	Location 8
1	Aisle 5	Location 5
2	Aisle 2	Location 14
3	Aisle 6	Location 29
4	Aisle 7	Location 37
5	Aisle 7	Location 3
6	Aisle 18	Location 15
7	Aisle 10	Location 2
8	Aisle 11	Location 35
9	Aisle 14	Location 44
10	Aisle 13	Location 4
11	Aisle 8	Location 6
12	Aisle 9	Location 40
13	Aisle 16	Location 14
14	Aisle 0	Location 5
15	Aisle 19	Location 0
16	Aisle 18	Location 3
17	Aisle 1	Location 42
18	Aisle 17	Location 28
19	Aisle 4	Location 14
20	Aisle 10	Location 18
Order 3	number of articles 15
0	Aisle 7	Location 34
1	Aisle 4	Location 35
2	Aisle 16	Location 38
3	Aisle 16	Location 3
4	Aisle 1	Location 41
5	Aisle 16	Location 23
6	Aisle 6	Location 0
7	Aisle 19	Location 6
8	Aisle 19	Location 39
9	Aisle 6	Location 42
10	Aisle 17	Location 13
11	Aisle 4	Location 18
12	Aisle 19	Location 31
13	Aisle 8	Location 29
14	Aisle 11	Location 25
Order 4	number of articles 14
0	Aisle 1	Location 22
1	Aisle 17	Location 42
2	Aisle 10	Location 4
3	Aisle 7	Location 38
4	Aisle 18	Location 37
5	Aisle 9	Location 24
6	Aisle 13	Location 20
7	Aisle 6	Location 31
8	Aisle 15	Location 34
9	Aisle 19	Location 38
10	Aisle 5	Location 28
11	Aisle 12	Location 39
12	Aisle 5	Location 11
13	Aisle 2	Location 15
Order 5	number of articles 21
0	Aisle 4	Location 3
1	Aisle 10	Location 28
2	Aisle 10	Location 26
3	Aisle 13	Location 43
4	Aisle 8	Location 35
5	Aisle 17	Location 36
6	Aisle 6	Location 26
7	Aisle 5	Location 16
8	Aisle 12	Location 38
9	Aisle 18	Location 3
10	Aisle 14	Location 22
11	Aisle 16	Location 4
12	Aisle 1	Location 13
13	Aisle 5	Location 25
14	Aisle 13	Location 6
15	Aisle 8	Location 1
16	Aisle 6	Location 40
17	Aisle 3	Location 28
18	Aisle 4	Location 7
19	Aisle 14	Location 0
20	Aisle 4	Location 19
Order 6	number of articles 17
0	Aisle 10	Location 44
1	Aisle 11	Location 28
2	Aisle 1	Location 7
3	Aisle 13	Location 27
4	Aisle 12	Location 9
5	Aisle 0	Location 2
6	Aisle 16	Location 29
7	Aisle 0	Location 39
8	Aisle 12	Location 14
9	Aisle 8	Location 28
10	Aisle 14	Location 12
11	Aisle 8	Location 4
12	Aisle 3	Location 43
13	Aisle 3	Location 40
14	Aisle 6	Location 8
15	Aisle 1	Location 43
16	Aisle 19	Location 27
Order 7	number of articles 9
0	Aisle 4	Location 32
1	Aisle 11	Location 6
2	Aisle 13	Location 18
3	Aisle 16	Location 39
4	Aisle 4	Location 7
5	Aisle 1	Location 9
6	Aisle 13	Location 23
7	Aisle 15	Location 28
8	Aisle 18	Location 40
Order 8	number of articles 16
0	Aisle 1	Location 0
1	Aisle 0	Location 8
2	Aisle 6	Location 27
3	Aisle 12	Location 22
4	Aisle 16	Location 17
5	Aisle 18	Location 22
6	Aisle 15	Location 28
7	Aisle 4	Location 25
8	Aisle 12	Location 23
9	Aisle 8	Location 10
10	Aisle 18	Location 1
11	Aisle 7	Location 17
12	Aisle 15	Location 44
13	Aisle 17	Location 40
14	Aisle 4	Location 27
15	Aisle 5	Location 9
Order 9	number of articles 8
0	Aisle 11	Location 4
1	Aisle 11	Location 34
2	Aisle 12	Location 41
3	Aisle 17	Location 20
4	Aisle 16	Location 44
5	Aisle 3	Location 26
6	Aisle 9	Location 13
7	Aisle 4	Location 11
Order 10	number of articles 13
0	Aisle 13	Location 38
1	Aisle 3	Location 11
2	Aisle 0	Location 7
3	Aisle 17	Location 35
4	Aisle 0	Location 41
5	Aisle 11	Location 36
6	Aisle 6	Location 10
7	Aisle 2	Location 11
8	Aisle 2	Location 41
9	Aisle 19	Location 18
10	Aisle 9	Location 33
11	Aisle 13	Location 3
12	Aisle 6	Location 34
Order 11	number of articles 20
0	Aisle 16	Location 38
1	Aisle 10	Location 39
2	Aisle 12	Location 36
3	Aisle 14	Location 27
4	Aisle 2	Location 13
5	Aisle 7	Location 0
6	Aisle 9	Location 32
7	Aisle 2	Location 10
8	Aisle 9	Location 15
9	Aisle 1	Location 8
10	Aisle 14	Location 42
11	Aisle 3	Location 20
12	Aisle 1	Location 13
13	Aisle 5	Location 22
14	Aisle 18	Location 5
15	Aisle 6	Location 40
16	Aisle 17	Location 14
17	Aisle 7	Location 41
18	Aisle 19	Location 43
19	Aisle 16	Location 28
Order 12	number of articles 7
0	Aisle 13	Location 39
1	Aisle 18	Location 36
2	Aisle 4	Location 10
3	Aisle 6	Location 16
4	Aisle 9	Location 31
5	Aisle 15	Location 44
6	Aisle 8	Location 4
Order 13	number of articles 12
0	Aisle 14	Location 32
1	Aisle 19	Location 3
2	Aisle 15	Location 30
3	Aisle 12	Location 8
4	Aisle 4	Location 0
5	Aisle 15	Location 27
6	Aisle 0	Location 18
7	Aisle 9	Location 9
8	Aisle 10	Location 44
9	Aisle 4	Location 37
10	Aisle 18	Location 11
11	Aisle 10	Location 27
Order 14	number of articles 22
0	Aisle 15	Location 39
1	Aisle 19	Location 41
2	Aisle 10	Location 34
3	Aisle 13	Location 39
4	Aisle 13	Location 29
5	Aisle 5	Location 37
6	Aisle 5	Location 27
7	Aisle 5	Location 30
8	Aisle 0	Location 8
9	Aisle 16	Location 15
10	Aisle 18	Location 42
11	Aisle 16	Location 8
12	Aisle 0	Location 23
13	Aisle 7	Location 38
14	Aisle 2	Location 3
15	Aisle 15	Location 25
16	Aisle 1	Location 6
17	Aisle 15	Location 13
18	Aisle 11	Location 22
19	Aisle 13	Location 40
20	Aisle 12	Location 30
21	Aisle 1	Location 10
Order 15	number of articles 5
0	Aisle 7	Location 42
1	Aisle 10	Location 21
2	Aisle 18	Location 33
3	Aisle 3	Location 39
4	Aisle 1	Location 18
Order 16	number of articles 11
0	Aisle 3	Location 32
1	Aisle 4	Location 39
2	Aisle 17	Location 18
3	Aisle 7	Location 29
4	Aisle 3	Location 24
5	Aisle 1	Location 35
6	Aisle 1	Location 8
7	Aisle 3	Location 2
8	Aisle 6	Location 7
9	Aisle 19	Location 40
10	Aisle 4	Location 8
Order 17	number of articles 17
0	Aisle 1	Location 38
1	Aisle 3	Location 29
2	Aisle 18	Location 8
3	Aisle 13	Location 35
4	Aisle 9	Location 38
5	Aisle 11	Location 12
6	Aisle 1	Location 29
7	Aisle 15	Location 21
8	Aisle 18	Location 11
9	Aisle 16	Location 10
10	Aisle 10	Location 15
11	Aisle 16	Location 36
12	Aisle 1	Location 8
13	Aisle 19	Location 43
14	Aisle 2	Location 20
15	Aisle 7	Location 0
16	Aisle 6	Location 38
Order 18	number of articles 17
0	Aisle 19	Location 20
1	Aisle 19	Location 4
2	Aisle 11	Location 37
3	Aisle 12	Location 30
4	Aisle 10	Location 20
5	Aisle 4	Location 11
6	Aisle 13	Location 18
7	Aisle 8	Location 30
8	Aisle 10	Location 16
9	Aisle 9	Location 4
10	Aisle 17	Location 13
11	Aisle 10	Location 28
12	Aisle 19	Location 23
13	Aisle 2	Location 16
14	Aisle 16	Location 35
15	Aisle 13	Location 15
16	Aisle 1	Location 14
Order 19	number of articles 13
0	Aisle 3	Location 17
1	Aisle 12	Location 29
2	Aisle 19	Location 41
3	Aisle 12	Location 22
4	Aisle 10	Location 40
5	Aisle 14	Location 20
6	Aisle 16	Location 13
7	Aisle 7	Location 33
8	Aisle 12	Location 33
9	Aisle 18	Location 5
10	Aisle 14	Location 18
11	Aisle 15	Location 2
12	Aisle 19	Location 34
Order 20	number of articles 22
0	Aisle 6	Location 40
1	Aisle 3	Location 18
2	Aisle 13	Location 6
3	Aisle 3	Location 22
4	Aisle 12	Location 32
5	Aisle 19	Location 19
6	Aisle 8	Location 39
7	Aisle 2	Location 4
8	Aisle 12	Location 4
9	Aisle 8	Location 15
10	Aisle 13	Location 36
11	Aisle 14	Location 44
12	Aisle 10	Location 5
13	Aisle 3	Location 15
14	Aisle 19	Location 43
15	Aisle 10	Location 33
16	Aisle 6	Location 15
17	Aisle 11	Location 9
18	Aisle 2	Location 15
19	Aisle 1	Location 40
20	Aisle 13	Location 12
21	Aisle 7	Location 22
Order 21	number of articles 19
0	Aisle 7	Location 2
1	Aisle 17	Location 21
2	Aisle 2	Location 2
3	Aisle 15	Location 15
4	Aisle 14	Location 36
5	Aisle 1	Location 37
6	Aisle 6	Location 10
7	Aisle 1	Location 21
8	Aisle 9	Location 29
9	Aisle 1	Location 8
10	Aisle 7	Location 24
11	Aisle 13	Location 19
12	Aisle 7	Location 0
13	Aisle 14	Location 8
14	Aisle 10	Location 8
15	Aisle 15	Location 21
16	Aisle 13	Location 10
17	Aisle 5	Location 1
18	Aisle 14	Location 35
Order 22	number of articles 14
0	Aisle 17	Location 8
1	Aisle 12	Location 5
2	Aisle 14	Location 1
3	Aisle 5	Location 12
4	Aisle 18	Location 42
5	Aisle 15	Location 25
6	Aisle 2	Location 24
7	Aisle 5	Location 41
8	Aisle 15	Location 35
9	Aisle 8	Location 24
10	Aisle 7	Location 42
11	Aisle 7	Location 10
12	Aisle 13	Location 21
13	Aisle 0	Location 29
Order 23	number of articles 24
0	Aisle 14	Location 19
1	Aisle 11	Location 3
2	Aisle 7	Location 23
3	Aisle 6	Location 22
4	Aisle 3	Location 39
5	Aisle 19	Location 33
6	Aisle 2	Location 41
7	Aisle 2	Location 29
8	Aisle 5	Location 18
9	Aisle 1	Location 35
10	Aisle 7	Location 39
11	Aisle 5	Location 19
12	Aisle 1	Location 29
13	Aisle 5	Location 22
14	Aisle 9	Location 14
15	Aisle 10	Location 0
16	Aisle 14	Location 3
17	Aisle 5	Location 4
18	Aisle 17	Location 16
19	Aisle 15	Location 41
20	Aisle 14	Location 0
21	Aisle 1	Location 16
22	Aisle 16	Location 28
23	Aisle 16	Location 10
Order 24	number of articles 14
