Order 0	number of articles 24
0	Aisle 19	Location 42
1	Aisle 1	Location 44
2	Aisle 5	Location 5
3	Aisle 9	Location 17
4	Aisle 8	Location 23
5	Aisle 18	Location 36
6	Aisle 14	Location 29
7	Aisle 10	Location 24
8	Aisle 12	Location 15
9	Aisle 19	Location 44
10	Aisle 0	Location 5
11	Aisle 19	Location 43
12	Aisle 6	Location 44
13	Aisle 6	Location 29
14	Aisle 3	Location 23
15	Aisle 16	Location 1
16	Aisle 16	Location 23
17	Aisle 12	Location 26
18	Aisle 11	Location 0
19	Aisle 12	Location 42
20	Aisle 0	Location 30
21	Aisle 11	Location 7
22	Aisle 14	Location 6
23	Aisle 7	Location 20
Order 1	number of articles 5
0	Aisle 13	Location 40
1	Aisle 2	Location 40
2	Aisle 8	Location 2
3	Aisle 12	Location 14
4	Aisle 19	Location 0
Order 2	number of articles 18
0	Aisle 14	Location 36
1	Aisle 15	Location 10
2	Aisle 3	Location 12
3	Aisle 12	Location 1
4	Aisle 7	Location 16
5	Aisle 5	Location 27
6	Aisle 8	Location 7
7	Aisle 5	Location 25
8	Aisle 3	Location 8
9	Aisle 19	Location 19
10	Aisle 6	Location 13
11	Aisle 13	Location 15
12	Aisle 4	Location 27
13	Aisle 3	Location 31
14	Aisle 11	Location 12
15	Aisle 7	Location 29
16	Aisle 15	Location 25
17	Aisle 14	Location 0
Order 3	number of articles 16
0	Aisle 5	Location 18
1	Aisle 10	Location 7
2	Aisle 15	Location 43
3	Aisle 4	Location 30
4	Aisle 17	Location 20
5	Aisle 15	Location 38
6	Aisle 18	Location 34
7	Aisle 16	Location 1
8	Aisle 9	Location 24
9	Aisle 14	Location 6
10	Aisle 15	Location 25
11	Aisle 7	Location 37
12	Aisle 15	Location 42
13	Aisle 0	Location 24
14	Aisle 15	Location 33
15	Aisle 1	Location 20
Order 4	number of articles 7
0	Aisle 17	Location 34
1	Aisle 9	Location 0
2	Aisle 10	Location 10
3	Aisle 9	Location 1
4	Aisle 18	Location 16
5	Aisle 8	Location 11
6	Aisle 17	Location 23
Order 5	number of articles 5
0	Aisle 14	Location 10
1	Aisle 13	Location 2
2	Aisle 4	Location 23
3	Aisle 15	Location 25
4	Aisle 12	Location 5
Order 6	number of articles 20
0	Aisle 11	Location 32
1	Aisle 1	Location 15
2	Aisle 14	Location 16
3	Aisle 18	Location 28
4	Aisle 16	Location 16
5	Aisle 19	Location 5
6	Aisle 7	Location 34
7	Aisle 15	Location 39
8	Aisle 7	Location 3
9	Aisle 3	Location 4
10	Aisle 0	Location 23
11	Aisle 3	Location 26
12	Aisle 1	Location 2
13	Aisle 8	Location 24
14	Aisle 19	Location 29
15	Aisle 12	Location 8
16	Aisle 11	Location 15
17	Aisle 12	Location 36
18	Aisle 3	Location 24
19	Aisle 5	Location 14
Order 7	number of articles 21
0	Aisle 0	Location 37
1	Aisle 15	Location 26
2	Aisle 14	Location 40
3	Aisle 10	Location 10
4	Aisle 9	Location 20
5	Aisle 0	Location 32
6	Aisle 7	Location 13
7	Aisle 7	Location 19
8	Aisle 10	Location 19
9	Aisle 6	Location 0
10	Aisle 2	Location 16
11	Aisle 11	Location 15
12	Aisle 4	Location 30
13	Aisle 13	Location 37
14	Aisle 4	Location 42
15	Aisle 9	Location 14
16	Aisle 15	Location 23
17	Aisle 0	Location 1
18	Aisle 9	Location 17
19	Aisle 9	Location 24
20	Aisle 15	Location 37
Order 8	number of articles 12
0	Aisle 5	Location 7
1	Aisle 0	Location 38
2	Aisle 1	Location 18
3	Aisle 11	Location 3
4	Aisle 2	Location 7
5	Aisle 7	Location 20
6	Aisle 13	Location 4
7	Aisle 4	Location 8
8	Aisle 10	Location 22
9	Aisle 18	Location 0
10	Aisle 1	Location 0
11	Aisle 0	Location 29
Order 9	number of articles 13
0	Aisle 16	Location 8
1	Aisle 12	Location 34
2	Aisle 10	Location 8
3	Aisle 18	Location 1
4	Aisle 4	Location 24
5	Aisle 13	Location 34
6	Aisle 9	Location 40
7	Aisle 2	Location 39
8	Aisle 14	Location 17
9	Aisle 8	Location 4
10	Aisle 10	Location 28
11	Aisle 9	Location 17
12	Aisle 10	Location 32
Order 10	number of articles 5
0	Aisle 16	Location 1
1	Aisle 9	Location 25
2	Aisle 5	Location 36
3	Aisle 0	Location 29
4	Aisle 5	Location 0
Order 11	number of articles 12
0	Aisle 18	Location 0
1	Aisle 13	Location 28
2	Aisle 8	Location 20
3	Aisle 5	Location 4
4	Aisle 10	Location 27
5	Aisle 10	Location 22
6	Aisle 4	Location 11
7	Aisle 5	Location 0
8	Aisle 10	Location 5
9	Aisle 15	Location 9
10	Aisle 15	Location 32
11	Aisle 1	Location 2
Order 12	number of articles 6
0	Aisle 5	Location 10
1	Aisle 9	Location 39
2	Aisle 2	Location 28
3	Aisle 11	Location 18
4	Aisle 18	Location 25
5	Aisle 0	Location 16
Order 13	number of articles 10
0	Aisle 5	Location 40
