Order 0	number of articles 20
0	Aisle 3	Location 20
1	Aisle 1	Location 19
2	Aisle 15	Location 24
3	Aisle 5	Location 0
4	Aisle 13	Location 14
5	Aisle 18	Location 12
6	Aisle 1	Location 22
7	Aisle 14	Location 29
8	Aisle 10	Location 5
9	Aisle 5	Location 38
10	Aisle 6	Location 21
11	Aisle 7	Location 20
12	Aisle 4	Location 33
13	Aisle 1	Location 39
14	Aisle 10	Location 20
15	Aisle 5	Location 3
16	Aisle 4	Location 26
17	Aisle 4	Location 31
18	Aisle 16	Location 25
19	Aisle 16	Location 27
Order 1	number of articles 24
0	Aisle 3	Location 21
1	Aisle 7	Location 31
2	Aisle 4	Location 5
3	Aisle 10	Location 42
4	Aisle 16	Location 43
5	Aisle 6	Location 23
6	Aisle 8	Location 29
7	Aisle 18	Location 20
8	Aisle 7	Location 38
9	Aisle 10	Location 28
10	Aisle 9	Location 18
11	Aisle 17	Location 21
12	Aisle 16	Location 41
13	Aisle 8	Location 24
14	Aisle 18	Location 16
15	Aisle 7	Location 0
16	Aisle 5	Location 32
17	Aisle 19	Location 34
18	Aisle 17	Location 43
19	Aisle 2	Location 35
20	Aisle 10	Location 35
21	Aisle 6	Location 19
22	Aisle 3	Location 22
23	Aisle 3	Location 23
Order 2	number of articles 23
0	Aisle 5	Location 42
1	Aisle 9	Location 16
2	Aisle 6	Location 34
3	Aisle 17	Location 24
4	Aisle 3	Location 34
5	Aisle 3	Location 36
6	Aisle 8	Location 29
7	Aisle 18	Location 31
8	Aisle 15	Location 27
9	Aisle 0	Location 29
10	Aisle 15	Location 28
11	Aisle 17	Location 16
12	Aisle 9	Location 1
13	Aisle 11	Location 5
14	Aisle 6	Location 6
15	Aisle 11	Location 21
16	Aisle 7	Location 25
17	Aisle 8	Location 5
18	Aisle 5	Location 30
19	Aisle 3	Location 9
20	Aisle 7	Location 28
21	Aisle 19	Location 0
22	Aisle 19	Location 19
Order 3	number of articles 23
0	Aisle 16	Location 17
1	Aisle 9	Location 28
2	Aisle 13	Location 31
3	Aisle 5	Location 4
4	Aisle 12	Location 41
5	Aisle 6	Location 3
6	Aisle 13	Location 9
7	Aisle 12	Location 27
8	Aisle 7	Location 3
9	Aisle 4	Location 8
10	Aisle 7	Location 27
11	Aisle 6	Location 27
12	Aisle 16	Location 33
13	Aisle 2	Location 31
14	Aisle 16	Location 21
15	Aisle 1	Location 34
16	Aisle 10	Location 4
17	Aisle 17	Location 43
18	Aisle 12	Location 21
