Order 0	number of articles 16
0	Aisle 16	Location 31
1	Aisle 15	Location 35
2	Aisle 13	Location 17
3	Aisle 18	Location 16
4	Aisle 15	Location 42
5	Aisle 19	Location 25
6	Aisle 6	Location 19
7	Aisle 3	Location 16
8	Aisle 11	Location 0
9	Aisle 16	Location 35
10	Aisle 19	Location 8
11	Aisle 17	Location 35
12	Aisle 1	Location 12
13	Aisle 15	Location 23
14	Aisle 18	Location 25
15	Aisle 6	Location 26
Order 1	number of articles 7
0	Aisle 4	Location 25
1	Aisle 3	Location 8
2	Aisle 18	Location 21
3	Aisle 5	Location 35
4	Aisle 14	Location 37
5	Aisle 16	Location 29
6	Aisle 12	Location 34
Order 2	number of articles 16
0	Aisle 11	Location 39
1	Aisle 0	Location 4
2	Aisle 4	Location 39
3	Aisle 18	Location 3
4	Aisle 16	Location 1
5	Aisle 10	Location 12
6	Aisle 16	Location 41
7	Aisle 8	Location 1
8	Aisle 19	Location 7
9	Aisle 1	Location 7
10	Aisle 0	Location 6
11	Aisle 17	Location 42
12	Aisle 14	Location 34
13	Aisle 3	Location 8
14	Aisle 15	Location 33
15	Aisle 16	Location 35
Order 3	number of articles 24
0	Aisle 13	Location 43
1	Aisle 2	Location 1
2	Aisle 12	Location 28
3	Aisle 1	Location 18
4	Aisle 19	Location 1
5	Aisle 15	Location 43
6	Aisle 1	Location 40
7	Aisle 7	Location 42
8	Aisle 7	Location 19
9	Aisle 5	Location 37
10	Aisle 0	Location 38
11	Aisle 0	Location 33
12	Aisle 3	Location 33
13	Aisle 3	Location 11
14	Aisle 19	Location 18
15	Aisle 14	Location 6
16	Aisle 6	Location 2
17	Aisle 16	Location 19
18	Aisle 13	Location 20
19	Aisle 1	Location 39
20	Aisle 4	Location 33
21	Aisle 8	Location 44
22	Aisle 6	Location 27
23	Aisle 5	Location 15
Order 4	number of articles 20
0	Aisle 10	Location 21
1	Aisle 0	Location 3
2	Aisle 16	Location 3
3	Aisle 13	Location 8
4	Aisle 9	Location 5
5	Aisle 7	Location 30
6	Aisle 2	Location 6
7	Aisle 17	Location 14
8	Aisle 5	Location 14
9	Aisle 3	Location 29
10	Aisle 9	Location 40
11	Aisle 7	Location 36
12	Aisle 14	Location 44
13	Aisle 13	Location 11
14	Aisle 19	Location 34
15	Aisle 10	Location 20
16	Aisle 15	Location 22
17	Aisle 5	Location 19
18	Aisle 7	Location 41
19	Aisle 6	Location 22
Order 5	number of articles 11
0	Aisle 7	Location 34
1	Aisle 18	Location 36
2	Aisle 4	Location 39
3	Aisle 0	Location 43
4	Aisle 5	Location 11
5	Aisle 13	Location 4
6	Aisle 3	Location 37
7	Aisle 13	Location 20
8	Aisle 12	Location 18
9	Aisle 0	Location 10
10	Aisle 5	Location 30
Order 6	number of articles 24
0	Aisle 17	Location 29
1	Aisle 15	Location 0
2	Aisle 3	Location 23
3	Aisle 6	Location 33
4	Aisle 14	Location 12
5	Aisle 16	Location 16
6	Aisle 17	Location 23
7	Aisle 12	Location 40
8	Aisle 19	Location 16
9	Aisle 2	Location 5
10	Aisle 1	Location 43
11	Aisle 13	Location 5
12	Aisle 7	Location 10
13	Aisle 16	Location 30
14	Aisle 19	Location 10
15	Aisle 18	Location 11
16	Aisle 10	Location 30
17	Aisle 7	Location 37
18	Aisle 19	Location 27
19	Aisle 18	Location 38
20	Aisle 3	Location 38
21	Aisle 13	Location 4
22	Aisle 15	Location 12
23	Aisle 9	Location 40
Order 7	number of articles 15
0	Aisle 10	Location 7
1	Aisle 15	Location 17
2	Aisle 1	Location 32
3	Aisle 19	Location 2
4	Aisle 16	Location 43
5	Aisle 7	Location 13
6	Aisle 6	Location 14
7	Aisle 14	Location 43
8	Aisle 0	Location 16
9	Aisle 9	Location 2
10	Aisle 4	Location 21
11	Aisle 13	Location 24
12	Aisle 19	Location 1
13	Aisle 13	Location 38
14	Aisle 14	Location 44
Order 8	number of articles 10
0	Aisle 14	Location 38
1	Aisle 0	Location 34
2	Aisle 6	Location 13
3	Aisle 8	Location 9
4	Aisle 1	Location 31
5	Aisle 4	Location 22
6	Aisle 11	Location 27
7	Aisle 15	Location 38
8	Aisle 0	Location 1
9	Aisle 15	Location 7
Order 9	number of articles 9
0	Aisle 11	Location 30
1	Aisle 18	Location 38
2	Aisle 7	Location 25
3	Aisle 5	Location 1
4	Aisle 13	Location 9
5	Aisle 16	Location 42
6	Aisle 4	Location 34
7	Aisle 0	Location 18
8	Aisle 9	Location 32
Order 10	number of articles 20
0	Aisle 2	Location 16
1	Aisle 3	Location 2
2	Aisle 15	Location 36
3	Aisle 11	Location 31
4	Aisle 0	Location 27
5	Aisle 9	Location 44
6	Aisle 6	Location 26
7	Aisle 2	Location 28
8	Aisle 10	Location 2
9	Aisle 4	Location 16
10	Aisle 4	Location 3
11	Aisle 8	Location 39
12	Aisle 18	Location 37
13	Aisle 10	Location 26
14	Aisle 18	Location 7
15	Aisle 6	Location 12
16	Aisle 15	Location 8
17	Aisle 3	Location 36
18	Aisle 6	Location 10
19	Aisle 7	Location 21
Order 11	number of articles 13
0	Aisle 10	Location 42
1	Aisle 0	Location 16
2	Aisle 19	Location 0
3	Aisle 8	Location 13
4	Aisle 12	Location 14
5	Aisle 15	Location 31
6	Aisle 3	Location 42
7	Aisle 6	Location 29
8	Aisle 1	Location 27
9	Aisle 9	Location 2
10	Aisle 2	Location 34
11	Aisle 11	Location 28
12	Aisle 19	Location 20
Order 12	number of articles 16
0	Aisle 9	Location 41
1	Aisle 19	Location 18
2	Aisle 10	Location 8
3	Aisle 3	Location 30
4	Aisle 4	Location 21
5	Aisle 4	Location 24
6	Aisle 19	Location 26
7	Aisle 2	Location 34
8	Aisle 19	Location 12
9	Aisle 19	Location 13
10	Aisle 17	Location 19
11	Aisle 9	Location 19
12	Aisle 6	Location 22
13	Aisle 4	Location 29
14	Aisle 1	Location 12
15	Aisle 5	Location 43
Order 13	number of articles 16
0	Aisle 1	Location 24
1	Aisle 6	Location 14
2	Aisle 1	Location 25
3	Aisle 13	Location 27
4	Aisle 4	Location 19
5	Aisle 9	Location 40
6	Aisle 15	Location 33
7	Aisle 7	Location 0
8	Aisle 1	Location 35
9	Aisle 2	Location 5
10	Aisle 18	Location 17
11	Aisle 10	Location 4
12	Aisle 18	Location 39
13	Aisle 3	Location 43
14	Aisle 5	Location 29
15	Aisle 12	Location 5
Order 14	number of articles 18
0	Aisle 14	Location 18
1	Aisle 19	Location 31
2	Aisle 7	Location 35
3	Aisle 17	Location 18
4	Aisle 2	Location 36
5	Aisle 3	Location 20
6	Aisle 18	Location 37
7	Aisle 19	Location 37
8	Aisle 6	Location 35
9	Aisle 1	Location 19
10	Aisle 6	Location 44
11	Aisle 15	Location 13
12	Aisle 6	Location 1
13	Aisle 8	Location 3
14	Aisle 3	Location 28
15	Aisle 13	Location 8
16	Aisle 10	Location 3
17	Aisle 5	Location 2
Order 15	number of articles 12
0	Aisle 6	Location 3
1	Aisle 10	Location 37
2	Aisle 16	Location 4
3	Aisle 4	Location 44
4	Aisle 15	Location 12
5	Aisle 17	Location 40
6	Aisle 1	Location 1
7	Aisle 13	Location 38
8	Aisle 15	Location 28
9	Aisle 17	Location 36
10	Aisle 17	Location 13
11	Aisle 1	Location 0
Order 16	number of articles 5
0	Aisle 7	Location 7
1	Aisle 14	Location 2
2	Aisle 15	Location 32
3	Aisle 3	Location 22
4	Aisle 5	Location 7
Order 17	number of articles 23
0	Aisle 7	Location 4
1	Aisle 12	Location 33
2	Aisle 10	Location 26
3	Aisle 0	Location 44
4	Aisle 14	Location 20
5	Aisle 18	Location 42
6	Aisle 2	Location 41
7	Aisle 16	Location 36
8	Aisle 0	Location 7
9	Aisle 16	Location 5
10	Aisle 16	Location 28
11	Aisle 7	Location 7
12	Aisle 14	Location 44
13	Aisle 7	Location 3
14	Aisle 7	Location 34
15	Aisle 13	Location 18
16	Aisle 3	Location 41
17	Aisle 13	Location 30
18	Aisle 14	Location 4
19	Aisle 9	Location 13
20	Aisle 0	Location 4
21	Aisle 3	Location 26
22	Aisle 11	Location 32
Order 18	number of articles 19
0	Aisle 3	Location 39
1	Aisle 8	Location 42
2	Aisle 3	Location 6
3	Aisle 17	Location 23
4	Aisle 3	Location 10
5	Aisle 15	Location 29
6	Aisle 14	Location 6
7	Aisle 7	Location 6
8	Aisle 3	Location 41
