Order 0	number of articles 12
0	Aisle 14	Location 39
1	Aisle 6	Location 7
2	Aisle 13	Location 43
3	Aisle 5	Location 44
4	Aisle 12	Location 29
5	Aisle 19	Location 22
6	Aisle 14	Location 9
7	Aisle 19	Location 3
8	Aisle 11	Location 18
9	Aisle 16	Location 6
10	Aisle 17	Location 8
11	Aisle 14	Location 30
Order 1	number of articles 20
0	Aisle 6	Location 42
1	Aisle 1	Location 37
2	Aisle 5	Location 43
3	Aisle 9	Location 9
4	Aisle 19	Location 18
5	Aisle 1	Location 34
6	Aisle 13	Location 15
7	Aisle 17	Location 22
8	Aisle 10	Location 8
9	Aisle 8	Location 8
10	Aisle 5	Location 23
11	Aisle 11	Location 6
12	Aisle 9	Location 44
13	Aisle 16	Location 30
14	Aisle 2	Location 37
15	Aisle 4	Location 18
16	Aisle 19	Location 42
17	Aisle 17	Location 30
18	Aisle 16	Location 28
19	Aisle 2	Location 32
Order 2	number of articles 8
0	Aisle 12	Location 25
1	Aisle 11	Location 37
2	Aisle 16	Location 17
3	Aisle 6	Location 21
4	Aisle 2	Location 1
5	Aisle 11	Location 26
6	Aisle 11	Location 9
7	Aisle 5	Location 24
Order 3	number of articles 17
0	Aisle 14	Location 31
1	Aisle 13	Location 41
2	Aisle 3	Location 32
3	Aisle 15	Location 38
4	Aisle 15	Location 28
5	Aisle 15	Location 43
6	Aisle 12	Location 28
7	Aisle 13	Location 24
8	Aisle 13	Location 6
9	Aisle 8	Location 26
10	Aisle 7	Location 21
11	Aisle 13	Location 28
12	Aisle 17	Location 25
13	Aisle 14	Location 37
14	Aisle 17	Location 10
15	Aisle 12	Location 32
16	Aisle 18	Location 17
Order 4	number of articles 6
0	Aisle 18	Location 31
1	Aisle 3	Location 11
2	Aisle 15	Location 26
3	Aisle 5	Location 35
4	Aisle 9	Location 5
5	Aisle 8	Location 43
Order 5	number of articles 18
0	Aisle 16	Location 43
1	Aisle 11	Location 24
2	Aisle 5	Location 18
3	Aisle 11	Location 1
4	Aisle 11	Location 22
5	Aisle 6	Location 6
6	Aisle 2	Location 19
7	Aisle 10	Location 8
8	Aisle 5	Location 20
9	Aisle 4	Location 15
10	Aisle 15	Location 9
11	Aisle 16	Location 31
12	Aisle 13	Location 32
13	Aisle 1	Location 8
14	Aisle 11	Location 9
15	Aisle 4	Location 1
16	Aisle 7	Location 25
17	Aisle 14	Location 26
Order 6	number of articles 19
0	Aisle 6	Location 1
1	Aisle 3	Location 2
2	Aisle 5	Location 15
3	Aisle 16	Location 40
4	Aisle 17	Location 40
5	Aisle 1	Location 7
6	Aisle 15	Location 9
7	Aisle 18	Location 12
8	Aisle 17	Location 19
9	Aisle 19	Location 32
10	Aisle 19	Location 13
11	Aisle 16	Location 14
12	Aisle 1	Location 19
13	Aisle 16	Location 6
14	Aisle 12	Location 29
15	Aisle 8	Location 17
16	Aisle 11	Location 16
17	Aisle 14	Location 1
18	Aisle 17	Location 13
Order 7	number of articles 18
0	Aisle 5	Location 1
1	Aisle 3	Location 10
2	Aisle 4	Location 40
3	Aisle 4	Location 8
4	Aisle 12	Location 1
5	Aisle 8	Location 43
6	Aisle 10	Location 19
7	Aisle 14	Location 15
8	Aisle 13	Location 18
9	Aisle 12	Location 21
10	Aisle 7	Location 44
11	Aisle 9	Location 2
12	Aisle 18	Location 31
13	Aisle 15	Location 20
14	Aisle 13	Location 42
15	Aisle 6	Location 13
16	Aisle 15	Location 18
17	Aisle 19	Location 35
Order 8	number of articles 17
0	Aisle 19	Location 7
1	Aisle 6	Location 10
2	Aisle 16	Location 7
3	Aisle 2	Location 30
4	Aisle 11	Location 14
5	Aisle 18	Location 3
6	Aisle 13	Location 8
7	Aisle 15	Location 27
8	Aisle 5	Location 23
9	Aisle 6	Location 13
10	Aisle 19	Location 12
11	Aisle 0	Location 0
12	Aisle 4	Location 30
