Order 0	number of articles 19
0	Aisle 0	Location 11
1	Aisle 17	Location 16
2	Aisle 17	Location 27
3	Aisle 11	Location 43
4	Aisle 10	Location 42
5	Aisle 12	Location 12
6	Aisle 19	Location 42
7	Aisle 14	Location 29
8	Aisle 2	Location 13
9	Aisle 6	Location 42
10	Aisle 1	Location 16
11	Aisle 5	Location 39
12	Aisle 6	Location 7
13	Aisle 12	Location 44
14	Aisle 4	Location 25
15	Aisle 4	Location 3
16	Aisle 2	Location 15
17	Aisle 0	Location 10
18	Aisle 0	Location 39
Order 1	number of articles 12
0	Aisle 10	Location 4
1	Aisle 7	Location 43
2	Aisle 7	Location 14
3	Aisle 14	Location 28
4	Aisle 9	Location 43
5	Aisle 5	Location 29
6	Aisle 15	Location 17
7	Aisle 19	Location 9
8	Aisle 17	Location 43
9	Aisle 5	Location 38
10	Aisle 12	Location 17
11	Aisle 8	Location 15
Order 2	number of articles 5
0	Aisle 12	Location 22
1	Aisle 13	Location 4
2	Aisle 4	Location 8
3	Aisle 0	Location 42
4	Aisle 4	Location 3
Order 3	number of articles 18
0	Aisle 19	Location 34
1	Aisle 11	Location 19
2	Aisle 11	Location 11
3	Aisle 13	Location 33
4	Aisle 11	Location 30
5	Aisle 8	Location 29
6	Aisle 5	Location 13
7	Aisle 9	Location 33
8	Aisle 8	Location 10
9	Aisle 3	Location 21
10	Aisle 4	Location 32
11	Aisle 2	Location 9
12	Aisle 14	Location 12
13	Aisle 19	Location 14
14	Aisle 13	Location 44
15	Aisle 9	Location 36
16	Aisle 8	Location 6
17	Aisle 0	Location 42
Order 4	number of articles 8
0	Aisle 15	Location 19
1	Aisle 10	Location 3
2	Aisle 13	Location 21
3	Aisle 9	Location 13
4	Aisle 7	Location 28
5	Aisle 0	Location 9
6	Aisle 19	Location 3
7	Aisle 11	Location 31
Order 5	number of articles 18
0	Aisle 19	Location 9
1	Aisle 6	Location 38
2	Aisle 9	Location 12
3	Aisle 6	Location 40
4	Aisle 14	Location 26
5	Aisle 2	Location 2
6	Aisle 14	Location 38
7	Aisle 0	Location 25
8	Aisle 11	Location 8
9	Aisle 9	Location 24
10	Aisle 2	Location 38
11	Aisle 9	Location 28
12	Aisle 11	Location 19
13	Aisle 13	Location 23
14	Aisle 13	Location 38
15	Aisle 10	Location 27
16	Aisle 2	Location 22
17	Aisle 19	Location 6
Order 6	number of articles 23
0	Aisle 6	Location 4
1	Aisle 12	Location 31
2	Aisle 19	Location 27
3	Aisle 0	Location 11
4	Aisle 13	Location 40
5	Aisle 15	Location 0
6	Aisle 11	Location 36
7	Aisle 11	Location 21
8	Aisle 4	Location 35
9	Aisle 3	Location 16
10	Aisle 16	Location 0
11	Aisle 1	Location 36
12	Aisle 17	Location 2
13	Aisle 0	Location 19
14	Aisle 1	Location 40
15	Aisle 0	Location 34
16	Aisle 15	Location 38
17	Aisle 1	Location 35
18	Aisle 11	Location 20
19	Aisle 11	Location 2
20	Aisle 0	Location 6
21	Aisle 1	Location 23
22	Aisle 11	Location 40
Order 7	number of articles 5
0	Aisle 11	Location 35
1	Aisle 0	Location 8
2	Aisle 18	Location 7
3	Aisle 0	Location 38
4	Aisle 9	Location 9
Order 8	number of articles 13
0	Aisle 11	Location 40
1	Aisle 15	Location 29
2	Aisle 12	Location 17
3	Aisle 16	Location 7
4	Aisle 18	Location 37
5	Aisle 8	Location 36
6	Aisle 12	Location 38
7	Aisle 1	Location 18
8	Aisle 1	Location 34
9	Aisle 9	Location 16
10	Aisle 2	Location 7
11	Aisle 16	Location 16
12	Aisle 3	Location 43
Order 9	number of articles 7
0	Aisle 16	Location 38
1	Aisle 17	Location 20
2	Aisle 3	Location 6
3	Aisle 14	Location 22
4	Aisle 0	Location 35
5	Aisle 18	Location 14
6	Aisle 13	Location 31
Order 10	number of articles 23
0	Aisle 18	Location 20
1	Aisle 16	Location 14
2	Aisle 15	Location 41
3	Aisle 3	Location 15
4	Aisle 0	Location 0
5	Aisle 13	Location 10
6	Aisle 11	Location 34
7	Aisle 5	Location 16
8	Aisle 16	Location 37
9	Aisle 19	Location 17
10	Aisle 18	Location 32
11	Aisle 8	Location 35
12	Aisle 19	Location 27
13	Aisle 5	Location 2
14	Aisle 15	Location 20
15	Aisle 9	Location 41
16	Aisle 15	Location 26
17	Aisle 19	Location 33
18	Aisle 10	Location 3
19	Aisle 13	Location 30
20	Aisle 8	Location 0
21	Aisle 14	Location 39
22	Aisle 19	Location 43
Order 11	number of articles 9
0	Aisle 16	Location 41
1	Aisle 14	Location 29
2	Aisle 4	Location 39
3	Aisle 7	Location 24
4	Aisle 13	Location 28
5	Aisle 4	Location 6
6	Aisle 6	Location 3
7	Aisle 4	Location 20
8	Aisle 11	Location 44
Order 12	number of articles 23
0	Aisle 7	Location 2
1	Aisle 10	Location 21
2	Aisle 8	Location 19
3	Aisle 8	Location 3
4	Aisle 1	Location 7
5	Aisle 13	Location 21
6	Aisle 14	Location 26
7	Aisle 9	Location 27
8	Aisle 10	Location 1
9	Aisle 13	Location 19
10	Aisle 4	Location 0
11	Aisle 16	Location 1
12	Aisle 2	Location 23
13	Aisle 14	Location 1
14	Aisle 10	Location 7
15	Aisle 14	Location 13
16	Aisle 15	Location 25
17	Aisle 15	Location 8
18	Aisle 14	Location 35
19	Aisle 13	Location 0
20	Aisle 13	Location 7
21	Aisle 2	Location 15
22	Aisle 6	Location 4
Order 13	number of articles 10
0	Aisle 0	Location 31
1	Aisle 10	Location 20
2	Aisle 8	Location 8
3	Aisle 10	Location 23
4	Aisle 16	Location 15
5	Aisle 15	Location 19
6	Aisle 6	Location 9
7	Aisle 2	Location 39
8	Aisle 9	Location 2
9	Aisle 3	Location 10
Order 14	number of articles 23
0	Aisle 15	Location 9
1	Aisle 12	Location 2
2	Aisle 0	Location 38
3	Aisle 11	Location 31
4	Aisle 16	Location 26
5	Aisle 16	Location 8
6	Aisle 15	Location 17
7	Aisle 14	Location 12
8	Aisle 19	Location 28
9	Aisle 1	Location 26
10	Aisle 13	Location 31
11	Aisle 8	Location 26
12	Aisle 1	Location 13
13	Aisle 14	Location 44
