Order 0	number of articles 13
0	Aisle 9	Location 37
1	Aisle 14	Location 16
2	Aisle 14	Location 19
3	Aisle 18	Location 29
4	Aisle 16	Location 34
5	Aisle 1	Location 18
6	Aisle 4	Location 42
7	Aisle 12	Location 38
8	Aisle 12	Location 28
9	Aisle 1	Location 28
10	Aisle 13	Location 30
11	Aisle 15	Location 38
12	Aisle 13	Location 0
Order 1	number of articles 21
0	Aisle 7	Location 40
1	Aisle 12	Location 19
2	Aisle 18	Location 32
3	Aisle 0	Location 8
4	Aisle 16	Location 3
5	Aisle 4	Location 18
6	Aisle 11	Location 5
7	Aisle 11	Location 31
8	Aisle 13	Location 26
9	Aisle 7	Location 37
10	Aisle 15	Location 1
11	Aisle 15	Location 28
12	Aisle 10	Location 38
13	Aisle 4	Location 38
14	Aisle 3	Location 15
15	Aisle 14	Location 6
16	Aisle 19	Location 43
17	Aisle 19	Location 28
18	Aisle 4	Location 23
19	Aisle 8	Location 14
20	Aisle 7	Location 35
Order 2	number of articles 20
0	Aisle 17	Location 13
1	Aisle 3	Location 24
2	Aisle 3	Location 31
3	Aisle 8	Location 16
4	Aisle 16	Location 6
5	Aisle 7	Location 27
6	Aisle 18	Location 43
7	Aisle 4	Location 11
8	Aisle 14	Location 1
9	Aisle 10	Location 35
10	Aisle 9	Location 35
11	Aisle 18	Location 41
12	Aisle 16	Location 16
13	Aisle 18	Location 22
14	Aisle 2	Location 14
15	Aisle 5	Location 14
16	Aisle 18	Location 8
17	Aisle 18	Location 5
18	Aisle 19	Location 6
19	Aisle 12	Location 10
Order 3	number of articles 19
0	Aisle 17	Location 10
1	Aisle 15	Location 37
2	Aisle 6	Location 42
3	Aisle 7	Location 16
4	Aisle 10	Location 6
5	Aisle 5	Location 4
6	Aisle 7	Location 29
7	Aisle 19	Location 38
8	Aisle 1	Location 19
9	Aisle 1	Location 7
10	Aisle 13	Location 11
11	Aisle 1	Location 8
12	Aisle 16	Location 30
13	Aisle 2	Location 40
14	Aisle 6	Location 31
15	Aisle 11	Location 17
16	Aisle 3	Location 9
17	Aisle 7	Location 34
18	Aisle 12	Location 22
Order 4	number of articles 9
0	Aisle 11	Location 27
1	Aisle 9	Location 19
2	Aisle 6	Location 28
3	Aisle 7	Location 7
4	Aisle 19	Location 19
5	Aisle 7	Location 32
6	Aisle 15	Location 25
7	Aisle 6	Location 10
8	Aisle 10	Location 3
Order 5	number of articles 16
0	Aisle 7	Location 23
1	Aisle 9	Location 36
2	Aisle 18	Location 24
3	Aisle 9	Location 42
4	Aisle 14	Location 34
5	Aisle 6	Location 34
6	Aisle 2	Location 21
7	Aisle 6	Location 36
8	Aisle 9	Location 31
9	Aisle 3	Location 22
10	Aisle 18	Location 7
11	Aisle 5	Location 30
12	Aisle 14	Location 36
13	Aisle 0	Location 5
14	Aisle 4	Location 21
15	Aisle 0	Location 13
Order 6	number of articles 15
0	Aisle 7	Location 27
1	Aisle 3	Location 1
2	Aisle 6	Location 35
3	Aisle 13	Location 2
4	Aisle 5	Location 28
5	Aisle 17	Location 23
6	Aisle 13	Location 29
7	Aisle 5	Location 8
8	Aisle 1	Location 12
9	Aisle 15	Location 14
10	Aisle 1	Location 18
11	Aisle 6	Location 14
12	Aisle 6	Location 0
13	Aisle 3	Location 44
14	Aisle 10	Location 19
Order 7	number of articles 6
0	Aisle 15	Location 13
1	Aisle 8	Location 1
2	Aisle 13	Location 9
3	Aisle 15	Location 26
4	Aisle 7	Location 0
5	Aisle 5	Location 11
Order 8	number of articles 12
0	Aisle 4	Location 43
1	Aisle 13	Location 18
2	Aisle 4	Location 26
3	Aisle 6	Location 18
4	Aisle 17	Location 43
5	Aisle 16	Location 41
6	Aisle 15	Location 10
7	Aisle 15	Location 18
8	Aisle 2	Location 2
9	Aisle 17	Location 25
10	Aisle 3	Location 30
11	Aisle 19	Location 26
Order 9	number of articles 20
0	Aisle 9	Location 12
1	Aisle 8	Location 38
2	Aisle 10	Location 39
3	Aisle 11	Location 32
4	Aisle 13	Location 40
5	Aisle 12	Location 6
6	Aisle 19	Location 2
7	Aisle 8	Location 27
8	Aisle 17	Location 4
9	Aisle 11	Location 39
10	Aisle 10	Location 0
11	Aisle 0	Location 23
12	Aisle 15	Location 15
13	Aisle 15	Location 18
14	Aisle 13	Location 29
15	Aisle 10	Location 41
16	Aisle 10	Location 32
17	Aisle 1	Location 24
18	Aisle 10	Location 4
19	Aisle 6	Location 20
Order 10	number of articles 7
0	Aisle 11	Location 11
1	Aisle 7	Location 20
2	Aisle 6	Location 4
3	Aisle 11	Location 42
4	Aisle 18	Location 19
5	Aisle 17	Location 31
6	Aisle 16	Location 28
Order 11	number of articles 11
0	Aisle 17	Location 20
1	Aisle 9	Location 20
2	Aisle 0	Location 18
