Order 0	number of articles 23
0	Aisle 10	Location 7
1	Aisle 14	Location 25
2	Aisle 9	Location 30
3	Aisle 13	Location 13
4	Aisle 11	Location 24
5	Aisle 10	Location 2
6	Aisle 17	Location 9
7	Aisle 14	Location 1
8	Aisle 0	Location 29
9	Aisle 2	Location 27
10	Aisle 4	Location 2
11	Aisle 7	Location 12
12	Aisle 14	Location 17
13	Aisle 15	Location 29
14	Aisle 6	Location 8
15	Aisle 0	Location 17
16	Aisle 8	Location 38
17	Aisle 10	Location 21
18	Aisle 1	Location 12
19	Aisle 19	Location 18
20	Aisle 5	Location 25
21	Aisle 3	Location 23
22	Aisle 13	Location 41
Order 1	number of articles 8
0	Aisle 3	Location 2
1	Aisle 6	Location 40
2	Aisle 3	Location 35
3	Aisle 0	Location 40
4	Aisle 9	Location 18
5	Aisle 10	Location 37
6	Aisle 17	Location 37
7	Aisle 5	Location 16
Order 2	number of articles 24
0	Aisle 13	Location 11
1	Aisle 10	Location 20
2	Aisle 2	Location 12
3	Aisle 1	Location 24
4	Aisle 0	Location 7
5	Aisle 14	Location 36
6	Aisle 7	Location 11
7	Aisle 10	Location 40
8	Aisle 17	Location 15
9	Aisle 3	Location 9
10	Aisle 2	Location 19
11	Aisle 1	Location 21
12	Aisle 7	Location 19
13	Aisle 9	Location 21
14	Aisle 14	Location 20
15	Aisle 9	Location 37
16	Aisle 13	Location 31
17	Aisle 2	Location 26
18	Aisle 12	Location 6
19	Aisle 4	Location 11
20	Aisle 4	Location 17
21	Aisle 8	Location 37
22	Aisle 3	Location 28
23	Aisle 19	Location 41
Order 3	number of articles 10
0	Aisle 5	Location 18
1	Aisle 12	Location 4
2	Aisle 9	Location 24
3	Aisle 6	Location 7
4	Aisle 13	Location 43
5	Aisle 4	Location 27
6	Aisle 2	Location 29
7	Aisle 18	Location 29
8	Aisle 8	Location 36
9	Aisle 18	Location 42
Order 4	number of articles 18
0	Aisle 3	Location 10
1	Aisle 11	Location 22
2	Aisle 2	Location 43
3	Aisle 15	Location 1
4	Aisle 11	Location 29
5	Aisle 11	Location 42
6	Aisle 0	Location 20
7	Aisle 18	Location 4
8	Aisle 1	Location 11
9	Aisle 17	Location 38
10	Aisle 11	Location 8
11	Aisle 7	Location 38
12	Aisle 1	Location 44
13	Aisle 10	Location 28
14	Aisle 12	Location 26
15	Aisle 17	Location 33
16	Aisle 4	Location 8
17	Aisle 12	Location 31
Order 5	number of articles 6
0	Aisle 4	Location 42
1	Aisle 12	Location 22
2	Aisle 14	Location 38
3	Aisle 10	Location 9
4	Aisle 1	Location 31
5	Aisle 9	Location 21
Order 6	number of articles 6
0	Aisle 3	Location 0
1	Aisle 10	Location 30
2	Aisle 14	Location 18
3	Aisle 0	Location 21
4	Aisle 3	Location 26
5	Aisle 7	Location 15
Order 7	number of articles 12
0	Aisle 10	Location 21
1	Aisle 7	Location 43
2	Aisle 0	Location 20
3	Aisle 16	Location 30
4	Aisle 2	Location 11
5	Aisle 2	Location 21
6	Aisle 4	Location 25
7	Aisle 13	Location 34
8	Aisle 7	Location 17
9	Aisle 14	Location 17
10	Aisle 11	Location 38
11	Aisle 2	Location 23
Order 8	number of articles 17
0	Aisle 11	Location 31
1	Aisle 4	Location 28
2	Aisle 7	Location 38
3	Aisle 11	Location 20
4	Aisle 9	Location 7
5	Aisle 0	Location 3
6	Aisle 10	Location 11
7	Aisle 7	Location 15
8	Aisle 5	Location 20
9	Aisle 10	Location 38
10	Aisle 1	Location 21
11	Aisle 15	Location 16
12	Aisle 1	Location 36
13	Aisle 2	Location 34
14	Aisle 4	Location 12
15	Aisle 2	Location 31
16	Aisle 12	Location 19
Order 9	number of articles 21
0	Aisle 13	Location 1
1	Aisle 14	Location 26
2	Aisle 6	Location 13
3	Aisle 6	Location 39
4	Aisle 5	Location 3
5	Aisle 16	Location 27
6	Aisle 13	Location 3
7	Aisle 0	Location 42
8	Aisle 17	Location 41
9	Aisle 12	Location 44
10	Aisle 1	Location 13
11	Aisle 4	Location 15
12	Aisle 19	Location 16
13	Aisle 18	Location 18
14	Aisle 9	Location 7
15	Aisle 14	Location 19
16	Aisle 15	Location 8
17	Aisle 13	Location 2
18	Aisle 2	Location 12
19	Aisle 10	Location 27
20	Aisle 16	Location 28
Order 10	number of articles 24
0	Aisle 17	Location 44
1	Aisle 13	Location 17
2	Aisle 19	Location 19
3	Aisle 12	Location 28
4	Aisle 11	Location 11
5	Aisle 14	Location 24
6	Aisle 0	Location 19
