Order 0	number of articles 18
0	Aisle 2	Location 0
1	Aisle 17	Location 31
2	Aisle 14	Location 17
3	Aisle 13	Location 32
4	Aisle 15	Location 36
5	Aisle 17	Location 0
6	Aisle 15	Location 43
7	Aisle 17	Location 4
8	Aisle 1	Location 29
9	Aisle 0	Location 15
10	Aisle 7	Location 40
11	Aisle 7	Location 7
12	Aisle 18	Location 35
13	Aisle 7	Location 24
14	Aisle 9	Location 13
15	Aisle 9	Location 17
16	Aisle 2	Location 30
17	Aisle 5	Location 4
Order 1	number of articles 11
0	Aisle 11	Location 42
1	Aisle 11	Location 30
2	Aisle 17	Location 44
3	Aisle 4	Location 39
4	Aisle 7	Location 2
5	Aisle 17	Location 3
6	Aisle 2	Location 19
7	Aisle 17	Location 4
8	Aisle 9	Location 25
9	Aisle 1	Location 12
10	Aisle 16	Location 33
Order 2	number of articles 14
0	Aisle 2	Location 35
1	Aisle 8	Location 1
2	Aisle 7	Location 8
3	Aisle 11	Location 37
4	Aisle 10	Location 4
5	Aisle 15	Location 26
6	Aisle 1	Location 32
7	Aisle 14	Location 44
8	Aisle 6	Location 25
9	Aisle 9	Location 39
10	Aisle 1	Location 0
11	Aisle 0	Location 38
12	Aisle 15	Location 42
13	Aisle 7	Location 3
Order 3	number of articles 24
0	Aisle 14	Location 24
1	Aisle 16	Location 11
2	Aisle 9	Location 26
3	Aisle 1	Location 29
4	Aisle 0	Location 33
5	Aisle 19	Location 28
6	Aisle 6	Location 42
7	Aisle 3	Location 35
8	Aisle 18	Location 38
9	Aisle 7	Location 37
10	Aisle 9	Location 13
11	Aisle 2	Location 41
12	Aisle 1	Location 14
13	Aisle 2	Location 18
14	Aisle 8	Location 7
15	Aisle 11	Location 3
16	Aisle 1	Location 41
17	Aisle 14	Location 25
18	Aisle 13	Location 11
19	Aisle 11	Location 31
20	Aisle 11	Location 8
21	Aisle 12	Location 2
22	Aisle 1	Location 1
23	Aisle 15	Location 34
Order 4	number of articles 17
0	Aisle 8	Location 26
1	Aisle 10	Location 34
2	Aisle 3	Location 6
3	Aisle 12	Location 10
4	Aisle 17	Location 26
5	Aisle 10	Location 16
6	Aisle 1	Location 21
7	Aisle 18	Location 10
8	Aisle 6	Location 16
9	Aisle 8	Location 37
10	Aisle 5	Location 13
11	Aisle 18	Location 23
12	Aisle 9	Location 28
13	Aisle 12	Location 27
14	Aisle 6	Location 4
15	Aisle 7	Location 5
16	Aisle 6	Location 13
Order 5	number of articles 9
0	Aisle 18	Location 25
1	Aisle 8	Location 13
2	Aisle 7	Location 12
3	Aisle 16	Location 40
4	Aisle 11	Location 29
5	Aisle 15	Location 36
6	Aisle 15	Location 32
7	Aisle 15	Location 8
8	Aisle 4	Location 22
Order 6	number of articles 13
0	Aisle 3	Location 10
1	Aisle 12	Location 33
2	Aisle 15	Location 22
3	Aisle 16	Location 41
4	Aisle 17	Location 8
5	Aisle 13	Location 28
6	Aisle 17	Location 27
7	Aisle 19	Location 7
8	Aisle 12	Location 0
9	Aisle 10	Location 1
10	Aisle 16	Location 33
11	Aisle 3	Location 21
12	Aisle 3	Location 4
Order 7	number of articles 14
0	Aisle 7	Location 36
1	Aisle 2	Location 27
2	Aisle 13	Location 31
3	Aisle 17	Location 9
4	Aisle 1	Location 7
5	Aisle 17	Location 27
6	Aisle 0	Location 6
7	Aisle 6	Location 25
8	Aisle 18	Location 39
9	Aisle 9	Location 15
10	Aisle 11	Location 43
11	Aisle 19	Location 36
12	Aisle 5	Location 37
13	Aisle 1	Location 16
Order 8	number of articles 12
0	Aisle 17	Location 42
1	Aisle 11	Location 12
2	Aisle 7	Location 21
3	Aisle 2	Location 32
4	Aisle 6	Location 1
5	Aisle 1	Location 25
6	Aisle 4	Location 0
7	Aisle 4	Location 17
8	Aisle 17	Location 28
9	Aisle 12	Location 4
10	Aisle 16	Location 37
11	Aisle 7	Location 28
Order 9	number of articles 18
0	Aisle 13	Location 17
1	Aisle 4	Location 16
2	Aisle 2	Location 21
3	Aisle 16	Location 30
4	Aisle 15	Location 16
5	Aisle 0	Location 17
6	Aisle 17	Location 18
7	Aisle 5	Location 32
8	Aisle 15	Location 29
9	Aisle 3	Location 24
10	Aisle 15	Location 12
11	Aisle 0	Location 6
12	Aisle 15	Location 20
13	Aisle 9	Location 27
14	Aisle 19	Location 11
15	Aisle 3	Location 37
16	Aisle 6	Location 22
17	Aisle 12	Location 28
Order 10	number of articles 19
0	Aisle 16	Location 21
1	Aisle 5	Location 1
2	Aisle 8	Location 22
3	Aisle 6	Location 15
4	Aisle 0	Location 18
5	Aisle 5	Location 33
6	Aisle 14	Location 10
7	Aisle 19	Location 15
8	Aisle 6	Location 31
9	Aisle 4	Location 2
10	Aisle 7	Location 30
11	Aisle 14	Location 28
12	Aisle 4	Location 17
13	Aisle 5	Location 19
14	Aisle 16	Location 10
15	Aisle 15	Location 20
16	Aisle 10	Location 13
17	Aisle 5	Location 21
18	Aisle 15	Location 31
Order 11	number of articles 22
0	Aisle 7	Location 23
1	Aisle 6	Location 41
2	Aisle 12	Location 40
3	Aisle 0	Location 0
4	Aisle 1	Location 41
5	Aisle 17	Location 32
6	Aisle 13	Location 8
7	Aisle 9	Location 6
8	Aisle 17	Location 16
9	Aisle 1	Location 6
10	Aisle 16	Location 20
11	Aisle 2	Location 2
12	Aisle 11	Location 12
13	Aisle 18	Location 21
14	Aisle 4	Location 43
15	Aisle 5	Location 1
16	Aisle 2	Location 43
17	Aisle 4	Location 10
18	Aisle 12	Location 21
19	Aisle 15	Location 25
20	Aisle 19	Location 12
21	Aisle 18	Location 20
Order 12	number of articles 21
0	Aisle 0	Location 23
1	Aisle 0	Location 35
2	Aisle 7	Location 3
3	Aisle 4	Location 38
4	Aisle 11	Location 32
5	Aisle 18	Location 21
6	Aisle 19	Location 13
7	Aisle 19	Location 18
8	Aisle 4	Location 18
9	Aisle 2	Location 17
10	Aisle 9	Location 40
11	Aisle 9	Location 27
12	Aisle 0	Location 17
13	Aisle 4	Location 14
14	Aisle 19	Location 17
15	Aisle 15	Location 37
16	Aisle 14	Location 36
17	Aisle 17	Location 6
18	Aisle 6	Location 35
19	Aisle 13	Location 27
20	Aisle 17	Location 37
Order 13	number of articles 23
0	Aisle 11	Location 29
1	Aisle 3	Location 9
2	Aisle 12	Location 23
3	Aisle 16	Location 3
4	Aisle 15	Location 36
5	Aisle 14	Location 27
6	Aisle 14	Location 41
7	Aisle 4	Location 40
8	Aisle 4	Location 36
9	Aisle 2	Location 2
10	Aisle 5	Location 16
11	Aisle 3	Location 32
12	Aisle 18	Location 5
13	Aisle 1	Location 5
