Order 0	number of articles 9
0	Aisle 10	Location 9
1	Aisle 15	Location 29
2	Aisle 6	Location 33
3	Aisle 4	Location 42
4	Aisle 9	Location 27
5	Aisle 8	Location 43
6	Aisle 17	Location 22
7	Aisle 17	Location 40
8	Aisle 3	Location 22
Order 1	number of articles 23
0	Aisle 1	Location 27
1	Aisle 4	Location 30
2	Aisle 6	Location 24
3	Aisle 14	Location 15
4	Aisle 16	Location 28
5	Aisle 7	Location 20
6	Aisle 13	Location 33
7	Aisle 2	Location 26
8	Aisle 15	Location 31
9	Aisle 16	Location 25
10	Aisle 5	Location 5
11	Aisle 14	Location 41
12	Aisle 19	Location 9
13	Aisle 12	Location 20
14	Aisle 19	Location 6
15	Aisle 8	Location 10
16	Aisle 5	Location 25
17	Aisle 18	Location 2
18	Aisle 10	Location 36
19	Aisle 19	Location 4
20	Aisle 2	Location 36
21	Aisle 12	Location 18
22	Aisle 13	Location 0
Order 2	number of articles 24
0	Aisle 12	Location 11
1	Aisle 3	Location 38
2	Aisle 18	Location 13
3	Aisle 11	Location 15
4	Aisle 19	Location 41
5	Aisle 17	Location 36
6	Aisle 2	Location 3
7	Aisle 9	Location 35
8	Aisle 11	Location 28
9	Aisle 17	Location 25
10	Aisle 8	Location 1
11	Aisle 3	Location 8
12	Aisle 16	Location 11
13	Aisle 2	Location 0
14	Aisle 2	Location 44
15	Aisle 10	Location 1
16	Aisle 5	Location 8
17	Aisle 11	Location 43
18	Aisle 8	Location 4
19	Aisle 17	Location 23
20	Aisle 11	Location 20
21	Aisle 16	Location 38
22	Aisle 18	Location 10
23	Aisle 2	Location 34
Order 3	number of articles 11
0	Aisle 10	Location 14
1	Aisle 2	Location 24
2	Aisle 18	Location 3
3	Aisle 15	Location 40
4	Aisle 15	Location 34
5	Aisle 19	Location 3
6	Aisle 10	Location 30
7	Aisle 4	Location 0
8	Aisle 18	Location 35
9	Aisle 9	Location 27
10	Aisle 14	Location 4
Order 4	number of articles 18
0	Aisle 7	Location 29
1	Aisle 3	Location 42
2	Aisle 8	Location 35
3	Aisle 4	Location 13
4	Aisle 0	Location 24
5	Aisle 17	Location 28
6	Aisle 17	Location 31
7	Aisle 0	Location 14
8	Aisle 3	Location 21
9	Aisle 3	Location 32
10	Aisle 14	Location 3
11	Aisle 7	Location 39
12	Aisle 11	Location 26
13	Aisle 11	Location 40
14	Aisle 1	Location 23
15	Aisle 17	Location 1
16	Aisle 15	Location 35
17	Aisle 9	Location 23
Order 5	number of articles 8
0	Aisle 16	Location 3
1	Aisle 18	Location 20
2	Aisle 6	Location 35
3	Aisle 13	Location 18
4	Aisle 11	Location 7
5	Aisle 1	Location 20
6	Aisle 12	Location 24
7	Aisle 16	Location 41
Order 6	number of articles 5
0	Aisle 11	Location 37
1	Aisle 16	Location 4
2	Aisle 13	Location 20
3	Aisle 19	Location 23
4	Aisle 16	Location 1
Order 7	number of articles 22
0	Aisle 19	Location 27
1	Aisle 10	Location 3
2	Aisle 12	Location 1
3	Aisle 2	Location 44
4	Aisle 15	Location 10
5	Aisle 16	Location 6
6	Aisle 3	Location 16
7	Aisle 14	Location 38
8	Aisle 4	Location 18
9	Aisle 16	Location 19
10	Aisle 15	Location 30
11	Aisle 7	Location 25
12	Aisle 13	Location 31
13	Aisle 3	Location 9
14	Aisle 8	Location 30
15	Aisle 18	Location 13
16	Aisle 6	Location 38
17	Aisle 12	Location 9
18	Aisle 1	Location 21
19	Aisle 2	Location 20
20	Aisle 8	Location 31
21	Aisle 14	Location 40
Order 8	number of articles 19
0	Aisle 0	Location 32
1	Aisle 4	Location 3
2	Aisle 8	Location 17
3	Aisle 3	Location 0
4	Aisle 10	Location 16
5	Aisle 6	Location 21
6	Aisle 7	Location 14
7	Aisle 5	Location 36
8	Aisle 0	Location 29
9	Aisle 8	Location 19
10	Aisle 17	Location 16
11	Aisle 15	Location 9
12	Aisle 12	Location 11
13	Aisle 19	Location 40
14	Aisle 4	Location 9
15	Aisle 18	Location 21
16	Aisle 14	Location 3
17	Aisle 10	Location 33
18	Aisle 7	Location 24
Order 9	number of articles 16
0	Aisle 5	Location 37
1	Aisle 16	Location 6
2	Aisle 4	Location 5
3	Aisle 19	Location 37
4	Aisle 13	Location 24
5	Aisle 16	Location 7
6	Aisle 11	Location 40
7	Aisle 17	Location 4
8	Aisle 11	Location 20
9	Aisle 3	Location 38
10	Aisle 0	Location 32
11	Aisle 14	Location 7
12	Aisle 9	Location 5
13	Aisle 11	Location 44
14	Aisle 2	Location 20
