Order 0	number of articles 13
0	Aisle 11	Location 15
1	Aisle 6	Location 9
2	Aisle 1	Location 44
3	Aisle 5	Location 18
4	Aisle 13	Location 22
5	Aisle 17	Location 41
6	Aisle 1	Location 24
7	Aisle 7	Location 0
8	Aisle 16	Location 27
9	Aisle 15	Location 2
10	Aisle 11	Location 25
11	Aisle 11	Location 0
12	Aisle 2	Location 42
Order 1	number of articles 6
0	Aisle 18	Location 30
1	Aisle 17	Location 39
2	Aisle 15	Location 40
3	Aisle 13	Location 29
4	Aisle 11	Location 14
5	Aisle 8	Location 9
Order 2	number of articles 17
0	Aisle 9	Location 3
1	Aisle 5	Location 28
2	Aisle 6	Location 10
3	Aisle 8	Location 30
4	Aisle 8	Location 10
5	Aisle 19	Location 34
6	Aisle 7	Location 44
7	Aisle 12	Location 41
8	Aisle 4	Location 43
9	Aisle 15	Location 6
10	Aisle 10	Location 28
11	Aisle 16	Location 12
12	Aisle 9	Location 27
13	Aisle 19	Location 19
14	Aisle 11	Location 9
15	Aisle 14	Location 29
16	Aisle 3	Location 3
Order 3	number of articles 21
0	Aisle 1	Location 10
1	Aisle 1	Location 32
2	Aisle 19	Location 33
3	Aisle 11	Location 29
4	Aisle 2	Location 15
5	Aisle 6	Location 31
6	Aisle 18	Location 33
7	Aisle 0	Location 17
8	Aisle 0	Location 26
9	Aisle 17	Location 23
10	Aisle 14	Location 11
11	Aisle 1	Location 44
12	Aisle 17	Location 5
13	Aisle 4	Location 38
14	Aisle 0	Location 15
15	Aisle 7	Location 24
16	Aisle 5	Location 38
17	Aisle 13	Location 18
18	Aisle 6	Location 1
19	Aisle 10	Location 35
20	Aisle 19	Location 37
Order 4	number of articles 6
0	Aisle 0	Location 13
1	Aisle 10	Location 41
2	Aisle 5	Location 36
3	Aisle 14	Location 30
4	Aisle 2	Location 2
5	Aisle 4	Location 28
Order 5	number of articles 24
0	Aisle 12	Location 28
1	Aisle 16	Location 43
2	Aisle 13	Location 20
3	Aisle 8	Location 42
4	Aisle 19	Location 11
5	Aisle 6	Location 10
6	Aisle 8	Location 13
7	Aisle 19	Location 27
8	Aisle 3	Location 7
9	Aisle 17	Location 7
10	Aisle 11	Location 28
11	Aisle 17	Location 43
12	Aisle 19	Location 0
13	Aisle 1	Location 0
14	Aisle 8	Location 9
15	Aisle 17	Location 4
16	Aisle 19	Location 22
17	Aisle 16	Location 35
18	Aisle 14	Location 19
19	Aisle 4	Location 14
20	Aisle 8	Location 39
21	Aisle 7	Location 19
22	Aisle 9	Location 14
23	Aisle 13	Location 11
Order 6	number of articles 14
0	Aisle 1	Location 28
1	Aisle 9	Location 39
2	Aisle 12	Location 23
3	Aisle 7	Location 29
4	Aisle 5	Location 8
5	Aisle 18	Location 24
6	Aisle 6	Location 0
7	Aisle 6	Location 39
8	Aisle 17	Location 27
9	Aisle 11	Location 5
10	Aisle 10	Location 27
11	Aisle 3	Location 11
12	Aisle 18	Location 14
13	Aisle 1	Location 21
Order 7	number of articles 19
0	Aisle 9	Location 3
1	Aisle 13	Location 41
2	Aisle 2	Location 38
3	Aisle 7	Location 34
4	Aisle 7	Location 42
5	Aisle 19	Location 11
6	Aisle 17	Location 0
7	Aisle 7	Location 24
8	Aisle 18	Location 25
9	Aisle 16	Location 1
10	Aisle 9	Location 31
11	Aisle 11	Location 14
12	Aisle 2	Location 15
13	Aisle 15	Location 44
14	Aisle 2	Location 18
15	Aisle 19	Location 21
16	Aisle 8	Location 21
17	Aisle 16	Location 14
18	Aisle 19	Location 34
Order 8	number of articles 22
0	Aisle 15	Location 4
1	Aisle 10	Location 15
2	Aisle 6	Location 8
3	Aisle 6	Location 23
4	Aisle 4	Location 22
5	Aisle 2	Location 1
6	Aisle 8	Location 16
7	Aisle 16	Location 9
8	Aisle 1	Location 11
9	Aisle 17	Location 25
10	Aisle 18	Location 21
11	Aisle 10	Location 24
12	Aisle 10	Location 25
13	Aisle 17	Location 28
14	Aisle 18	Location 17
15	Aisle 15	Location 0
16	Aisle 2	Location 27
17	Aisle 3	Location 3
18	Aisle 4	Location 21
19	Aisle 2	Location 0
20	Aisle 3	Location 18
21	Aisle 12	Location 34
Order 9	number of articles 16
0	Aisle 14	Location 19
1	Aisle 12	Location 19
2	Aisle 10	Location 31
3	Aisle 12	Location 18
4	Aisle 3	Location 4
5	Aisle 17	Location 38
6	Aisle 5	Location 44
7	Aisle 1	Location 1
8	Aisle 13	Location 43
9	Aisle 9	Location 23
10	Aisle 7	Location 22
11	Aisle 9	Location 39
12	Aisle 10	Location 8
13	Aisle 7	Location 17
14	Aisle 2	Location 15
15	Aisle 16	Location 4
Order 10	number of articles 24
0	Aisle 17	Location 20
1	Aisle 18	Location 11
2	Aisle 19	Location 30
3	Aisle 1	Location 36
4	Aisle 8	Location 8
5	Aisle 13	Location 41
6	Aisle 5	Location 44
7	Aisle 6	Location 25
8	Aisle 6	Location 1
9	Aisle 0	Location 1
10	Aisle 16	Location 7
11	Aisle 12	Location 34
12	Aisle 17	Location 7
13	Aisle 19	Location 39
14	Aisle 17	Location 40
15	Aisle 3	Location 18
16	Aisle 8	Location 27
17	Aisle 1	Location 34
18	Aisle 9	Location 19
19	Aisle 11	Location 36
20	Aisle 11	Location 15
21	Aisle 15	Location 9
22	Aisle 4	Location 38
23	Aisle 10	Location 17
Order 11	number of articles 9
0	Aisle 0	Location 8
1	Aisle 1	Location 29
2	Aisle 14	Location 35
3	Aisle 9	Location 30
4	Aisle 13	Location 10
5	Aisle 6	Location 5
6	Aisle 18	Location 26
7	Aisle 8	Location 12
8	Aisle 4	Location 23
Order 12	number of articles 22
0	Aisle 17	Location 10
1	Aisle 3	Location 14
2	Aisle 10	Location 4
3	Aisle 9	Location 2
4	Aisle 4	Location 26
5	Aisle 3	Location 41
6	Aisle 13	Location 1
7	Aisle 3	Location 15
8	Aisle 0	Location 41
9	Aisle 0	Location 30
10	Aisle 5	Location 4
11	Aisle 18	Location 42
12	Aisle 6	Location 2
13	Aisle 3	Location 37
14	Aisle 8	Location 16
15	Aisle 2	Location 31
16	Aisle 8	Location 7
17	Aisle 1	Location 44
18	Aisle 3	Location 39
19	Aisle 0	Location 12
20	Aisle 5	Location 40
21	Aisle 0	Location 34
Order 13	number of articles 15
0	Aisle 9	Location 9
1	Aisle 6	Location 17
2	Aisle 13	Location 6
3	Aisle 8	Location 37
4	Aisle 15	Location 18
5	Aisle 4	Location 40
6	Aisle 17	Location 8
7	Aisle 10	Location 36
8	Aisle 19	Location 15
9	Aisle 8	Location 20
10	Aisle 3	Location 25
11	Aisle 1	Location 8
12	Aisle 6	Location 33
13	Aisle 7	Location 28
14	Aisle 4	Location 8
Order 14	number of articles 13
0	Aisle 0	Location 31
1	Aisle 8	Location 19
2	Aisle 5	Location 6
3	Aisle 3	Location 40
4	Aisle 18	Location 19
5	Aisle 18	Location 27
6	Aisle 14	Location 12
7	Aisle 15	Location 9
8	Aisle 18	Location 12
9	Aisle 16	Location 2
10	Aisle 5	Location 37
11	Aisle 3	Location 26
12	Aisle 14	Location 36
Order 15	number of articles 23
0	Aisle 1	Location 25
1	Aisle 14	Location 9
2	Aisle 0	Location 30
3	Aisle 19	Location 16
4	Aisle 10	Location 40
5	Aisle 12	Location 11
6	Aisle 15	Location 20
7	Aisle 13	Location 8
8	Aisle 19	Location 20
9	Aisle 7	Location 19
10	Aisle 4	Location 20
11	Aisle 19	Location 4
12	Aisle 1	Location 10
13	Aisle 12	Location 19
14	Aisle 8	Location 28
15	Aisle 5	Location 3
16	Aisle 9	Location 2
17	Aisle 3	Location 2
18	Aisle 7	Location 33
19	Aisle 4	Location 9
20	Aisle 8	Location 27
21	Aisle 1	Location 29
22	Aisle 11	Location 25
Order 16	number of articles 10
0	Aisle 14	Location 11
1	Aisle 2	Location 13
2	Aisle 2	Location 17
3	Aisle 14	Location 18
4	Aisle 0	Location 37
5	Aisle 13	Location 3
6	Aisle 14	Location 36
7	Aisle 0	Location 9
8	Aisle 5	Location 6
9	Aisle 11	Location 5
Order 17	number of articles 17
0	Aisle 2	Location 24
1	Aisle 2	Location 35
2	Aisle 0	Location 3
3	Aisle 17	Location 30
4	Aisle 0	Location 1
5	Aisle 19	Location 28
6	Aisle 17	Location 12
7	Aisle 13	Location 12
8	Aisle 1	Location 11
9	Aisle 13	Location 8
10	Aisle 2	Location 38
11	Aisle 10	Location 19
12	Aisle 4	Location 8
13	Aisle 16	Location 27
14	Aisle 3	Location 30
15	Aisle 11	Location 9
16	Aisle 1	Location 34
Order 18	number of articles 23
0	Aisle 6	Location 26
1	Aisle 8	Location 21
2	Aisle 11	Location 38
3	Aisle 5	Location 13
4	Aisle 15	Location 5
5	Aisle 17	Location 8
6	Aisle 17	Location 14
7	Aisle 14	Location 26
8	Aisle 11	Location 5
9	Aisle 19	Location 14
10	Aisle 18	Location 25
11	Aisle 13	Location 24
12	Aisle 11	Location 31
13	Aisle 4	Location 4
14	Aisle 0	Location 7
15	Aisle 13	Location 14
16	Aisle 10	Location 35
17	Aisle 19	Location 13
18	Aisle 17	Location 36
19	Aisle 12	Location 6
20	Aisle 2	Location 31
21	Aisle 1	Location 22
22	Aisle 5	Location 40
Order 19	number of articles 6
0	Aisle 19	Location 12
1	Aisle 16	Location 2
2	Aisle 19	Location 8
3	Aisle 8	Location 25
4	Aisle 14	Location 20
5	Aisle 14	Location 15
